Mean Block Receive Time,Mean Block Propagation Time,Mean Block Size,Total Blocks,Stale Blocks,Miner Generated Blocks,Miner Avg Block Gen Interval,Miner Avg Block Size,Hash Rate,Attack Success,INV Received Bytes,INV Sent Bytes,GET_HEADERS Received Bytes,GET_HEADERS Sent Bytes,Headers Received Bytes,Headers Sent Bytes,GET_DATA Received Bytes,GET_DATA Sent Bytes,BLOCK Received Bytes,BLOCK Sent Bytes,Longest Fork,Blocks in Forks,Connections,Mined Blocks in Main Chain,Is Attacker,Mean Block Receive Time,Mean Block Propagation Time,Mean Block Size,Total Blocks,Stale Blocks,The average INV,The average GET_HEADERS Bytes,The average Headers Bytes,The average GET_DATA Sent Bytes,The average BLOCK Bytes,Longest Fork,Blocks in Forks,Mined Blocks in Main Chain,25 percentile of Block Propagation Time,75 percentile of Block Propagation Time,90 percentile of Block Propagation Time,Miners Mean Block Propagation Time,Total average traffic due to INV messages,Total average traffic due to GET_HEADERS messages,Total average traffic due to HEADERS messages,Total average traffic due to GET_DATA messages,Total average traffic due to BLOCK messages,Total average traffic/node,average Bandwidth Per Node
518.956,1.29603,658403,10,0,0,0.0,0,0.002,0,17550,16380,0,1458,1575,0,0,1170,5926441,0,0,0,15,0,0,518.881,0.886131,658403,10.0,0,16453.1,1366.87,1476.56,1096.88,5556040,0,0,10,0.809653,1.14364,1.25813,0.886131,32906.2,2733.75,2953.12,2193.75,11112100,1239.21,11152900
368.013,0.726405,385235,17,0,0,0.0,0,0.002,0,31200,29120,0,2592,2800,0,0,2080,6165199,0,0,0,15,0,0,367.994,0.656419,385235,17.0,0,29250.0,2430.0,2625.0,1950.0,5779870,0,0,17,0.619247,0.71473,0.726405,0.656419,58500.0,4860.0,5250.0,3900.0,11559700,727.016,11632300
517.708,1.17507,475198,11,0,0,0.0,0,0.002,0,19500,18200,0,1620,1750,0,0,1300,4752878,0,0,0,15,0,0,517.641,0.82035,475198,11.0,0,18281.3,1518.75,1640.62,1218.75,4455820,0,0,11,0.762012,1.05922,1.13596,0.82035,36562.5,3037.5,3281.25,2437.5,8911650,895.697,8956960
580.697,1.0498,591857,10,0,0,0.0,0,0.002,0,17550,16380,0,1458,1575,0,0,1170,5327520,0,0,0,15,0,0,580.66,0.787627,591857,10.0,0,16453.1,1366.87,1476.56,1096.88,4994550,0,0,10,0.707423,0.921784,0.949004,0.787627,32906.2,2733.75,2953.12,2193.75,9989100,1114.43,10029900
515.112,0.842028,551064,12,0,0,0.0,0,0.002,0,21450,20020,0,1782,1925,0,0,1430,6062689,0,0,0,15,0,0,515.13,0.705114,551064,12.0,0,20109.4,1670.62,1804.69,1340.62,5683770,0,0,12,0.660473,0.755272,0.801273,0.705114,40218.8,3341.25,3609.38,2681.25,11367500,1037.94,11417400
1267.74,1.37839,585971,5,0,0,0.0,0,0.002,0,7800,7280,0,648,700,0,0,520,2344243,0,0,0,15,0,0,1267.6,0.897546,585971,5.0,0,7312.5,607.5,656.25,487.5,2197730,0,0,5,0.804439,1.2282,1.27143,0.897546,14625.0,1215.0,1312.5,975.0,4395460,1103.4,4413580
441.202,1.266,554224,13,0,0,0.0,0,0.002,0,23400,21840,0,1944,2100,0,0,1560,6651768,0,0,0,15,0,0,441.175,0.857515,554224,13.0,0,21937.5,1822.5,1968.75,1462.5,6236030,0,0,13,0.740077,1.13212,1.2236,0.857515,43875.0,3645.0,3937.5,2925.0,12472100,1043.87,12526400
991.716,0.869062,628726,7,0,0,0.0,0,0.002,0,11700,10920,0,972,1050,0,0,780,3772895,0,0,0,15,0,0,991.677,0.769346,628726,7.0,0,10968.8,911.25,984.375,731.25,3537090,0,0,7,0.68318,0.869062,0.878572,0.769346,21937.5,1822.5,1968.75,1462.5,7074180,1183.56,7101370
621.307,0.833978,520905,9,0,0,0.0,0,0.002,0,15600,14560,0,1296,1400,0,0,1040,4167959,0,0,0,15,0,0,621.279,0.706129,520905,9.0,0,14625.0,1215.0,1312.5,975.0,3907460,0,0,9,0.650614,0.787116,0.832724,0.706129,29250.0,2430.0,2625.0,1950.0,7814920,981.397,7851180
521.512,0.967572,409274,9,0,0,0.0,0,0.002,0,15600,14560,0,1296,1400,0,0,1040,3274913,0,0,0,15,0,0,521.477,0.752537,409274,9.0,0,14625.0,1215.0,1312.5,975.0,3070230,0,0,9,0.661773,0.921069,0.967572,0.752537,29250.0,2430.0,2625.0,1950.0,6140460,772.09,6176720
533.188,0.978213,360644,12,0,0,0.0,0,0.002,0,21450,20020,0,1782,1925,0,0,1430,3968077,0,0,0,15,0,0,533.207,0.722909,360644,12.0,0,20109.4,1670.62,1804.69,1340.62,3720070,0,0,12,0.66221,0.85636,0.914912,0.722909,40218.8,3341.25,3609.37,2681.25,7440140,680.909,7490000
775.762,1.45612,714262,8,0,0,0.0,0,0.002,0,13650,12740,0,1134,1225,0,0,910,5000467,0,0,0,15,0,0,775.705,0.943365,714262,8.0,0,12796.9,1063.12,1148.44,853.125,4687940,0,0,8,0.799863,1.27706,1.39159,0.943365,25593.8,2126.25,2296.88,1706.25,9375880,1343.94,9407600
516.647,1.24157,760126,12,0,0,0.0,0,0.002,0,21450,20020,0,1782,1925,0,0,1430,8362374,0,0,0,15,0,0,516.627,0.881037,760126,12.0,0,20109.4,1670.62,1804.69,1340.62,7839730,0,0,12,0.686959,1.12129,1.20197,0.881037,40218.8,3341.25,3609.38,2681.25,15679500,1429.94,15729300
532.477,1.10315,536837,12,0,0,0.0,0,0.002,0,21450,20020,0,1782,1925,0,0,1430,5906192,0,0,0,15,0,0,532.498,0.795797,536837,12.0,0,20109.4,1670.62,1804.69,1340.62,5537060,0,0,12,0.676665,1.0054,1.10315,0.795797,40218.8,3341.25,3609.38,2681.25,11074100,1011.27,11124000
690.382,0.932971,454083,7,0,0,0.0,0,0.002,0,11700,10920,0,972,1050,0,0,780,2725037,0,0,0,15,0,0,690.334,0.729491,454083,7.0,0,10968.7,911.25,984.375,731.25,2554720,0,0,7,0.666985,0.870523,0.93077,0.729491,21937.5,1822.5,1968.75,1462.5,5109440,856.106,5136640
586.101,1.15948,436013,11,0,0,0.0,0,0.002,0,19500,18200,0,1620,1750,0,0,1300,4361026,0,0,0,15,0,0,586.037,0.809163,436013,11.0,0,18281.3,1518.75,1640.62,1218.75,4088460,0,0,11,0.769523,1.03616,1.06439,0.809163,36562.5,3037.5,3281.25,2437.5,8176920,822.224,8222240
746.054,0.799338,414006,9,0,0,0.0,0,0.002,0,15600,14560,0,1296,1400,0,0,1040,3312770,0,0,0,15,0,0,746.08,0.674851,414006,9.0,0,14625.0,1215.0,1312.5,975.0,3105720,0,0,9,0.6465,0.711692,0.730506,0.674851,29250.0,2430.0,2625.0,1950.0,6211440,780.962,6247700
725.058,1.12447,643812,9,0,0,0.0,0,0.002,0,15600,14560,0,1296,1400,0,0,1040,5151217,0,0,0,15,0,0,725.091,0.851845,643812,9.0,0,14625.0,1215.0,1312.5,975.0,4829270,0,0,9,0.82566,0.978922,1.03866,0.851845,29250.0,2430.0,2625.0,1950.0,9658530,1211.85,9694790
615.694,1.24681,732029,10,0,0,0.0,0,0.002,0,17550,16380,0,1458,1575,0,0,1170,6589070,0,0,0,15,0,0,615.62,0.885673,732029,10.0,0,16453.1,1366.87,1476.56,1096.88,6177250,0,0,10,0.814196,1.08375,1.18895,0.885673,32906.2,2733.75,2953.12,2193.75,12354500,1377.25,12395300
693.834,0.895589,366198,9,0,0,0.0,0,0.002,0,15600,14560,0,1296,1400,0,0,1040,2930300,0,0,0,15,0,0,693.898,0.752981,366198,9.0,0,14625.0,1215.0,1312.5,975.0,2747160,0,0,9,0.668537,0.895589,0.927563,0.752981,29250.0,2430.0,2625.0,1950.0,5494310,691.321,5530570
1115.98,1.00914,329200,6,0,0,0.0,0,0.002,0,9750,9100,0,810,875,0,0,650,1646448,0,0,0,15,0,0,1116.03,0.737162,329200,6.0,0,9140.63,759.375,820.312,609.375,1543540,0,0,6,0.67022,0.930045,0.971915,0.737162,18281.2,1518.75,1640.62,1218.75,3087090,621.95,3109750
1153.66,0.94882,495276,6,0,0,0.0,0,0.002,0,9750,9100,0,810,875,0,0,650,2476828,0,0,0,15,0,0,1153.58,0.721232,495276,6.0,0,9140.63,759.375,820.312,609.375,2322030,0,0,6,0.661018,0.818773,0.848512,0.721232,18281.2,1518.75,1640.62,1218.75,4644050,933.342,4666710
567.346,1.12467,468419,6,0,0,0.0,0,0.002,0,9750,9100,0,810,875,0,0,650,2342546,0,0,0,15,0,0,567.284,0.782841,468419,6.0,0,9140.63,759.375,820.312,609.375,2196140,0,0,6,0.689497,0.991239,1.07558,0.782841,18281.2,1518.75,1640.62,1218.75,4392270,882.987,4414930
735.459,0.977453,482218,9,0,0,0.0,0,0.002,0,15600,14560,0,1296,1400,0,0,1040,3858468,0,0,0,15,0,0,735.415,0.738422,482218,9.0,0,14625.0,1215.0,1312.5,975.0,3617310,0,0,9,0.673366,0.841643,0.8677,0.738422,29250.0,2430.0,2625.0,1950.0,7234630,908.86,7270880
625.677,0.887513,738969,10,0,0,0.0,0,0.002,0,17550,16380,0,1458,1575,0,0,1170,6651530,0,0,0,15,0,0,625.615,0.775281,738969,10.0,0,16453.1,1366.87,1476.56,1096.88,6235810,0,0,10,0.696291,0.84746,0.885811,0.775281,32906.2,2733.75,2953.12,2193.75,12471600,1390.27,12512400
517.05,0.877225,590575,12,0,0,0.0,0,0.002,0,21450,20020,0,1782,1925,0,0,1430,6497319,0,0,0,15,0,0,517.052,0.759304,590575,12.0,0,20109.4,1670.63,1804.69,1340.62,6091240,0,0,12,0.712741,0.805857,0.877225,0.759304,40218.8,3341.25,3609.37,2681.25,12182500,1112.03,12232300
928.068,1.2134,622630,7,0,0,0.0,0,0.002,0,11700,10920,0,972,1050,0,0,780,3736322,0,0,0,15,0,0,927.973,0.857874,622630,7.0,0,10968.8,911.25,984.375,731.25,3502800,0,0,7,0.789483,1.03517,1.15893,0.857874,21937.5,1822.5,1968.75,1462.5,7005600,1172.13,7032800
451.269,1.38695,644458,11,0,0,0.0,0,0.002,0,19500,18200,0,1620,1750,0,0,1300,6445481,0,0,0,15,0,0,451.212,0.915717,644458,11.0,0,18281.3,1518.75,1640.62,1218.75,6042640,0,0,11,0.807893,1.24709,1.3386,0.915717,36562.5,3037.5,3281.25,2437.5,12085300,1213.06,12130600
412.751,1.09441,414190,14,0,0,0.0,0,0.002,0,25350,23660,0,2106,2275,0,0,1690,5385636,0,0,0,15,0,0,412.706,0.789512,414190,14.0,0,23765.6,1974.38,2132.81,1584.38,5049030,0,0,14,0.722448,1.00162,1.06269,0.789512,47531.2,3948.75,4265.62,3168.75,10098100,781.306,10157000
410.797,1.09656,589718,15,0,0,0.0,0,0.002,0,27300,25480,0,2268,2450,0,0,1820,8257311,0,0,0,15,0,0,410.807,0.807032,589718,15.0,0,25593.8,2126.25,2296.88,1706.25,7741230,0,0,15,0.703147,0.957822,1.06773,0.807032,51187.5,4252.5,4593.75,3412.5,15482500,1110.42,15545900
459.9,1.17175,500534,14,0,0,0.0,0,0.002,0,25350,23660,0,2106,2275,0,0,1690,6508115,0,0,0,15,0,0,459.867,0.811842,500534,14.0,0,23765.6,1974.38,2132.81,1584.38,6101360,0,0,14,0.733519,1.02415,1.10823,0.811842,47531.2,3948.75,4265.62,3168.75,12202700,943.202,12261600
538.158,1.12297,574545,12,0,0,0.0,0,0.002,0,21450,20020,0,1782,1925,0,0,1430,6320980,0,0,0,15,0,0,538.132,0.800546,574545,12.0,0,20109.4,1670.62,1804.69,1340.62,5925920,0,0,12,0.686726,0.989598,1.09981,0.800546,40218.8,3341.25,3609.37,2681.25,11851800,1081.97,11901700
494.34,0.934888,358722,12,0,0,0.0,0,0.002,0,21450,20020,0,1782,1925,0,0,1430,3946932,0,0,0,15,0,0,494.366,0.745328,358722,12.0,0,20109.4,1670.62,1804.69,1340.62,3700250,0,0,12,0.593446,0.914479,0.934888,0.745328,40218.8,3341.25,3609.38,2681.25,7400500,677.304,7450350
