Mean Block Receive Time,Mean Block Propagation Time,Mean Block Size,Total Blocks,Stale Blocks,INV Received Bytes,INV Sent Bytes,GET_HEADERS Received Bytes,GET_HEADERS Sent Bytes,Headers Received Bytes,Headers Sent Bytes,GET_DATA Received Bytes,GET_DATA Sent Bytes,BLOCK Received Bytes,BLOCK Sent Bytes,Longest Fork,Blocks in Forks,Mined Blocks in Main Chain,Fork Height,Fork Length,Block Interval,Time Interval
829.003,395.258,540416,28762,2396,1.22933e+06,1.29634e+06,179516,93494.2,105533,193922,144056,77042.2,3.42932e+08,6.04328e+08,11,98,26366,0,0,0,0
829.311,395.917,540453,29470,2445,1.24144e+06,1.29554e+06,164430,94500,106619,177625,131950,77849.3,3.46014e+08,5.58092e+08,11,98,27025,0,0,0,0
829.604,396.545,540488,30178,2494,1.25268e+06,1.29479e+06,150417,95434.2,107628,162488,120705,78599,3.49141e+08,5.11183e+08,11,98,27684,0,0,0,0
829.885,397.138,540522,30886,2543,1.26135e+06,1.29421e+06,139615,96154.4,108406,150818,112036,79176.9,3.51478e+08,4.76132e+08,11,98,28343,0,0,0,0
830.152,397.714,540554,31594,2592,1.2702e+06,1.29362e+06,128587,96889.5,109201,138906,103188,79766.8,3.54013e+08,4.38105e+08,11,98,29002,0,0,0,0
830.408,398.259,540585,32302,2641,1.27739e+06,1.29314e+06,119631,97486.6,109846,129231,96000,80246,3.56099e+08,4.06822e+08,11,98,29661,0,0,0,0
830.653,398.783,540614,33010,2690,1.28396e+06,1.2927e+06,111433,98033.1,110436,120375,89421.4,80684.6,3.57912e+08,3.79629e+08,11,98,30320,0,0,0,0
830.888,399.287,540642,33718,2739,1.2898e+06,1.29231e+06,104166,98517.6,110959,112525,83590,81073.3,3.59549e+08,3.55069e+08,11,98,30979,0,0,0,0
825.857,388.594,540039,34647,3006,1.28755e+06,1.28755e+06,98870.6,98870.6,111057,111057,81230.6,81230.6,3.59269e+08,3.59269e+08,11,125.188,31641,0,0,0,0
826.177,389.268,540077,35355,3055,1.07114e+06,1.30689e+06,376650,80352,91336,406875,302250,66496,3.02634e+08,1.20879e+09,11,98,32300,0,0,0,0
826.484,389.916,540114,36063,3104,1.07991e+06,1.3063e+06,365715,81081,92123.5,395062,293475,67081,3.01887e+08,1.22e+09,11,98,32959,0,0,0,0
826.78,390.546,540150,36771,3153,1.09649e+06,1.3052e+06,345060,82458,93611,372750,276900,68186,3.06653e+08,1.14851e+09,11,98,33618,0,0,0,0
827.064,391.146,540184,37479,3202,1.1389e+06,1.30237e+06,292208,85981.5,97417.2,315656,234488,71013.5,3.17499e+08,9.85813e+08,11,98,34277,0,0,0,0
827.338,391.731,540217,38187,3251,1.16357e+06,1.30073e+06,261468,88030.8,99631,282450,209820,72658,3.24711e+08,8.77643e+08,11,98,34936,0,0,0,0
827.602,392.289,540248,38895,3300,1.18944e+06,1.299e+06,229230,90180,101953,247625,183950,74382.7,3.32078e+08,7.67138e+08,11,98,35595,0,0,0,0
827.856,392.827,540279,39603,3349,1.21237e+06,1.29747e+06,200649,92085.4,104011,216750,161014,75911.7,3.3831e+08,6.73649e+08,11,98,36254,0,0,0,0
828.101,393.349,540308,40311,3398,1.22933e+06,1.29634e+06,179516,93494.2,105533,193922,144056,77042.2,3.42932e+08,6.04328e+08,11,98,36913,0,0,0,0
828.338,393.855,540337,41019,3447,1.24144e+06,1.29554e+06,164430,94500,106619,177625,131950,77849.3,3.46014e+08,5.58092e+08,11,98,37572,0,0,0,0
828.567,394.344,540364,41727,3496,1.25268e+06,1.29479e+06,150417,95434.2,107628,162488,120705,78599,3.49141e+08,5.11183e+08,11,98,38231,0,0,0,0
828.789,394.813,540391,42435,3545,1.26135e+06,1.29421e+06,139615,96154.4,108406,150818,112036,79176.9,3.51478e+08,4.76132e+08,11,98,38890,0,0,0,0
829.003,395.272,540416,43143,3594,1.2702e+06,1.29362e+06,128587,96889.5,109201,138906,103188,79766.8,3.54013e+08,4.38105e+08,11,98,39549,0,0,0,0
829.21,395.713,540441,43851,3643,1.27739e+06,1.29314e+06,119631,97486.6,109846,129231,96000,80246,3.56099e+08,4.06822e+08,11,98,40208,0,0,0,0
829.41,396.142,540465,44559,3692,1.28396e+06,1.2927e+06,111433,98033.1,110436,120375,89421.4,80684.6,3.57912e+08,3.79629e+08,11,98,40867,0,0,0,0
829.604,396.559,540488,45267,3741,1.2898e+06,1.29231e+06,104166,98517.6,110959,112525,83590,81073.3,3.59549e+08,3.55069e+08,11,98,41526,0,0,0,0
825.857,388.594,540039,46196,4008,1.28755e+06,1.28755e+06,98870.6,98870.6,111057,111057,81230.6,81230.6,3.59269e+08,3.59269e+08,11,125.188,42188,0,0,0,0
826.098,389.102,540068,46904,4057,1.07114e+06,1.30689e+06,376650,80352,91336,406875,302250,66496,3.02634e+08,1.20879e+09,11,98,42847,0,0,0,0
826.332,389.595,540096,47612,4106,1.07991e+06,1.3063e+06,365715,81081,92123.5,395062,293475,67081,3.01887e+08,1.22e+09,11,98,43506,0,0,0,0
826.559,390.079,540123,48320,4155,1.09649e+06,1.3052e+06,345060,82458,93611,372750,276900,68186,3.06653e+08,1.14851e+09,11,98,44165,0,0,0,0
826.78,390.545,540150,49028,4204,1.1389e+06,1.30237e+06,292208,85981.5,97417.2,315656,234488,71013.5,3.17499e+08,9.85813e+08,11,98,44824,0,0,0,0
826.994,391.002,540175,49736,4253,1.16357e+06,1.30073e+06,261468,88030.8,99631,282450,209820,72658,3.24711e+08,8.77643e+08,11,98,45483,0,0,0,0
827.202,391.443,540200,50444,4302,1.18944e+06,1.299e+06,229230,90180,101953,247625,183950,74382.7,3.32078e+08,7.67138e+08,11,98,46142,0,0,0,0
827.405,391.872,540225,51152,4351,1.21237e+06,1.29747e+06,200649,92085.4,104011,216750,161014,75911.7,3.3831e+08,6.73649e+08,11,98,46801,0,0,0,0
827.602,392.29,540248,51860,4400,1.22933e+06,1.29634e+06,179516,93494.2,105533,193922,144056,77042.2,3.42932e+08,6.04328e+08,11,98,47460,0,0,0,0
827.793,392.699,540271,52568,4449,1.24144e+06,1.29554e+06,164430,94500,106619,177625,131950,77849.3,3.46014e+08,5.58092e+08,11,98,48119,0,0,0,0
827.98,393.098,540294,53276,4498,1.25268e+06,1.29479e+06,150417,95434.2,107628,162488,120705,78599,3.49141e+08,5.11183e+08,11,98,48778,0,0,0,0
828.161,393.482,540315,53984,4547,1.26135e+06,1.29421e+06,139615,96154.4,108406,150818,112036,79176.9,3.51478e+08,4.76132e+08,11,98,49437,0,0,0,0
828.338,393.862,540337,54692,4596,1.2702e+06,1.29362e+06,128587,96889.5,109201,138906,103188,79766.8,3.54013e+08,4.38105e+08,11,98,50096,0,0,0,0
828.511,394.229,540357,55400,4645,1.27739e+06,1.29314e+06,119631,97486.6,109846,129231,96000,80246,3.56099e+08,4.06822e+08,11,98,50755,0,0,0,0
828.679,394.588,540377,56108,4694,1.28396e+06,1.2927e+06,111433,98033.1,110436,120375,89421.4,80684.6,3.57912e+08,3.79629e+08,11,98,51414,0,0,0,0
828.843,394.94,540397,56816,4743,1.2898e+06,1.29231e+06,104166,98517.6,110959,112525,83590,81073.3,3.59549e+08,3.55069e+08,11,98,52073,0,0,0,0
825.857,388.594,540039,57745,5010,1.28755e+06,1.28755e+06,98870.6,98870.6,111057,111057,81230.6,81230.6,3.59269e+08,3.59269e+08,11,125.188,52735,0,0,0,0
826.051,389.002,540062,58453,5059,1.07114e+06,1.30689e+06,376650,80352,91336,406875,302250,66496,3.02634e+08,1.20879e+09,11,98,53394,0,0,0,0
826.239,389.4,540085,59161,5108,1.07991e+06,1.3063e+06,365715,81081,92123.5,395062,293475,67081,3.01887e+08,1.22e+09,11,98,54053,0,0,0,0
826.424,389.793,540107,59869,5157,1.09649e+06,1.3052e+06,345060,82458,93611,372750,276900,68186,3.06653e+08,1.14851e+09,11,98,54712,0,0,0,0
826.604,390.173,540129,60577,5206,1.1389e+06,1.30237e+06,292208,85981.5,97417.2,315656,234488,71013.5,3.17499e+08,9.85813e+08,11,98,55371,0,0,0,0
826.78,390.548,540150,61285,5255,1.16357e+06,1.30073e+06,261468,88030.8,99631,282450,209820,72658,3.24711e+08,8.77643e+08,11,98,56030,0,0,0,0
826.952,390.912,540170,61993,5304,1.18944e+06,1.299e+06,229230,90180,101953,247625,183950,74382.7,3.32078e+08,7.67138e+08,11,98,56689,0,0,0,0
827.12,391.268,540190,62701,5353,1.21237e+06,1.29747e+06,200649,92085.4,104011,216750,161014,75911.7,3.3831e+08,6.73649e+08,11,98,57348,0,0,0,0
827.284,391.617,540210,63409,5402,1.22933e+06,1.29634e+06,179516,93494.2,105533,193922,144056,77042.2,3.42932e+08,6.04328e+08,11,98,58007,0,0,0,0
827.445,391.96,540229,64117,5451,1.24144e+06,1.29554e+06,164430,94500,106619,177625,131950,77849.3,3.46014e+08,5.58092e+08,11,98,58666,0,0,0,0
827.602,392.295,540248,64825,5500,1.25268e+06,1.29479e+06,150417,95434.2,107628,162488,120705,78599,3.49141e+08,5.11183e+08,11,98,59325,0,0,0,0
827.755,392.621,540267,65533,5549,1.26135e+06,1.29421e+06,139615,96154.4,108406,150818,112036,79176.9,3.51478e+08,4.76132e+08,11,98,59984,0,0,0,0
827.906,392.944,540285,66241,5598,1.2702e+06,1.29362e+06,128587,96889.5,109201,138906,103188,79766.8,3.54013e+08,4.38105e+08,11,98,60643,0,0,0,0
828.053,393.257,540302,66949,5647,1.27739e+06,1.29314e+06,119631,97486.6,109846,129231,96000,80246,3.56099e+08,4.06822e+08,11,98,61302,0,0,0,0
828.197,393.565,540320,67657,5696,1.28396e+06,1.2927e+06,111433,98033.1,110436,120375,89421.4,80684.6,3.57912e+08,3.79629e+08,11,98,61961,0,0,0,0
828.338,393.868,540337,68365,5745,1.2898e+06,1.29231e+06,104166,98517.6,110959,112525,83590,81073.3,3.59549e+08,3.55069e+08,11,98,62620,0,0,0,0
825.857,388.594,540039,69294,6012,1.28755e+06,1.28755e+06,98870.6,98870.6,111057,111057,81230.6,81230.6,3.59269e+08,3.59269e+08,11,125.188,63282,0,0,0,0
826.019,388.934,540058,70002,6061,1.07114e+06,1.30689e+06,376650,80352,91336,406875,302250,66496,3.02634e+08,1.20879e+09,11,98,63941,0,0,0,0
826.177,389.268,540077,70710,6110,1.07991e+06,1.3063e+06,365715,81081,92123.5,395062,293475,67081,3.01887e+08,1.22e+09,11,98,64600,0,0,0,0
826.332,389.599,540096,71418,6159,1.09649e+06,1.3052e+06,345060,82458,93611,372750,276900,68186,3.06653e+08,1.14851e+09,11,98,65259,0,0,0,0
826.484,389.92,540114,72126,6208,1.1389e+06,1.30237e+06,292208,85981.5,97417.2,315656,234488,71013.5,3.17499e+08,9.85813e+08,11,98,65918,0,0,0,0
826.633,390.238,540132,72834,6257,1.16357e+06,1.30073e+06,261468,88030.8,99631,282450,209820,72658,3.24711e+08,8.77643e+08,11,98,66577,0,0,0,0
826.78,390.548,540150,73542,6306,1.18944e+06,1.299e+06,229230,90180,101953,247625,183950,74382.7,3.32078e+08,7.67138e+08,11,98,67236,0,0,0,0
826.923,390.852,540167,74250,6355,1.21237e+06,1.29747e+06,200649,92085.4,104011,216750,161014,75911.7,3.3831e+08,6.73649e+08,11,98,67895,0,0,0,0
827.064,391.151,540184,74958,6404,1.22933e+06,1.29634e+06,179516,93494.2,105533,193922,144056,77042.2,3.42932e+08,6.04328e+08,11,98,68554,0,0,0,0
827.202,391.446,540200,75666,6453,1.24144e+06,1.29554e+06,164430,94500,106619,177625,131950,77849.3,3.46014e+08,5.58092e+08,11,98,69213,0,0,0,0
827.338,391.736,540217,76374,6502,1.25268e+06,1.29479e+06,150417,95434.2,107628,162488,120705,78599,3.49141e+08,5.11183e+08,11,98,69872,0,0,0,0
827.471,392.018,540233,77082,6551,1.26135e+06,1.29421e+06,139615,96154.4,108406,150818,112036,79176.9,3.51478e+08,4.76132e+08,11,98,70531,0,0,0,0
827.602,392.298,540248,77790,6600,1.2702e+06,1.29362e+06,128587,96889.5,109201,138906,103188,79766.8,3.54013e+08,4.38105e+08,11,98,71190,0,0,0,0
827.73,392.571,540264,78498,6649,1.27739e+06,1.29314e+06,119631,97486.6,109846,129231,96000,80246,3.56099e+08,4.06822e+08,11,98,71849,0,0,0,0
827.856,392.84,540279,79206,6698,1.28396e+06,1.2927e+06,111433,98033.1,110436,120375,89421.4,80684.6,3.57912e+08,3.79629e+08,11,98,72508,0,0,0,0
827.98,393.105,540294,79914,6747,1.2898e+06,1.29231e+06,104166,98517.6,110959,112525,83590,81073.3,3.59549e+08,3.55069e+08,11,98,73167,0,0,0,0
825.857,388.594,540039,80843,7014,1.28755e+06,1.28755e+06,98870.6,98870.6,111057,111057,81230.6,81230.6,3.59269e+08,3.59269e+08,11,125.188,73829,0,0,0,0
825.996,388.886,540056,81551,7063,1.07114e+06,1.30689e+06,376650,80352,91336,406875,302250,66496,3.02634e+08,1.20879e+09,11,98,74488,0,0,0,0
826.132,389.173,540072,82259,7112,1.07991e+06,1.3063e+06,365715,81081,92123.5,395062,293475,67081,3.01887e+08,1.22e+09,11,98,75147,0,0,0,0
826.266,389.459,540088,82967,7161,1.09649e+06,1.3052e+06,345060,82458,93611,372750,276900,68186,3.06653e+08,1.14851e+09,11,98,75806,0,0,0,0
826.398,389.737,540104,83675,7210,1.1389e+06,1.30237e+06,292208,85981.5,97417.2,315656,234488,71013.5,3.17499e+08,9.85813e+08,11,98,76465,0,0,0,0
826.527,390.013,540119,84383,7259,1.16357e+06,1.30073e+06,261468,88030.8,99631,282450,209820,72658,3.24711e+08,8.77643e+08,11,98,77124,0,0,0,0
826.655,390.283,540135,85091,7308,1.18944e+06,1.299e+06,229230,90180,101953,247625,183950,74382.7,3.32078e+08,7.67138e+08,11,98,77783,0,0,0,0
826.78,390.548,540150,85799,7357,1.21237e+06,1.29747e+06,200649,92085.4,104011,216750,161014,75911.7,3.3831e+08,6.73649e+08,11,98,78442,0,0,0,0
826.903,390.81,540164,86507,7406,1.22933e+06,1.29634e+06,179516,93494.2,105533,193922,144056,77042.2,3.42932e+08,6.04328e+08,11,98,79101,0,0,0,0
827.024,391.068,540179,87215,7455,1.24144e+06,1.29554e+06,164430,94500,106619,177625,131950,77849.3,3.46014e+08,5.58092e+08,11,98,79760,0,0,0,0
827.143,391.323,540193,87923,7504,1.25268e+06,1.29479e+06,150417,95434.2,107628,162488,120705,78599,3.49141e+08,5.11183e+08,11,98,80419,0,0,0,0
827.261,391.571,540207,88631,7553,1.26135e+06,1.29421e+06,139615,96154.4,108406,150818,112036,79176.9,3.51478e+08,4.76132e+08,11,98,81078,0,0,0,0
827.376,391.819,540221,89339,7602,1.2702e+06,1.29362e+06,128587,96889.5,109201,138906,103188,79766.8,3.54013e+08,4.38105e+08,11,98,81737,0,0,0,0
827.49,392.061,540235,90047,7651,1.27739e+06,1.29314e+06,119631,97486.6,109846,129231,96000,80246,3.56099e+08,4.06822e+08,11,98,82396,0,0,0,0
827.602,392.3,540248,90755,7700,1.28396e+06,1.2927e+06,111433,98033.1,110436,120375,89421.4,80684.6,3.57912e+08,3.79629e+08,11,98,83055,0,0,0,0
827.712,392.536,540261,91463,7749,1.2898e+06,1.29231e+06,104166,98517.6,110959,112525,83590,81073.3,3.59549e+08,3.55069e+08,11,98,83714,0,0,0,0
825.857,388.594,540039,92392,8016,1.28755e+06,1.28755e+06,98870.6,98870.6,111057,111057,81230.6,81230.6,3.59269e+08,3.59269e+08,11,125.188,84376,0,0,0,0
825.979,388.85,540054,93100,8065,1.07114e+06,1.30689e+06,376650,80352,91336,406875,302250,66496,3.02634e+08,1.20879e+09,11,98,85035,0,0,0,0
826.098,389.102,540068,93808,8114,1.07991e+06,1.3063e+06,365715,81081,92123.5,395062,293475,67081,3.01887e+08,1.22e+09,11,98,85694,0,0,0,0
826.216,389.353,540082,94516,8163,1.09649e+06,1.3052e+06,345060,82458,93611,372750,276900,68186,3.06653e+08,1.14851e+09,11,98,86353,0,0,0,0
826.332,389.598,540096,95224,8212,1.1389e+06,1.30237e+06,292208,85981.5,97417.2,315656,234488,71013.5,3.17499e+08,9.85813e+08,11,98,87012,0,0,0,0
826.447,389.842,540110,95932,8261,1.16357e+06,1.30073e+06,261468,88030.8,99631,282450,209820,72658,3.24711e+08,8.77643e+08,11,98,87671,0,0,0,0
826.559,390.081,540123,96640,8310,1.18944e+06,1.299e+06,229230,90180,101953,247625,183950,74382.7,3.32078e+08,7.67138e+08,11,98,88330,0,0,0,0
826.67,390.316,540137,97348,8359,1.21237e+06,1.29747e+06,200649,92085.4,104011,216750,161014,75911.7,3.3831e+08,6.73649e+08,11,98,88989,0,0,0,0
826.78,390.549,540150,98056,8408,1.22933e+06,1.29634e+06,179516,93494.2,105533,193922,144056,77042.2,3.42932e+08,6.04328e+08,11,98,89648,0,0,0,0
826.888,390.779,540163,98764,8457,1.24144e+06,1.29554e+06,164430,94500,106619,177625,131950,77849.3,3.46014e+08,5.58092e+08,11,98,90307,0,0,0,0
826.994,391.006,540175,99472,8506,1.25268e+06,1.29479e+06,150417,95434.2,107628,162488,120705,78599,3.49141e+08,5.11183e+08,11,98,90966,0,0,0,0
827.099,391.228,540188,100180,8555,1.26135e+06,1.29421e+06,139615,96154.4,108406,150818,112036,79176.9,3.51478e+08,4.76132e+08,11,98,91625,0,0,0,0
827.202,391.45,540200,100888,8604,1.2702e+06,1.29362e+06,128587,96889.5,109201,138906,103188,79766.8,3.54013e+08,4.38105e+08,11,98,92284,0,0,0,0
827.304,391.667,540213,101596,8653,1.27739e+06,1.29314e+06,119631,97486.6,109846,129231,96000,80246,3.56099e+08,4.06822e+08,11,98,92943,0,0,0,0
827.405,391.881,540225,102304,8702,1.28396e+06,1.2927e+06,111433,98033.1,110436,120375,89421.4,80684.6,3.57912e+08,3.79629e+08,11,98,93602,0,0,0,0
827.504,392.094,540237,103012,8751,1.2898e+06,1.29231e+06,104166,98517.6,110959,112525,83590,81073.3,3.59549e+08,3.55069e+08,11,98,94261,0,0,0,0
825.857,388.594,540039,103941,9018,1.28755e+06,1.28755e+06,98870.6,98870.6,111057,111057,81230.6,81230.6,3.59269e+08,3.59269e+08,11,125.188,94923,0,0,0,0
825.965,388.822,540052,104649,9067,1.07114e+06,1.30689e+06,376650,80352,91336,406875,302250,66496,3.02634e+08,1.20879e+09,11,98,95582,0,0,0,0
826.072,389.046,540065,105357,9116,1.07991e+06,1.3063e+06,365715,81081,92123.5,395062,293475,67081,3.01887e+08,1.22e+09,11,98,96241,0,0,0,0
826.177,389.27,540077,106065,9165,1.09649e+06,1.3052e+06,345060,82458,93611,372750,276900,68186,3.06653e+08,1.14851e+09,11,98,96900,0,0,0,0
826.281,389.49,540090,106773,9214,1.1389e+06,1.30237e+06,292208,85981.5,97417.2,315656,234488,71013.5,3.17499e+08,9.85813e+08,11,98,97559,0,0,0,0
826.383,389.708,540102,107481,9263,1.16357e+06,1.30073e+06,261468,88030.8,99631,282450,209820,72658,3.24711e+08,8.77643e+08,11,98,98218,0,0,0,0
826.484,389.922,540114,108189,9312,1.18944e+06,1.299e+06,229230,90180,101953,247625,183950,74382.7,3.32078e+08,7.67138e+08,11,98,98877,0,0,0,0
826.584,390.133,540126,108897,9361,1.21237e+06,1.29747e+06,200649,92085.4,104011,216750,161014,75911.7,3.3831e+08,6.73649e+08,11,98,99536,0,0,0,0
826.683,390.343,540138,109605,9410,1.22933e+06,1.29634e+06,179516,93494.2,105533,193922,144056,77042.2,3.42932e+08,6.04328e+08,11,98,100195,0,0,0,0
826.78,390.55,540150,110313,9459,1.24144e+06,1.29554e+06,164430,94500,106619,177625,131950,77849.3,3.46014e+08,5.58092e+08,11,98,100854,0,0,0,0
826.876,390.755,540161,111021,9508,1.25268e+06,1.29479e+06,150417,95434.2,107628,162488,120705,78599,3.49141e+08,5.11183e+08,11,98,101513,0,0,0,0
826.971,390.956,540173,111729,9557,1.26135e+06,1.29421e+06,139615,96154.4,108406,150818,112036,79176.9,3.51478e+08,4.76132e+08,11,98,102172,0,0,0,0
827.064,391.156,540184,112437,9606,1.2702e+06,1.29362e+06,128587,96889.5,109201,138906,103188,79766.8,3.54013e+08,4.38105e+08,11,98,102831,0,0,0,0
827.156,391.353,540195,113145,9655,1.27739e+06,1.29314e+06,119631,97486.6,109846,129231,96000,80246,3.56099e+08,4.06822e+08,11,98,103490,0,0,0,0
827.248,391.548,540206,113853,9704,1.28396e+06,1.2927e+06,111433,98033.1,110436,120375,89421.4,80684.6,3.57912e+08,3.79629e+08,11,98,104149,0,0,0,0
827.338,391.741,540217,114561,9753,1.2898e+06,1.29231e+06,104166,98517.6,110959,112525,83590,81073.3,3.59549e+08,3.55069e+08,11,98,104808,0,0,0,0
