Node ID,Mean Block Receive Time,Mean Block Propagation Time,Mean Block Size,Total Blocks,Stale Blocks,Miner,Miner Generated Blocks,Miner Avg Block Gen Interval,Miner Avg Block Size,Hash Rate,Attack Success,INV Received Bytes,INV Sent Bytes,GET_HEADERS Received Bytes,GET_HEADERS Sent Bytes,Headers Received Bytes,Headers Sent Bytes,GET_DATA Received Bytes,GET_DATA Sent Bytes,BLOCK Received Bytes,BLOCK Sent Bytes,EXT_INV Received Bytes,EXT_INV Sent Bytes,EXT_GET_HEADERS Received Bytes,EXT_GET_HEADERS Sent Bytes,EXT_HEADERS Received Bytes,EXT_HEADERS Sent Bytes,EXT_GET_DATA Received Bytes,EXT_GET_DATA Sent Bytes,Chunk Received Bytes,Chunk Sent Bytes,Longest Fork,Blocks in Forks,Connections,Block Timeouts,Chunk Timeouts,Mined Blocks in Main Chain,Fork Height,Fork Length,Block Interval,Time Interval
0,474.353,0.446243,537679,10,0,1,1,1325.37,849161,0.289,0,15600,16510,2430,1296,1400,2625,1950,1040,3990666,12738765,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,1668248687,27759,0,1.08349e-320
1,474.315,0.316677,537679,10,0,1,5,853.767,536804,0.196,0,7800,17030,12150,648,700,13125,9750,520,2155445,40267080,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,21883,-1091358912,4.64372e-310,4.64372e-310
2,474.359,0.530756,537679,10,0,1,0,0,0,0.159,0,17550,16380,0,1458,1575,0,0,1170,4839917,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,21883,-1091230192,4.64372e-310,4.64372e-310
3,474.426,0.76029,537679,10,0,1,2,675.577,459982,0.133,0,13650,16640,4860,1134,1225,5250,3900,910,3919773,13802160,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,21883,-1091279152,4.64372e-310,4.64372e-310
4,474.365,0.48357,537679,10,0,1,1,1268.95,385960,0.066,0,15600,16510,2430,1296,1400,2625,1950,1040,4453867,5790750,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,21883,-1091285872,4.64372e-310,4.64372e-310
5,474.439,0.936489,537679,10,0,1,0,0,0,0.054,0,17550,16380,0,1458,1575,0,0,1170,4839917,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,21883,-1091292976,4.64372e-310,4.64372e-310
6,474.408,0.757086,537679,10,0,1,0,0,0,0.029,0,17550,16380,0,1458,1575,0,0,1170,4839917,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,21883,-1091366176,4.64372e-310,4.64372e-310
7,474.415,0.771402,537679,10,0,1,0,0,0,0.016,0,17550,16380,0,1458,1575,0,0,1170,4839917,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,21883,-1091252832,4.64372e-310,1.12252e-320
8,474.464,1.05339,537679,10,0,1,0,0,0,0.012,0,17550,16380,0,1458,1575,0,0,1170,4839917,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,1718558821,1701344288,3.94646e+180,2.59441e+161
9,474.476,1.05921,537679,10,0,1,0,0,0,0.012,0,17550,16380,0,1458,1575,0,0,1170,4839917,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,543516788,1953853298,2.64686e+180,4.73224e+164
10,474.451,0.934176,537679,10,0,1,0,0,0,0.012,0,17550,16380,0,1458,1575,0,0,1170,4839917,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,21886,1919251557,1.46923e+195,4.41622e+257
11,474.401,0.740614,537679,10,0,1,0,0,0,0.009,0,17550,16380,0,1458,1575,0,0,1170,4839917,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,1852383333,1952804384,2.17898e+68,1.14489e+243
12,474.457,0.989055,537679,10,0,1,0,0,0,0.005,0,17550,16380,0,1458,1575,0,0,1170,4839917,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,21886,1752637555,3.99728e+252,4.09073e+87
13,474.445,0.923213,537679,10,0,1,0,0,0,0.005,0,17550,16380,0,1458,1575,0,0,1170,4839917,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,46,0,3.87842e-321,4.64372e-310
14,474.433,0.839528,537679,10,0,1,0,0,0,0.002,0,17550,16380,0,1458,1575,0,0,1170,4839917,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,21883,-1091335152,4.64372e-310,4.64372e-310
15,474.47,1.09572,537679,10,0,1,0,0,0,0.002,0,17550,16380,0,1458,1575,0,0,1170,4839917,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,21883,-1091273904,4.64372e-310,2.37152e-321
