0,883.278,253.637,518323,678,30,1,151,3934.71,526114,0.185,0,1022034,1251770,366930,78894,88384,396375,294450,64714,271505265,1191852930,0,0,0,0,0,0,0,0,0,0,8,60,15,0,0,0,0,0,0,0,0
1,883.278,253.68,518323,678,30,1,144,4144.88,479980,0.159,0,1035684,1250860,349920,80028,89609,378000,280800,65624,281831992,1036952025,0,0,0,0,0,0,0,0,0,0,8,60,15,0,0,0,0,0,0,0,0
2,883.276,253.877,518323,678,30,1,115,5199.81,505771,0.133,0,1092234,1247090,279450,84726,94684,301875,224250,69394,292788093,872610510,0,0,0,0,0,0,0,0,0,0,8,60,15,0,0,0,0,0,0,0,0
3,883.278,253.748,518323,678,30,1,58,9875.34,563971,0.066,0,1203384,1239680,140940,93960,104659,152250,113100,76804,318246577,490733250,0,0,0,0,0,0,0,0,0,0,8,60,15,0,0,0,0,0,0,0,0
4,883.276,253.918,518323,678,30,1,58,10288.2,545425,0.054,0,1203384,1239680,140940,93960,104659,152250,113100,76804,319322278,474597735,0,0,0,0,0,0,0,0,0,0,8,60,15,0,0,0,0,0,0,0,0
5,883.277,253.791,518323,678,30,1,27,21501.6,573022,0.029,0,1263834,1235650,65610,98982,110084,70875,52650,80834,335488099,232110420,0,0,0,0,0,0,0,0,0,0,8,60,15,0,0,0,0,0,0,0,0
6,883.277,253.843,518323,678,30,1,17,35088.4,473125,0.016,0,1283334,1234350,41310,100602,111834,44625,33150,82134,342917473,120669810,0,0,0,0,0,0,0,0,0,0,8,60,15,0,0,0,0,0,0,0,0
7,883.276,254.072,518323,678,30,1,12,44570,505629,0.012,0,1293084,1233700,29160,101412,112709,31500,23400,82784,344893493,91029510,0,0,0,0,0,0,0,0,0,0,8,60,15,0,0,0,0,0,0,0,0
8,883.276,253.901,518323,678,30,1,8,73626.8,760876,0.012,0,1300884,1233180,19440,102060,113409,21000,15600,83304,344874401,91315890,0,0,0,0,0,0,0,0,0,0,8,60,15,0,0,0,0,0,0,0,0
9,883.277,254.205,518323,678,30,1,12,41697.3,518271,0.012,0,1293084,1233700,29160,101412,112709,31500,23400,82784,344741795,93304980,0,0,0,0,0,0,0,0,0,0,8,60,15,0,0,0,0,0,0,0,0
10,883.277,253.787,518323,678,30,1,7,65170.5,415465,0.009,0,1302834,1233050,17010,102222,113584,18375,13650,83434,348053239,43633320,0,0,0,0,0,0,0,0,0,0,8,60,15,0,0,0,0,0,0,0,0
11,883.277,254.077,518323,678,30,1,12,46573.4,532511,0.005,0,1293084,1233700,29160,101412,112709,31500,23400,82784,344570910,95868255,0,0,0,0,0,0,0,0,0,0,8,60,15,0,0,0,0,0,0,0,0
12,883.276,254.026,518323,678,30,1,7,71860.5,621069,0.005,0,1302834,1233050,17010,102222,113584,18375,13650,83434,346614014,65221695,0,0,0,0,0,0,0,0,0,0,8,60,15,0,0,0,0,0,0,0,0
13,883.276,254.11,518323,678,30,1,3,196453,654684,0.002,0,1310634,1232530,7290,102870,114284,7875,5850,83954,348997806,29464815,0,0,0,0,0,0,0,0,0,0,8,60,15,0,0,0,0,0,0,0,0
14,883.276,254.067,518323,678,30,1,1,487289,147589,0.002,0,1314534,1232270,2430,103194,114634,2625,1950,84214,350814448,2215185,0,0,0,0,0,0,0,0,0,0,8,60,15,0,0,0,0,0,0,0,0
