Node ID,Mean Block Receive Time,Mean Block Propagation Time,Mean Block Size,Total Blocks,Stale Blocks,Miner,Miner Generated Blocks,Miner Avg Block Gen Interval,Miner Avg Block Size,Hash Rate,Attack Success,INV Received Bytes,INV Sent Bytes,GET_HEADERS Received Bytes,GET_HEADERS Sent Bytes,Headers Received Bytes,Headers Sent Bytes,GET_DATA Received Bytes,GET_DATA Sent Bytes,BLOCK Received Bytes,BLOCK Sent Bytes,EXT_INV Received Bytes,EXT_INV Sent Bytes,EXT_GET_HEADERS Received Bytes,EXT_GET_HEADERS Sent Bytes,EXT_HEADERS Received Bytes,EXT_HEADERS Sent Bytes,EXT_GET_DATA Received Bytes,EXT_GET_DATA Sent Bytes,Chunk Received Bytes,Chunk Sent Bytes,Longest Fork,Blocks in Forks,Connections,Block Timeouts,Chunk Timeouts,Mined Blocks in Main Chain,Fork Height,Fork Length,Block Interval,Is Attacker,Time Interval
0,761.761,431.526,519486,787,59,1,185,3236.45,490102,0.185,0,1163960,1454570,449550,83592,97185,485625,360750,70140,317693381,1360283325,0,0,0,0,0,0,0,0,0,0,7,118,15,0,0,0,0,0,0,0,0
1,761.761,431.48,519486,787,59,1,173,3456.47,580046,0.159,0,1187360,1453010,420390,85536,99285,454125,337350,71700,308015441,1505452425,0,0,0,0,0,0,0,0,0,0,7,118,15,0,0,0,0,0,0,0,0
2,761.762,432.136,519486,787,59,1,128,4571.09,511838,0.133,0,1275110,1447160,311040,92826,107160,336000,249600,77550,342852112,982902360,0,0,0,0,0,0,0,0,0,0,7,118,15,0,0,0,0,0,0,0,0
3,761.761,431.535,519486,787,59,1,62,9652.44,512043,0.066,0,1403810,1438580,150660,103518,118710,162750,120900,86130,376626664,476284080,0,0,0,0,0,0,0,0,0,0,7,118,15,0,0,0,0,0,0,0,0
4,761.762,432.041,519486,787,59,1,59,10145.6,583426,0.054,0,1409660,1438190,143370,104004,119235,154875,115050,86520,373951488,516411720,0,0,0,0,0,0,0,0,0,0,7,118,15,0,0,0,0,0,0,0,0
5,761.762,431.766,519486,787,59,1,16,31687.9,607836,0.029,0,1493510,1432600,38880,110970,126760,42000,31200,92110,398652124,145902180,0,0,0,0,0,0,0,0,0,0,7,118,15,0,0,0,0,0,0,0,0
6,761.762,431.736,519486,787,59,1,18,32021.9,500329,0.016,0,1489610,1432860,43740,110646,126410,47250,35100,91850,399371390,135113190,0,0,0,0,0,0,0,0,0,0,7,118,15,0,0,0,0,0,0,0,0
7,761.763,432.009,519486,787,59,1,10,59343.8,462283,0.012,0,1505210,1431820,24300,111942,127810,26250,19500,92890,403755208,69355920,0,0,0,0,0,0,0,0,0,0,7,118,15,0,0,0,0,0,0,0,0
8,761.763,432.253,519486,787,59,1,11,52118.5,439610,0.012,0,1503260,1431950,26730,111780,127635,28875,21450,92760,403542233,72550545,0,0,0,0,0,0,0,0,0,0,7,118,15,0,0,0,0,0,0,0,0
9,761.763,432.068,519486,787,59,1,5,38427.1,252629,0.012,0,1514960,1431170,12150,112752,128685,13125,9750,93540,407115339,18953955,0,0,0,0,0,0,0,0,0,0,7,118,15,0,0,0,0,0,0,0,0
10,761.762,431.743,519486,787,59,1,8,65557.2,488377,0.009,0,1509110,1431560,19440,112266,128160,21000,15600,93150,404471199,58616055,0,0,0,0,0,0,0,0,0,0,7,118,15,0,0,0,0,0,0,0,0
11,761.763,432.027,519486,787,59,1,5,109460,745252,0.005,0,1514960,1431170,12150,112752,128685,13125,9750,93540,404652225,55900665,0,0,0,0,0,0,0,0,0,0,7,118,15,0,0,0,0,0,0,0,0
12,761.763,432.124,519486,787,59,1,4,143759,256542,0.005,0,1516910,1431040,9720,112914,128860,10500,7800,93670,407352407,15397935,0,0,0,0,0,0,0,0,0,0,7,118,15,0,0,0,0,0,0,0,0
13,761.763,431.892,519486,787,59,1,1,64125.8,992617,0.002,0,1522760,1430650,2430,113400,129385,2625,1950,94060,407386229,14890605,0,0,0,0,0,0,0,0,0,0,7,118,15,0,0,0,0,0,0,0,0
14,761.762,432.063,519486,787,59,1,2,225300,263182,0.002,0,1520810,1430780,4860,113238,129210,5250,3900,93930,407852391,7898175,0,0,0,0,0,0,0,0,0,0,7,118,15,0,0,0,0,0,0,0,0
15,600.418,0.485064,505605,1000,272,1,312,1922.73,457542,0.3,14,1339650,1323540,34020,111294,120225,140025,73200,89310,362394209,689770905,0,0,0,0,0,0,0,0,0,0,9,544,15,0,0,99,0,0,0,1,0
