Node ID,Mean Block Receive Time,Mean Block Propagation Time,Mean Block Size,Total Blocks,Stale Blocks,Miner Generated Blocks,Miner Avg Block Gen Interval,Miner Avg Block Size,Hash Rate,Attack Success,INV Received Bytes,INV Sent Bytes,GET_HEADERS Received Bytes,GET_HEADERS Sent Bytes,Headers Received Bytes,Headers Sent Bytes,GET_DATA Received Bytes,GET_DATA Sent Bytes,BLOCK Received Bytes,BLOCK Sent Bytes,EXT_INV Received Bytes,EXT_INV Sent Bytes,EXT_GET_HEADERS Received Bytes,EXT_GET_HEADERS Sent Bytes,EXT_HEADERS Received Bytes,EXT_HEADERS Sent Bytes,EXT_GET_DATA Received Bytes,EXT_GET_DATA Sent Bytes,Chunk Received Bytes,Chunk Sent Bytes,Longest Fork,Blocks in Forks,Connections,Block Timeouts,Chunk Timeouts,Mined Blocks in Main Chain,Fork Height,Fork Length,Block Interval,Time Interval
0,484.325,0.260315,596537,10,0,2,1101.98,552198,0.289,0,13650,16640,4860,1134,1225,5250,3900,910,4265070,16568655,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
1,484.286,0.136245,596537,10,0,6,726.429,638440,0.196,0,5850,17160,14580,486,525,15750,11700,390,1538465,57467730,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
2,484.332,0.38352,596537,10,0,0,0,0,0.159,0,17550,16380,0,1458,1575,0,0,1170,5369647,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
3,484.401,1.00507,596537,10,0,0,0,0,0.133,0,17550,16380,0,1458,1575,0,0,1170,5369647,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
4,484.339,0.368175,596537,10,0,1,1277.36,433798,0.066,0,15600,16510,2430,1296,1400,2625,1950,1040,4935759,6508320,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
5,484.415,1.13196,596537,10,0,0,0,0,0.054,0,17550,16380,0,1458,1575,0,0,1170,5369647,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
6,484.381,0.822451,596537,10,0,0,0,0,0.029,0,17550,16380,0,1458,1575,0,0,1170,5369647,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
7,484.389,0.855621,596537,10,0,0,0,0,0.016,0,17550,16380,0,1458,1575,0,0,1170,5369647,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
8,484.443,1.31888,596537,10,0,0,0,0,0.012,0,17550,16380,0,1458,1575,0,0,1170,5369647,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
9,484.457,1.34792,596537,10,0,0,0,0,0.012,0,17550,16380,0,1458,1575,0,0,1170,5369647,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
10,484.429,1.20273,596537,10,0,0,0,0,0.012,0,17550,16380,0,1458,1575,0,0,1170,5369647,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
11,484.373,0.785342,596537,10,0,0,0,0,0.009,0,17550,16380,0,1458,1575,0,0,1170,5369647,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
12,484.436,1.22175,596537,10,0,0,0,0,0.005,0,17550,16380,0,1458,1575,0,0,1170,5369647,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
13,484.422,1.1661,596537,10,0,0,0,0,0.005,0,17550,16380,0,1458,1575,0,0,1170,5369647,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
14,484.408,1.06102,596537,10,0,0,0,0,0.002,0,17550,16380,0,1458,1575,0,0,1170,5369647,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
15,484.45,1.3448,596537,10,0,0,0,0,0.002,0,17550,16380,0,1458,1575,0,0,1170,5369647,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
