Mean Block Receive Time,Mean Block Propagation Time,Mean Block Size,Total Blocks,Stale Blocks,The average INV Received Bytes,The average INV Sent Bytes,The average GET_HEADERS Received Bytes,The average GET_HEADERS Sent Bytes,The average Headers Received Bytes,The average Headers Sent Bytes,The average GET_DATA Received Bytes,The average GET_DATA Sent Bytes,The average BLOCK Received Bytes,The average BLOCK Sent Bytes,Longest Fork,Blocks in Forks,Mined Blocks in Main Chain,Fork Height,Fork Length,Block Interval,Time Interval,25 percentile of Block Propagation Time,75 percentile of Block Propagation Time,90 percentile of Block Propagation Time,Miners Mean Block Propagation Time,Total average traffic due to INV messages,Total average traffic due to GET_HEADERS messages,Total average traffic due to HEADERS messages,Total average traffic due to GET_DATA messages,Total average traffic due to BLOCK messages,Total average traffic/node,Total average traffic/generated block,average Bandwidth Per Node
765.242,224.312,513654,781,54,1.39647e+06,1.39647e+06,109654,109654,121794,121794,89478.7,89478.8,3.69366e+08,3.69366e+08,7.0625,108.875,727,0,0,0,0,243.66,243.883,243.902,228.562,2.79293e+06,219308,243589,178958,7.38732e+08,951.496,7.42167e+08
