Mean Block Receive Time,Mean Block Propagation Time,Mean Block Size,Total Blocks,Stale Blocks,INV Received Bytes,INV Sent Bytes,GET_HEADERS Received Bytes,GET_HEADERS Sent Bytes,Headers Received Bytes,Headers Sent Bytes,GET_DATA Received Bytes,GET_DATA Sent Bytes,BLOCK Received Bytes,BLOCK Sent Bytes,EXT_INV Received Bytes,EXT_INV Sent Bytes,EXT_GET_HEADERS Received Bytes,EXT_GET_HEADERS Sent Bytes,EXT_HEADERS Received Bytes,EXT_HEADERS Sent Bytes,EXT_GET_DATA Received Bytes,EXT_GET_DATA Sent Bytes,Chunk Received Bytes,Chunk Sent Bytes,Longest Fork,Blocks in Forks,Mined Blocks in Main Chain,Fork Height,Fork Length,Block Interval,Time Interval
610.798,0.836921,700219,160,0,16453.1,16453.1,1366.88,1366.88,1476.56,1476.56,1096.88,1096.88,5.90885e+06,5.90885e+06,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0
610.798,0.836921,700219,160,0,16453.1,16453.1,1366.88,1366.88,1476.56,1476.56,1096.88,1096.88,5.90885e+06,5.90885e+06,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0
610.798,0.836921,700219,160,0,16453.1,16453.1,1366.88,1366.88,1476.56,1476.56,1096.88,1096.88,5.90885e+06,5.90885e+06,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0
610.798,0.836921,700219,160,0,16453.1,16453.1,1366.88,1366.88,1476.56,1476.56,1096.88,1096.88,5.90885e+06,5.90885e+06,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0
610.798,0.836921,700219,160,0,16453.1,16453.1,1366.88,1366.88,1476.56,1476.56,1096.88,1096.88,5.90885e+06,5.90885e+06,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0
610.798,0.836921,700219,160,0,16453.1,16453.1,1366.88,1366.88,1476.56,1476.56,1096.88,1096.88,5.90885e+06,5.90885e+06,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0
610.798,0.836921,700219,160,0,16453.1,16453.1,1366.88,1366.88,1476.56,1476.56,1096.88,1096.88,5.90885e+06,5.90885e+06,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0
610.798,0.836921,700219,160,0,16453.1,16453.1,1366.88,1366.88,1476.56,1476.56,1096.88,1096.88,5.90885e+06,5.90885e+06,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0
610.798,0.836921,700219,160,0,16453.1,16453.1,1366.88,1366.88,1476.56,1476.56,1096.88,1096.88,5.90885e+06,5.90885e+06,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0
610.798,0.836921,700219,160,0,16453.1,16453.1,1366.88,1366.88,1476.56,1476.56,1096.88,1096.88,5.90885e+06,5.90885e+06,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0
610.798,0.836921,700219,160,0,16453.1,16453.1,1366.88,1366.88,1476.56,1476.56,1096.88,1096.88,5.90885e+06,5.90885e+06,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0
610.798,0.836921,700219,160,0,16453.1,16453.1,1366.88,1366.88,1476.56,1476.56,1096.88,1096.88,5.90885e+06,5.90885e+06,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0
610.798,0.836921,700219,160,0,16453.1,16453.1,1366.88,1366.88,1476.56,1476.56,1096.88,1096.88,5.90885e+06,5.90885e+06,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0
610.798,0.836921,700219,160,0,16453.1,16453.1,1366.88,1366.88,1476.56,1476.56,1096.88,1096.88,5.90885e+06,5.90885e+06,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0
610.798,0.836921,700219,160,0,16453.1,16453.1,1366.88,1366.88,1476.56,1476.56,1096.88,1096.88,5.90885e+06,5.90885e+06,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0
610.798,0.836921,700219,160,0,16453.1,16453.1,1366.88,1366.88,1476.56,1476.56,1096.88,1096.88,5.90885e+06,5.90885e+06,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0
