Node ID,Mean Block Receive Time,Mean Block Propagation Time,Mean Block Size,Total Blocks,Stale Blocks,Miner,Miner Generated Blocks,Miner Avg Block Gen Interval,Miner Avg Block Size,Hash Rate,Attack Success,INV Received Bytes,INV Sent Bytes,GET_HEADERS Received Bytes,GET_HEADERS Sent Bytes,Headers Received Bytes,Headers Sent Bytes,GET_DATA Received Bytes,GET_DATA Sent Bytes,BLOCK Received Bytes,BLOCK Sent Bytes,EXT_INV Received Bytes,EXT_INV Sent Bytes,EXT_GET_HEADERS Received Bytes,EXT_GET_HEADERS Sent Bytes,EXT_HEADERS Received Bytes,EXT_HEADERS Sent Bytes,EXT_GET_DATA Received Bytes,EXT_GET_DATA Sent Bytes,Chunk Received Bytes,Chunk Sent Bytes,Longest Fork,Blocks in Forks,Connections,Block Timeouts,Chunk Timeouts,Mined Blocks in Main Chain
10,586.2,2.04312,616962,52,0,0,0,0,0,0,0,86190,79560,0,8262,8925,0,0,6630,31469659,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
11,586.201,4.41964,616962,52,0,0,0,0,0,0,0,112710,106080,0,8262,8925,0,0,6630,31469659,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0
12,586.175,2.14659,616962,52,0,0,0,0,0,0,0,72930,66300,0,8262,8925,0,0,6630,31469659,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0
13,586.168,4.22513,616962,52,0,0,0,0,0,0,0,86190,79560,0,8262,8925,0,0,6630,31469659,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
14,586.179,2.26921,616962,52,0,0,0,0,0,0,0,86190,79560,0,8262,8925,0,0,6630,31469659,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
15,586.195,1.58554,616962,52,0,1,9,3172.61,511061,0.289,0,528710,650910,159084,6804,7350,171850,127660,5460,26869299,523004825,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0
16,586.181,2.42913,616962,52,0,0,0,0,0,0,0,92820,86190,0,8262,8925,0,0,6630,31469659,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0
17,586.195,1.65576,616962,52,0,1,10,2890.9,522261,0.196,0,519220,651040,170910,6642,7175,184625,137150,5330,26246150,558873130,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0
18,586.228,4.65167,616962,52,0,0,0,0,0,0,0,19890,13260,0,8262,8925,0,0,6630,31469659,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
19,586.229,4.8527,616962,52,0,0,0,0,0,0,0,53040,46410,0,8262,8925,0,0,6630,31469659,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
20,586.196,1.62843,616962,52,0,1,11,2414.8,623976,0.159,0,503880,637910,173502,6480,7000,187425,139230,5200,24604932,669672223,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0
21,586.196,3.64463,616962,52,0,0,0,0,0,0,0,92820,86190,0,8262,8925,0,0,6630,31469659,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0
22,586.19,2.10059,616962,52,0,0,0,0,0,0,0,53040,46410,0,8262,8925,0,0,6630,31469659,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
23,586.189,6.44963,616962,52,0,0,0,0,0,0,0,159120,152490,0,8262,8925,0,0,6630,31469659,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0
24,586.161,3.19,616962,52,0,0,0,0,0,0,0,92820,86190,0,8262,8925,0,0,6630,31469659,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0
25,586.175,2.42227,616962,52,0,0,0,0,0,0,0,26520,19890,0,8262,8925,0,0,6630,31469659,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
26,586.212,8.84056,616962,52,0,0,0,0,0,0,0,106080,99450,0,8262,8925,0,0,6630,31469659,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0
27,586.18,2.1467,616962,52,0,0,0,0,0,0,0,59670,53040,0,8262,8925,0,0,6630,31469659,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
28,586.18,2.15392,616962,52,0,0,0,0,0,0,0,59670,53040,0,8262,8925,0,0,6630,31469659,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
29,586.145,2.61205,616962,52,0,1,5,5978.68,615795,0.133,0,533520,610610,103518,7452,8050,111825,83070,5980,28390232,426010968,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0
30,586.194,1.72724,616962,52,0,1,3,1227.84,890976,0.066,0,555360,583830,43254,7776,8400,46725,34710,6240,28796460,237914711,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0
31,586.163,3.15771,616962,52,0,1,4,6063.11,491865,0.054,0,542620,583960,59130,7614,8225,63875,47450,6110,29501838,183672479,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0
32,586.186,2.29536,616962,52,0,0,0,0,0,0,0,46410,39780,0,8262,8925,0,0,6630,31469659,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
33,586.153,3.60376,616962,52,0,0,0,0,0,0,0,39780,33150,0,8262,8925,0,0,6630,31469659,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
34,586.181,4.85029,616962,52,0,0,0,0,0,0,0,112710,106080,0,8262,8925,0,0,6630,31469659,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0
35,586.214,3.08476,616962,52,0,0,0,0,0,0,0,19890,13260,0,8262,8925,0,0,6630,31469659,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
36,586.172,2.21795,616962,52,0,0,0,0,0,0,0,72930,66300,0,8262,8925,0,0,6630,31469659,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0
37,586.158,4.45523,616962,52,0,0,0,0,0,0,0,53040,46410,0,8262,8925,0,0,6630,31469659,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
38,586.154,3.6031,616962,52,0,0,0,0,0,0,0,59670,53040,0,8262,8925,0,0,6630,31469659,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
39,586.199,2.01996,616962,52,0,0,0,0,0,0,0,26520,19890,0,8262,8925,0,0,6630,31469659,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
40,586.165,3.67299,616962,52,0,0,0,0,0,0,0,26520,19890,0,8262,8925,0,0,6630,31469659,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
41,586.184,2.24774,616962,52,0,0,0,0,0,0,0,53040,46410,0,8262,8925,0,0,6630,31469659,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
42,586.242,11.9672,616962,52,0,0,0,0,0,0,0,119340,112710,0,8262,8925,0,0,6630,31469659,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0
43,586.529,36.3229,616962,52,0,0,0,0,0,0,0,59670,53040,0,8262,8925,0,0,6630,31469659,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
44,586.227,4.08048,616962,52,0,0,0,0,0,0,0,19890,13260,0,8262,8925,0,0,6630,31469659,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
45,586.191,2.94938,616962,52,0,0,0,0,0,0,0,92820,86190,0,8262,8925,0,0,6630,31469659,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0
46,586.226,9.9098,616962,52,0,0,0,0,0,0,0,39780,33150,0,8262,8925,0,0,6630,31469659,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
47,586.185,6.61686,616962,52,0,0,0,0,0,0,0,86190,79560,0,8262,8925,0,0,6630,31469659,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
48,586.182,2.14428,616962,52,0,1,5,4292.37,648429,0.029,0,476840,524420,66744,7452,8050,72100,53560,5980,28227065,270675322,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0
49,586.179,2.60448,616962,52,0,0,0,0,0,0,0,79560,72930,0,8262,8925,0,0,6630,31469659,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
50,586.176,2.13605,616962,52,0,0,0,0,0,0,0,92820,86190,0,8262,8925,0,0,6630,31469659,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0
51,586.661,50.2212,616962,52,0,0,0,0,0,0,0,106080,99450,0,8262,8925,0,0,6630,31469659,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0
52,586.183,2.08725,616962,52,0,0,0,0,0,0,0,53040,46410,0,8262,8925,0,0,6630,31469659,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
53,586.181,5.82194,616962,52,0,0,0,0,0,0,0,72930,66300,0,8262,8925,0,0,6630,31469659,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0
54,586.169,1.90932,616962,52,0,1,1,9086.89,929387,0.016,0,477620,484120,16200,8100,8750,17500,13000,6500,30540182,93442038,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0
55,586.16,3.17678,616962,52,0,0,0,0,0,0,0,112710,106080,0,8262,8925,0,0,6630,31469659,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0
56,586.166,3.7922,616962,52,0,0,0,0,0,0,0,112710,106080,0,8262,8925,0,0,6630,31469659,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0
57,586.176,2.41127,616962,52,0,0,0,0,0,0,0,59670,53040,0,8262,8925,0,0,6630,31469659,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
58,586.154,3.32669,616962,52,0,1,0,0,0,0.012,0,444210,437580,0,8262,8925,0,0,6630,31469659,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0
59,586.163,3.56482,616962,52,0,0,0,0,0,0,0,59670,53040,0,8262,8925,0,0,6630,31469659,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
60,586.172,2.13491,616962,52,0,0,0,0,0,0,0,39780,33150,0,8262,8925,0,0,6630,31469659,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
61,586.151,2.98524,616962,52,0,1,1,9285.82,948336,0.012,0,357500,358150,8910,8100,8750,9625,7150,6500,30521233,52163430,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0
62,586.34,16.7331,616962,52,0,0,0,0,0,0,0,72930,66300,0,8262,8925,0,0,6630,31469659,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0
63,586.217,3.77252,616962,52,0,0,0,0,0,0,0,13260,6630,0,8262,8925,0,0,6630,31469659,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
64,586.32,15.4224,616962,52,0,0,0,0,0,0,0,59670,53040,0,8262,8925,0,0,6630,31469659,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
65,586.186,3.08527,616962,52,0,0,0,0,0,0,0,92820,86190,0,8262,8925,0,0,6630,31469659,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0
66,586.194,6.4568,616962,52,0,0,0,0,0,0,0,112710,106080,0,8262,8925,0,0,6630,31469659,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0
67,586.207,2.69988,616962,52,0,0,0,0,0,0,0,112710,106080,0,8262,8925,0,0,6630,31469659,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0
68,586.287,12.1087,616962,52,0,0,0,0,0,0,0,46410,39780,0,8262,8925,0,0,6630,31469659,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
69,586.167,3.44148,616962,52,0,0,0,0,0,0,0,39780,33150,0,8262,8925,0,0,6630,31469659,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
70,586.2,3.82295,616962,52,0,0,0,0,0,0,0,46410,39780,0,8262,8925,0,0,6630,31469659,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
71,586.216,8.42328,616962,52,0,0,0,0,0,0,0,59670,53040,0,8262,8925,0,0,6630,31469659,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
72,586.173,4.33692,616962,52,0,0,0,0,0,0,0,86190,79560,0,8262,8925,0,0,6630,31469659,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
73,586.184,2.0404,616962,52,0,0,0,0,0,0,0,46410,39780,0,8262,8925,0,0,6630,31469659,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
74,586.218,3.77391,616962,52,0,0,0,0,0,0,0,53040,46410,0,8262,8925,0,0,6630,31469659,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
75,586.163,3.63892,616962,52,0,0,0,0,0,0,0,86190,79560,0,8262,8925,0,0,6630,31469659,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
76,586.148,2.99785,616962,52,0,1,0,0,0,0.012,0,361530,358020,3888,8262,8925,4200,3120,6630,31469659,23799096,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0
77,586.155,3.44401,616962,52,0,0,0,0,0,0,0,86190,79560,0,8262,8925,0,0,6630,31469659,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
78,586.176,1.9516,616962,52,0,0,0,0,0,0,0,53040,46410,0,8262,8925,0,0,6630,31469659,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
79,586.59,43.2127,616962,52,0,0,0,0,0,0,0,39780,33150,0,8262,8925,0,0,6630,31469659,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
80,586.203,8.1269,616962,52,0,0,0,0,0,0,0,106080,99450,0,8262,8925,0,0,6630,31469659,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0
81,586.187,1.86426,616962,52,0,1,1,28193.2,948400,0.009,0,312000,311740,7776,8100,8750,8400,6240,6500,30521169,45527520,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0
82,586.181,2.61809,616962,52,0,0,0,0,0,0,0,132600,125970,0,8262,8925,0,0,6630,31469659,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0
83,586.18,2.9528,616962,52,0,0,0,0,0,0,0,39780,33150,0,8262,8925,0,0,6630,31469659,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
84,586.154,3.20983,616962,52,0,0,0,0,0,0,0,59670,53040,0,8262,8925,0,0,6630,31469659,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
85,586.159,3.16914,616962,52,0,1,0,0,0,0.005,0,304980,298350,0,8262,8925,0,0,6630,31469659,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0
86,586.24,11.4083,616962,52,0,0,0,0,0,0,0,72930,66300,0,8262,8925,0,0,6630,31469659,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0
87,586.172,4.18347,616962,52,0,0,0,0,0,0,0,59670,53040,0,8262,8925,0,0,6630,31469659,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
88,586.185,2.50591,616962,52,0,0,0,0,0,0,0,132600,125970,0,8262,8925,0,0,6630,31469659,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0
89,586.158,3.39107,616962,52,0,0,0,0,0,0,0,39780,33150,0,8262,8925,0,0,6630,31469659,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
90,586.151,2.75066,616962,52,0,1,0,0,0,0.005,0,245310,238680,0,8262,8925,0,0,6630,31469659,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0
91,586.192,2.35902,616962,52,0,0,0,0,0,0,0,79560,72930,0,8262,8925,0,0,6630,31469659,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
92,586.212,5.00975,616962,52,0,0,0,0,0,0,0,86190,79560,0,8262,8925,0,0,6630,31469659,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
93,586.199,2.04022,616962,52,0,0,0,0,0,0,0,106080,99450,0,8262,8925,0,0,6630,31469659,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0
94,586.259,7.86892,616962,52,0,0,0,0,0,0,0,59670,53040,0,8262,8925,0,0,6630,31469659,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
95,586.379,25.051,616962,52,0,0,0,0,0,0,0,46410,39780,0,8262,8925,0,0,6630,31469659,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
96,586.15,2.65047,616962,52,0,1,1,9508.95,991539,0.002,0,201500,199030,5022,8100,8750,5425,4030,6500,30478030,30740499,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0
97,586.18,2.33739,616962,52,0,0,0,0,0,0,0,106080,99450,0,8262,8925,0,0,6630,31469659,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0
98,586.167,3.64158,616962,52,0,1,0,0,0,0.002,0,205530,198900,0,8262,8925,0,0,6630,31469659,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0
99,586.199,7.74806,616962,52,0,0,0,0,0,0,0,39780,33150,0,8262,8925,0,0,6630,31469659,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
