Node ID,Mean Block Receive Time,Mean Block Propagation Time,Mean Block Size,Total Blocks,Stale Blocks,Miner Generated Blocks,Miner Avg Block Gen Interval,Miner Avg Block Size,Hash Rate,Attack Success,INV Received Bytes,INV Sent Bytes,GET_HEADERS Received Bytes,GET_HEADERS Sent Bytes,Headers Received Bytes,Headers Sent Bytes,GET_DATA Received Bytes,GET_DATA Sent Bytes,BLOCK Received Bytes,BLOCK Sent Bytes,EXT_INV Received Bytes,EXT_INV Sent Bytes,EXT_GET_HEADERS Received Bytes,EXT_GET_HEADERS Sent Bytes,EXT_HEADERS Received Bytes,EXT_HEADERS Sent Bytes,EXT_GET_DATA Received Bytes,EXT_GET_DATA Sent Bytes,Chunk Received Bytes,Chunk Sent Bytes,Longest Fork,Blocks in Forks,Connections,Block Timeouts,Chunk Timeouts,Mined Blocks in Main Chain,Fork Height,Fork Length,Block Interval,Is Attacker,Time Interval
0,543.206,0.505502,565887,12,0,1,1156.25,995681,0.289,0,19500,20150,2430,1620,1750,2625,1950,1300,5229971,14936565,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
1,543.176,0.517837,565887,12,0,2,2987.47,409174,0.196,0,17550,20280,4860,1458,1575,5250,3900,1170,5407215,12277905,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
2,543.211,0.475224,565887,12,0,3,1473.23,743494,0.159,0,15600,20410,7290,1296,1400,7875,5850,1040,3994990,33461280,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
3,543.265,0.848241,565887,12,0,1,4858.1,509115,0.133,0,19500,20150,2430,1620,1750,2625,1950,1300,5716537,7638075,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
4,543.216,0.530951,565887,12,0,2,2692.49,103368,0.066,0,17550,20280,4860,1458,1575,5250,3900,1170,6018825,3103755,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
5,543.275,0.902763,565887,12,0,2,2307.34,732195,0.054,0,17550,20280,4860,1458,1575,5250,3900,1170,4761172,21968550,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
6,543.251,0.817095,565887,12,0,0,0,0,0.029,0,21450,20020,0,1782,1925,0,0,1430,6225742,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
7,543.256,0.770957,565887,12,0,0,0,0,0.016,0,21450,20020,0,1782,1925,0,0,1430,6225742,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
8,543.294,1.01568,565887,12,0,0,0,0,0.012,0,21450,20020,0,1782,1925,0,0,1430,6225742,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
9,543.303,0.901098,565887,12,0,0,0,0,0.012,0,21450,20020,0,1782,1925,0,0,1430,6225742,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
10,543.284,0.944385,565887,12,0,0,0,0,0.012,0,21450,20020,0,1782,1925,0,0,1430,6225742,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
11,543.246,0.770389,565887,12,0,0,0,0,0.009,0,21450,20020,0,1782,1925,0,0,1430,6225742,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
12,543.289,0.953151,565887,12,0,0,0,0,0.005,0,21450,20020,0,1782,1925,0,0,1430,6225742,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
13,543.28,0.854767,565887,12,0,0,0,0,0.005,0,21450,20020,0,1782,1925,0,0,1430,6225742,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
14,543.27,0.887676,565887,12,0,0,0,0,0.002,0,21450,20020,0,1782,1925,0,0,1430,6225742,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
15,543.298,1.07415,565887,12,0,0,0,0,0.002,0,21450,20020,0,1782,1925,0,0,1430,6225742,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
