Mean Block Receive Time,Mean Block Propagation Time,Mean Block Size,Total Blocks,Stale Blocks,The average INV,The average GET_HEADERS Bytes,The average Headers Bytes,The average GET_DATA Sent Bytes,The average BLOCK Bytes,Longest Fork,Blocks in Forks,Mined Blocks in Main Chain,Fork Height,Fork Length,Block Interval,Time Interval,25 percentile of Block Propagation Time,75 percentile of Block Propagation Time,90 percentile of Block Propagation Time,Miners Mean Block Propagation Time,Total average traffic due to INV messages,Total average traffic due to GET_HEADERS messages,Total average traffic due to HEADERS messages,Total average traffic due to GET_DATA messages,Total average traffic due to BLOCK messages,Total average traffic/node,average Bandwidth Per Node
787.027,454.775,537893,761,79,1.36195e+06,101149,115568,83970,3.78863e+08,8,159.625,682,0,0,0,0,492.51,492.899,492.977,461.931,2.7239e+06,202298,231137,167940,7.57727e+08,1001.38,7.61052e+08
751.696,565.192,523515,799,94,1.42809e+06,104186,120141,86981.3,3.86638e+08,10,188.25,705,0,0,0,0,611.904,612.378,612.423,573.893,2.85619e+06,208372,240281,173963,7.73275e+08,973.376,7.76754e+08
732.797,578.14,543394,817,109,1.46159e+06,104946,122024,88063.1,4.10777e+08,9.1875,219.125,708,0,0,0,0,625.239,625.729,625.853,586.427,2.92319e+06,209891,244048,176126,8.21554e+08,1011.16,8.25107e+08
728.113,418.251,531169,824,91,1.4758e+06,108439,124583,90326.3,4.05336e+08,7,183.875,733,0,0,0,0,452.465,452.835,452.894,424.385,2.9516e+06,216878,249165,180652,8.10672e+08,989.392,8.1427e+08
786.253,424.758,525438,763,80,1.36351e+06,100845,115468,83827.5,3.70151e+08,10,161.5,683,0,0,0,0,460.552,461.019,461.047,431.996,2.72703e+06,201690,230936,167655,7.40302e+08,975.891,7.43629e+08
745.131,413.137,494480,804,89,1.43602e+06,105857,121414,88085.6,3.66988e+08,8.0625,179,715,0,0,0,0,447.982,448.344,448.424,420.18,2.87205e+06,211714,242828,176171,7.33976e+08,918.404,7.37479e+08
806.074,338.138,508556,744,63,1.33037e+06,100693,113937,83098.1,3.49318e+08,8.0625,127.688,681,0,0,0,0,366.84,367.196,367.214,344.106,2.66073e+06,201386,227874,166196,6.98636e+08,944.674,7.01893e+08
796.685,456.956,536198,752,70,1.34369e+06,102668,115614,84480,3.71656e+08,9,141.75,682,0,0,0,0,496.351,496.698,496.744,465.526,2.68738e+06,205335,231229,168960,7.43312e+08,994.148,7.46605e+08
777.005,357.117,503872,768,74,1.37241e+06,104186,117711,85901.2,3.56906e+08,8,148.125,694,0,0,0,0,387.318,387.57,387.724,363.287,2.74483e+06,208373,235421,171802,7.13811e+08,935.035,7.17172e+08
804.783,238.687,537262,746,58,1.33369e+06,103427,115599,84718.1,3.69988e+08,7.25,116.875,688,0,0,0,0,259.097,259.361,259.451,243.053,2.66739e+06,206854,231199,169436,7.39976e+08,997.652,7.43251e+08
785.319,405.474,520927,764,67,1.36614e+06,102364,116425,84742.5,3.67849e+08,9,135.625,697,0,0,0,0,439.64,440.002,440.084,412.374,2.73227e+06,204727,232851,169485,7.35698e+08,968.594,7.39037e+08
767.931,195.592,534915,778,47,1.39089e+06,109046,121214,89025,3.84264e+08,8,94,731,0,0,0,0,212.294,212.551,212.617,199.183,2.78179e+06,218092,242428,178050,7.68529e+08,993.499,7.71949e+08
805.187,595.084,523363,743,81,1.33034e+06,97655.6,112251,81369.4,3.59812e+08,11,163.125,662,0,0,0,0,643.659,644.054,644.128,603.652,2.66069e+06,195311,224501,162739,7.19623e+08,974.214,7.22867e+08
777.534,444.909,527578,771,85,1.37997e+06,102212,116945,84924.4,3.76407e+08,7.1875,170.75,686,0,0,0,0,481.747,482.076,482.248,451.852,2.75994e+06,204424,233889,169849,7.52813e+08,982.054,7.56181e+08
835.951,424.89,519049,715,71,1.27552e+06,96136.9,109015,79441.9,3.42015e+08,8,142.375,644,0,0,0,0,461.6,461.978,462.02,432.939,2.55105e+06,192274,218031,158884,6.8403e+08,962.396,6.87151e+08
796.16,300.615,508738,753,67,1.34605e+06,103731,116307,85130.6,3.53088e+08,7.125,134.5,686,0,0,0,0,326.229,326.501,326.604,305.989,2.6921e+06,207461,232614,170261,7.06176e+08,943.456,7.09479e+08
759.177,461.954,532354,790,89,1.41226e+06,103882,119281,86501.2,3.88521e+08,8,178.5,701,0,0,0,0,500.3,500.679,500.764,469.221,2.82452e+06,207765,238562,173002,7.77043e+08,989.21,7.80486e+08
795.788,197.8,550899,753,41,1.34781e+06,106768,118070,86893.1,3.82953e+08,6.0625,83.875,712,0,0,0,0,214.815,215.014,215.06,201.515,2.69562e+06,213536,236139,173786,7.65906e+08,1022.91,7.69225e+08
780.796,422.905,528119,766,77,1.36779e+06,102212,116413,84688.1,3.73147e+08,7.125,154.5,689,0,0,0,0,458.82,459.22,459.269,430.339,2.73558e+06,204424,232826,169376,7.46294e+08,979.916,7.49636e+08
830.537,320.66,549057,723,58,1.28955e+06,99326.2,111397,81528.8,3.65866e+08,6.0625,116.125,665,0,0,0,0,348.617,348.966,349.028,327.01,2.57911e+06,198652,222795,163058,7.31732e+08,1017.86,7.34895e+08
792.032,196.381,522566,758,49,1.35354e+06,104642,117140,85794.4,3.64853e+08,6.1875,98,709,0,0,0,0,213.225,213.534,213.556,200.067,2.70708e+06,209284,234279,171589,7.29706e+08,968.333,7.33028e+08
816.479,480.236,528404,734,74,1.31164e+06,98415,111856,81438.8,3.58449e+08,11,148.625,660,0,0,0,0,520.737,521.18,521.209,488.418,2.62329e+06,196830,223712,162878,7.16898e+08,982.408,7.20105e+08
799.234,481.607,484144,750,76,1.3388e+06,100237,114052,83002.5,3.3463e+08,8,152.75,674,0,0,0,0,522.929,523.24,523.312,490.42,2.6776e+06,200475,228105,166005,6.69259e+08,897.906,6.72532e+08
763.969,271.203,529385,785,57,1.40272e+06,108439,121393,88908.8,3.83262e+08,7.1875,114.875,728,0,0,0,0,294.5,294.804,294.821,276.272,2.80544e+06,216878,242786,177818,7.66524e+08,982.101,7.69967e+08
