Mean Block Receive Time,Mean Block Propagation Time,Mean Block Size,Total Blocks,Stale Blocks,The average INV,The average GET_HEADERS Bytes,The average Headers Bytes,The average GET_DATA Sent Bytes,The average BLOCK Bytes,Longest Fork,Blocks in Forks,Mined Blocks in Main Chain,Fork Height,Fork Length,Block Interval,Time Interval,25 percentile of Block Propagation Time,75 percentile of Block Propagation Time,90 percentile of Block Propagation Time,Miners Mean Block Propagation Time,Total average traffic due to INV messages,Total average traffic due to GET_HEADERS messages,Total average traffic due to HEADERS messages,Total average traffic due to GET_DATA messages,Total average traffic due to BLOCK messages,Total average traffic/node,average Bandwidth Per Node
820.596,445.289,529899,731,71,1.30737e+06,97048.1,110911,80578.1,3.57658e+08,8.125,142.25,660,0,0,0,0,482.108,482.423,482.487,452.162,2.61474e+06,194096,221822,161156,7.15317e+08,984.258,7.18509e+08
755.236,339.743,527666,793,67,1.42168e+06,108135,122052,89103.7,3.87507e+08,8,135.75,726,0,0,0,0,367.667,367.992,368.142,344.894,2.84337e+06,216270,244104,178207,7.75015e+08,982.951,7.78497e+08
772.813,441.677,521886,776,84,1.38807e+06,104186,118394,86205,3.74154e+08,9,169.75,692,0,0,0,0,478.84,479.234,479.289,449.112,2.77615e+06,208372,236788,172410,7.48308e+08,969.937,7.51701e+08
803.726,285.911,511759,746,53,1.33378e+06,103579,115688,84806.2,3.5209e+08,7.1875,106,693,0,0,0,0,310.26,310.521,310.627,291.022,2.66756e+06,207158,231375,169612,7.0418e+08,949.606,7.07456e+08
848.934,221.753,528085,707,42,1.2644e+06,97959.4,109541,80263.1,3.44777e+08,7.0625,85.375,665,0,0,0,0,240.687,240.975,241.022,225.792,2.5288e+06,195919,219083,160526,6.89553e+08,981.101,6.92657e+08
750.191,298.105,515166,800,74,1.42847e+06,107831,122180,89062.5,3.8044e+08,8,148.125,726,0,0,0,0,323.472,323.81,323.826,303.43,2.85694e+06,215662,244359,178125,7.6088e+08,956.665,7.64375e+08
790.411,313.879,526586,758,54,1.35955e+06,106009,118161,86688.7,3.68916e+08,6.125,108.875,704,0,0,0,0,339.741,340.03,340.054,318.677,2.7191e+06,212018,236321,173378,7.37833e+08,979.093,7.41174e+08
762.895,202.504,523058,786,55,1.4057e+06,110565,122703,90176.3,3.78585e+08,7.125,110,731,0,0,0,0,219.743,220.042,220.087,206.167,2.81139e+06,221130,245406,180352,7.5717e+08,968.953,7.60628e+08
825.606,278.62,534217,727,52,1.29678e+06,99781.9,111966,81928.1,3.57828e+08,7.1875,105.875,675,0,0,0,0,302.852,303.127,303.18,284.081,2.59356e+06,199564,223931,163856,7.15656e+08,990.133,7.18837e+08
786.259,399.759,543642,763,81,1.36422e+06,102060,116173,84532.5,3.82695e+08,11,162.562,682,0,0,0,0,433.198,433.599,433.627,406.338,2.72844e+06,204120,232346,169065,7.65391e+08,1008.83,7.68725e+08
804.362,317.055,519520,746,60,1.3342e+06,101301,114442,83518.1,3.57904e+08,6.1875,121.75,686,0,0,0,0,343.936,344.273,344.315,322.608,2.6684e+06,202601,228883,167036,7.15808e+08,965.201,7.19075e+08
788.268,475.893,538097,762,86,1.35986e+06,100541,115140,83583.8,3.78124e+08,7.1875,171,676,0,0,0,0,516.173,516.633,516.742,484.145,2.71972e+06,201083,230280,167168,7.56248e+08,998.115,7.59566e+08
785.009,321.462,517161,762,63,1.36197e+06,104186,117255,85698.8,3.63699e+08,7.125,126.75,699,0,0,0,0,348.843,349.115,349.154,327.194,2.72395e+06,208372,234510,171398,7.27398e+08,960.232,7.30736e+08
815.92,288.428,505442,735,49,1.31621e+06,103275,114752,84292.5,3.4255e+08,8.0625,99.875,686,0,0,0,0,313,313.243,313.301,293.58,2.63241e+06,206550,229504,168585,6.85099e+08,937.788,6.88336e+08
756.746,360.384,520566,792,78,1.41594e+06,107224,121296,88473.8,3.79878e+08,8,156.5,714,0,0,0,0,390.773,391.064,391.143,366.505,2.83187e+06,214448,242591,176948,7.59755e+08,964.881,7.63221e+08
