Mean Block Receive Time,Mean Block Propagation Time,Mean Block Size,Total Blocks,Stale Blocks,The average INV,The average GET_HEADERS Bytes,The average Headers Bytes,The average GET_DATA Sent Bytes,The average BLOCK Bytes,Longest Fork,Blocks in Forks,Mined Blocks in Main Chain,Fork Height,Fork Length,Block Interval,Time Interval,25 percentile of Block Propagation Time,75 percentile of Block Propagation Time,90 percentile of Block Propagation Time,Miners Mean Block Propagation Time,Total average traffic due to INV messages,Total average traffic due to GET_HEADERS messages,Total average traffic due to HEADERS messages,Total average traffic due to GET_DATA messages,Total average traffic due to BLOCK messages,Total average traffic/node,average Bandwidth Per Node
853.649,295.18,512707,703,49,1.25535e+06,97351.9,108809,79741.9,3.31304e+08,6.25,99,654,0,0,0,0,320.87,321.128,321.159,300.946,2.5107e+06,194704,217618,159484,6.62608e+08,948.277,6.6569e+08
766.471,532.09,516325,783,86,1.3992e+06,102364,117868,85383.8,3.7351e+08,11,173,697,0,0,0,0,576.521,576.989,577.029,540.709,2.79839e+06,204728,235736,170768,7.47019e+08,959.627,7.50429e+08
889.045,201.868,524168,674,39,1.202e+06,95377.5,105385,77583.8,3.24801e+08,7,79.125,635,0,0,0,0,219.911,220.15,220.211,206.311,2.40401e+06,190755,210771,155168,6.49602e+08,969.633,6.52563e+08
721.013,316.984,533647,833,80,1.48862e+06,112539,127417,92908.1,4.10557e+08,8.125,160.25,753,0,0,0,0,343.731,344.109,344.159,322.443,2.97724e+06,225079,254835,185816,8.21114e+08,991.295,8.24757e+08
783.707,466.981,495498,766,75,1.36988e+06,102819,116842,85074.4,3.49952e+08,8,151,691,0,0,0,0,506.143,506.546,506.575,474.715,2.73976e+06,205639,233683,170149,6.99903e+08,919.284,7.03253e+08
779.109,252.589,531427,770,50,1.38096e+06,106920,119601,87622.5,3.78538e+08,6.1875,101.062,720,0,0,0,0,273.36,273.632,273.662,256.429,2.76192e+06,213840,239201,175245,7.57076e+08,988.902,7.60466e+08
845.912,125.916,525413,710,36,1.26843e+06,101908,111908,82588.1,3.43202e+08,6.0625,71.9375,674,0,0,0,0,136.854,137.112,137.144,128.439,2.53686e+06,203816,223817,165176,6.86404e+08,972.545,6.89534e+08
781.261,401.022,542916,768,76,1.37327e+06,102668,116905,85053.8,3.85224e+08,9,153.188,692,0,0,0,0,434.656,435.07,435.111,407.711,2.74654e+06,205335,233811,170108,7.70447e+08,1008.87,7.73803e+08
762.892,379.645,506590,786,66,1.40497e+06,106312,120311,87742.5,3.67781e+08,6,132.5,720,0,0,0,0,411.683,411.967,412.116,386.144,2.80994e+06,212625,240622,175485,7.35562e+08,941.402,7.39001e+08
760.615,227.597,515358,787,46,1.40891e+06,110109,122590,89979.4,3.74957e+08,6.125,92.4375,741,0,0,0,0,246.783,247.037,247.12,231.504,2.81782e+06,220219,245181,179959,7.49914e+08,958.496,7.53378e+08
781.97,195.631,506251,765,55,1.36548e+06,107224,119093,87495,3.56793e+08,7.0625,110.562,710,0,0,0,0,212.778,212.996,213.074,199.632,2.73095e+06,214448,238187,174990,7.13587e+08,938.41,7.16945e+08
768.822,384.324,522506,780,79,1.39477e+06,103731,118433,86075.6,3.76614e+08,6.0625,158.75,701,0,0,0,0,416.324,416.718,416.749,390.509,2.78954e+06,207461,236867,172151,7.53227e+08,971.288,7.56633e+08
