0,819.895,335.638,503544,732,40,1,176,3405.36,518842,0.185,0,1076516,1353300,427680,80028,91391,462000,343200,66416,276819016,1369980690,0,0,0,0,0,0,0,0,0,0,7,80,15,0,0,0,0,0,0,0,0
1,819.895,335.69,503544,732,40,1,158,3695.56,519338,0.159,0,1111616,1350960,383940,82944,94541,414750,308100,68756,286081516,1231043190,0,0,0,0,0,0,0,0,0,0,7,80,15,0,0,0,0,0,0,0,0
2,819.896,335.962,503544,732,40,1,129,4627.19,528815,0.133,0,1168166,1347190,313470,87642,99616,338625,251550,72526,299922371,1023430365,0,0,0,0,0,0,0,0,0,0,7,80,15,0,0,0,0,0,0,0,0
3,819.895,335.761,503544,732,40,1,63,9406.56,438792,0.066,0,1296866,1338610,153090,98334,111166,165375,122850,81106,340501478,414743760,0,0,0,0,0,0,0,0,0,0,7,80,15,0,0,0,0,0,0,0,0
4,819.896,336.016,503544,732,40,1,43,13751.5,587319,0.054,0,1335866,1336010,104490,101574,114666,112875,83850,83706,342892454,378879120,0,0,0,0,0,0,0,0,0,0,7,80,15,0,0,0,0,0,0,0,0
5,819.896,335.854,503544,732,40,1,27,21300.3,540440,0.029,0,1367066,1333930,65610,104166,117466,70875,52650,85786,353556753,218914635,0,0,0,0,0,0,0,0,0,0,7,80,15,0,0,0,0,0,0,0,0
6,819.896,335.913,503544,732,40,1,13,40392.5,441361,0.016,0,1394366,1332110,31590,106434,119916,34125,25350,87606,362412196,86082990,0,0,0,0,0,0,0,0,0,0,7,80,15,0,0,0,0,0,0,0,0
7,819.897,336.169,503544,732,40,1,10,53652,400648,0.012,0,1400216,1331720,24300,106920,120441,26250,19500,87996,364143687,60110625,0,0,0,0,0,0,0,0,0,0,7,80,15,0,0,0,0,0,0,0,0
8,819.896,335.987,503544,732,40,1,8,55820.5,299509,0.012,0,1404116,1331460,19440,107244,120791,21000,15600,88256,365754271,35951865,0,0,0,0,0,0,0,0,0,0,7,80,15,0,0,0,0,0,0,0,0
9,819.897,336.322,503544,732,40,1,12,45632.8,487912,0.012,0,1396316,1331980,29160,106596,120091,31500,23400,87736,362295033,87840435,0,0,0,0,0,0,0,0,0,0,7,80,15,0,0,0,0,0,0,0,0
10,819.896,335.85,503544,732,40,1,8,68983.4,541704,0.009,0,1404116,1331460,19440,107244,120791,21000,15600,88256,363816709,65015295,0,0,0,0,0,0,0,0,0,0,7,80,15,0,0,0,0,0,0,0,0
11,819.896,336.194,503544,732,40,1,4,126373,555667,0.005,0,1411916,1330940,9720,107892,121491,10500,7800,88776,365928034,33345420,0,0,0,0,0,0,0,0,0,0,7,80,15,0,0,0,0,0,0,0,0
12,819.896,336.122,503544,732,40,1,4,139047,826300,0.005,0,1411916,1330940,9720,107892,121491,10500,7800,88776,364845503,49583385,0,0,0,0,0,0,0,0,0,0,7,80,15,0,0,0,0,0,0,0,0
13,819.897,336.223,503544,732,40,1,3,186490,234894,0.002,0,1413866,1330810,7290,108054,121666,7875,5850,88906,367446109,10574295,0,0,0,0,0,0,0,0,0,0,7,80,15,0,0,0,0,0,0,0,0
14,819.896,336.17,503544,732,40,1,2,241228,612739,0.002,0,1415816,1330680,4860,108216,121841,5250,3900,89036,366925404,18384870,0,0,0,0,0,0,0,0,0,0,7,80,15,0,0,0,0,0,0,0,0
15,635.794,0.45896,492504,944,252,1,283,2110.02,443080,0.3,10,1287000,1253640,24300,106920,115500,100365,52440,85800,338925396,438384990,0,0,0,0,0,0,0,0,0,0,8,504,15,0,0,71,0,0,0,1,0
0,834.539,572.746,498083,718,69,1,172,3476.43,497137,0.185,0,1054572,1327300,417960,74196,87197,451500,335400,62672,271658888,1282845975,0,0,0,0,0,0,0,0,0,0,8,138,15,0,0,0,0,0,0,0,0
1,834.539,572.684,498083,718,69,1,147,4053.9,494721,0.159,0,1103322,1324050,357210,78246,91572,385875,286650,65922,284444735,1091058270,0,0,0,0,0,0,0,0,0,0,8,138,15,0,0,0,0,0,0,0,0
2,834.538,573.402,498083,718,69,1,115,5203.16,571847,0.133,0,1165722,1319890,279450,83430,97172,301875,224250,70082,291409211,986591130,0,0,0,0,0,0,0,0,0,0,8,138,15,0,0,0,0,0,0,0,0
3,834.539,572.815,498083,718,69,1,51,11701.7,501076,0.066,0,1290522,1311570,123930,93798,108372,133875,99450,78402,331622496,383391855,0,0,0,0,0,0,0,0,0,0,8,138,15,0,0,0,0,0,0,0,0
4,834.538,573.331,498083,718,69,1,50,11768.4,431712,0.054,0,1292472,1311440,121500,93960,108547,131250,97500,78532,335591829,323851860,0,0,0,0,0,0,0,0,0,0,8,138,15,0,0,0,0,0,0,0,0
5,834.539,573.006,498083,718,69,1,22,26849.3,462389,0.029,0,1347072,1307800,53460,98496,113447,57750,42900,82172,347007405,152618220,0,0,0,0,0,0,0,0,0,0,8,138,15,0,0,0,0,0,0,0,0
6,834.539,572.99,498083,718,69,1,10,55492.5,653184,0.016,0,1370472,1306240,24300,100440,115547,26250,19500,83732,350649210,97991145,0,0,0,0,0,0,0,0,0,0,8,138,15,0,0,0,0,0,0,0,0
7,834.538,573.243,498083,718,69,1,9,65561.3,283029,0.012,0,1372422,1306110,21870,100602,115722,23625,17550,83862,354633886,38221005,0,0,0,0,0,0,0,0,0,0,8,138,15,0,0,0,0,0,0,0,0
