Node ID,Mean Block Receive Time,Mean Block Propagation Time,Mean Block Size,Total Blocks,Stale Blocks,Miner,Miner Generated Blocks,Miner Avg Block Gen Interval,Miner Avg Block Size,Hash Rate,Attack Success,INV Received Bytes,INV Sent Bytes,GET_HEADERS Received Bytes,GET_HEADERS Sent Bytes,Headers Received Bytes,Headers Sent Bytes,GET_DATA Received Bytes,GET_DATA Sent Bytes,BLOCK Received Bytes,BLOCK Sent Bytes,EXT_INV Received Bytes,EXT_INV Sent Bytes,EXT_GET_HEADERS Received Bytes,EXT_GET_HEADERS Sent Bytes,EXT_HEADERS Received Bytes,EXT_HEADERS Sent Bytes,EXT_GET_DATA Received Bytes,EXT_GET_DATA Sent Bytes,Chunk Received Bytes,Chunk Sent Bytes,Longest Fork,Blocks in Forks,Connections,Block Timeouts,Chunk Timeouts,Mined Blocks in Main Chain,Fork Height,Fork Length,Block Interval,Is Attacker,Time Interval
9,824.119,227.882,506362,727,39,1,13,43760.2,514044,0.012,0,1386214,1323010,31590,108378,120639,34125,25350,88554,360996256,100256100,0,0,0,0,0,0,0,0,0,0,7,78,15,0,0,0,3.16202e-322,4.68265e-310,3.42882e-321,0,1.39861e-308
10,824.119,227.478,506362,727,39,1,10,57335.7,648598,0.009,0,1392064,1322620,24300,108864,121164,26250,19500,88944,361193115,97303215,0,0,0,0,0,0,0,0,0,0,7,78,15,0,0,0,4.68331e-310,1.17208e+217,3.98925e-318,0,0
11,824.119,227.768,506362,727,39,1,4,145063,735298,0.005,0,1403764,1321840,9720,109836,122214,10500,7800,89724,364738442,44123310,0,0,0,0,0,0,0,0,0,0,7,78,15,0,0,0,463951,463952,7.42781e-313,0,4.68331e-310
12,824.119,227.722,506362,727,39,1,6,74079.2,254098,0.005,0,1399864,1322100,14580,109512,121864,15750,11700,89464,366154870,22876890,0,0,0,0,0,0,0,0,0,0,7,78,15,0,0,0,4.24399e-314,4.00028e-309,382581,0,382582
13,824.119,227.794,506362,727,39,1,3,165075,906263,0.002,0,1405714,1321710,7290,109998,122389,7875,5850,89854,364960937,40785885,0,0,0,0,0,0,0,0,0,0,7,78,15,0,0,0,4.68331e-310,1.14588e-312,4.24399e-314,0,-9.51959
14,824.119,227.743,506362,727,39,1,0,0,4.68331e-310,0.002,0,1411564,1321320,0,110484,122914,0,0,90244,367679996,0,0,0,0,0,0,0,0,0,0,0,7,78,15,0,0,0,0,2.37152e-322,3.16202e-322,0,4.68265e-310
15,640.208,0.492202,490604,937,249,1,261,2295.08,431585,0.3,7,1316250,1265910,17010,109350,118125,71835,37410,87750,346552965,316905465,0,0,0,0,0,0,0,0,0,0,8,497,15,0,0,51,9.54898e-313,2.91885e-309,1.26481e-321,1,9.54898e-313
0,745.043,271.851,518016,803,48,1,196,3046.69,525430,0.185,0,1175872,1485120,476280,88128,100222,514500,382200,72952,312513045,1545029955,0,0,0,0,0,0,0,0,0,0,8,96,15,0,0,0,3.18299e-313,7.39946e-309,203620,0,206798
1,745.043,271.805,518016,803,48,1,155,3854.99,538884,0.159,0,1255822,1479790,376650,94770,107397,406875,302250,78282,331974015,1253115405,0,0,0,0,0,0,0,0,0,0,8,96,15,0,0,0,8.69556e-322,7.31053e-309,155409,0,155410
2,745.044,272.299,518016,803,48,1,135,4415.65,540393,0.133,0,1294822,1477190,328050,98010,110897,354375,263250,80882,342549903,1094477085,0,0,0,0,0,0,0,0,0,0,8,96,15,0,0,0,3.18299e-313,7.8743e-309,237156,0,238622
3,745.043,271.897,518016,803,48,1,74,7847.97,518792,0.066,0,1413772,1469260,179820,107892,121572,194250,144300,88812,377117742,575959500,0,0,0,0,0,0,0,0,0,0,8,96,15,0,0,0,2.122e-314,1.49624e-309,99183.6,0,99184.6
4,745.045,272.276,518016,803,48,1,67,8888.49,491400,0.054,0,1427422,1468350,162810,109026,122797,175875,130650,89722,382585223,493947285,0,0,0,0,0,0,0,0,0,0,8,96,15,0,0,0,3.16202e-322,4.68265e-310,8.84378e-322,0,5.30079e-309
5,745.044,272.03,518016,803,48,1,22,26806.6,606028,0.029,0,1515172,1462500,53460,116316,130672,57750,42900,95572,402180450,200018880,0,0,0,0,0,0,0,0,0,0,8,96,15,0,0,0,2.94224e-309,0,9.54898e-313,0,2.95597e-309
6,745.044,272.029,518016,803,48,1,15,36777.1,637333,0.016,0,1528822,1461590,36450,117450,131897,39375,29250,96482,405953700,143420130,0,0,0,0,0,0,0,0,0,0,8,96,15,0,0,0,3.16202e-322,4.68265e-310,1.06224e-321,0,1.0211e-310
7,745.044,272.209,518016,803,48,1,14,41633,328467,0.012,0,1530772,1461460,34020,117612,132072,36750,27300,96612,410915245,68996955,0,0,0,0,0,0,0,0,0,0,8,96,15,0,0,0,4.67179e-310,4.68331e-310,4.68331e-310,0,0
8,745.044,272.24,518016,803,48,1,15,35975.8,603553,0.012,0,1528822,1461590,36450,117450,131897,39375,29250,96482,406460391,135819765,0,0,0,0,0,0,0,0,0,0,8,96,15,0,0,0,411586,411588,8.2912e-317,0,4.68331e-310
9,745.044,272.202,518016,803,48,1,13,41731.3,527868,0.012,0,1532722,1461330,31590,117774,132247,34125,25350,96742,408651590,102951780,0,0,0,0,0,0,0,0,0,0,8,96,15,0,0,0,4.68331e-310,0,0,0,2.37152e-322
10,745.044,271.978,518016,803,48,1,11,50282,430142,0.009,0,1536622,1461070,26730,118098,132597,28875,21450,97002,410782485,70988355,0,0,0,0,0,0,0,0,0,0,8,96,15,0,0,0,96786.2,96787.2,4.68325e-310,0,4.68331e-310
11,745.045,272.343,518016,803,48,1,6,91961.3,426895,0.005,0,1546372,1460420,14580,118908,133472,15750,11700,97652,412953132,38428650,0,0,0,0,0,0,0,0,0,0,8,96,15,0,0,0,339814,339814,4.68335e-310,0,3.16202e-322
12,745.044,272.201,518016,803,48,1,3,119529,678984,0.005,0,1552222,1460030,7290,119394,133997,7875,5850,98042,413477821,30558315,0,0,0,0,0,0,0,0,0,0,8,96,15,0,0,0,-1.061e-314,1.13596e-28,0,0,0
13,745.045,272.385,518016,803,48,1,4,143791,482499,0.002,0,1550272,1460160,9720,119232,133822,10500,7800,97912,413584684,28955370,0,0,0,0,0,0,0,0,0,0,8,96,15,0,0,0,249528,249528,9.54069e-314,0,2.29246e-321
14,745.044,272.13,518016,803,48,1,0,0,0,0.002,0,1558072,1459640,0,119880,134522,0,0,98432,415515042,0,0,0,0,0,0,0,0,0,0,0,8,96,15,0,0,0,8.29398e-317,0,1.42785e-321,0,4.68331e-310
15,584.198,0.512608,506213,1027,271,1,296,2025.96,453841,0.3,10,1423500,1381580,24300,118260,127750,101580,52980,94900,385511162,450058200,0,0,0,0,0,0,0,0,0,0,8,542,15,0,0,72,4.24399e-314,3.88962e-311,80137.3,1,80137.4
0,754.612,435.02,511980,796,71,1,200,2997.42,520222,0.185,0,1152918,1472900,486000,83754,96793,525000,390000,70018,303026014,1560935670,0,0,0,0,0,0,0,0,0,0,8,142,15,0,0,0,3.16202e-322,4.68265e-310,4.24399e-314,0,2.11232e-308
1,754.612,435.015,511980,796,71,1,170,3522.94,549157,0.159,0,1211418,1469000,413100,88614,102043,446250,331500,73918,313716337,1400580825,0,0,0,0,0,0,0,0,0,0,8,142,15,0,0,0,3.1831e-313,3.16202e-322,5.53354e-322,0,4.68265e-310
2,754.611,435.476,511980,796,71,1,112,5325.14,500561,0.133,0,1324518,1461460,272160,98010,112193,294000,218400,81458,351015481,841093665,0,0,0,0,0,0,0,0,0,0,8,142,15,0,0,0,4.68331e-310,0,4.68331e-310,0,4.68331e-310
3,754.612,434.998,511980,796,71,1,63,9234.41,516995,0.066,0,1420068,1455090,153090,105948,120768,165375,122850,87828,374512040,488645280,0,0,0,0,0,0,0,0,0,0,8,142,15,0,0,0,4.68331e-310,1.06079e-310,415555,0,415555
4,754.611,435.541,511980,796,71,1,44,13485.8,536067,0.054,0,1457118,1452620,106920,109026,124093,115500,85800,90298,383497503,353863335,0,0,0,0,0,0,0,0,0,0,8,142,15,0,0,0,0,579705,2.13028e-314,0,3.16202e-322
5,754.612,435.194,511980,796,71,1,26,22607.8,561109,0.029,0,1492218,1450280,63180,111942,127243,68250,50700,92638,392497224,218867520,0,0,0,0,0,0,0,0,0,0,8,142,15,0,0,0,490393,490394,2.13029e-314,0,4.68331e-310
6,754.612,435.182,511980,796,71,1,25,23067.3,436159,0.016,0,1494168,1450150,60750,112104,127418,65625,48750,92768,396182169,163593345,0,0,0,0,0,0,0,0,0,0,8,142,15,0,0,0,3.16202e-322,4.68265e-310,2.75689e-321,0,7.32076e-309
7,754.611,435.612,511980,796,71,1,16,35337.5,438366,0.012,0,1511718,1448980,38880,113562,128993,42000,31200,93938,400073102,105229350,0,0,0,0,0,0,0,0,0,0,8,142,15,0,0,0,1.20862e-317,5.53354e-322,3.16202e-322,0,4.68265e-310
8,754.611,435.5,511980,796,71,1,15,39994.4,507625,0.012,0,1513668,1448850,36450,113724,129168,39375,29250,94068,399472674,114235770,0,0,0,0,0,0,0,0,0,0,8,142,15,0,0,0,2.04543e-321,1.14588e-311,326802,0,326803
9,754.611,435.518,511980,796,71,1,9,66177.5,438932,0.012,0,1525368,1448070,21870,114696,130218,23625,17550,94848,403137195,59267955,0,0,0,0,0,0,0,0,0,0,8,142,15,0,0,0,-1.061e-314,1.13596e-28,0,0,0
10,754.612,435.253,511980,796,71,1,11,50579.6,708332,0.009,0,1521468,1448330,26730,114372,129868,28875,21450,94588,399295748,116889660,0,0,0,0,0,0,0,0,0,0,8,142,15,0,0,0,1.74405e-321,4.68331e-310,4.68331e-310,0,2.08366e-308
11,754.611,435.368,511980,796,71,1,6,98638.7,611516,0.005,0,1531218,1447680,14580,115182,130743,15750,11700,95238,403418756,55044540,0,0,0,0,0,0,0,0,0,0,8,142,15,0,0,0,350435,350435,2.13029e-314,0,5.77069e-321
12,754.611,435.575,511980,796,71,1,4,115581,274794,0.005,0,1535118,1447420,9720,115506,131093,10500,7800,95498,405988858,16493010,0,0,0,0,0,0,0,0,0,0,8,142,15,0,0,0,561223,561224,4.68325e-310,0,0
13,754.611,435.601,511980,796,71,1,3,190858,686881,0.002,0,1537068,1447290,7290,115668,131268,7875,5850,95628,405027479,30913695,0,0,0,0,0,0,0,0,0,0,8,142,15,0,0,0,5.53354e-322,4.68265e-310,3.4387e-321,0,1.2139e-308
14,754.611,435.607,511980,796,71,1,1,373804,111473,0.002,0,1540968,1447030,2430,115992,131618,2625,1950,95888,406976829,1673445,0,0,0,0,0,0,0,0,0,0,8,142,15,0,0,0,2.122e-314,4.68331e-310,4.39718e-322,0,0
15,593.616,0.454876,502221,1011,286,1,305,1967.16,455435,0.3,12,1374750,1348620,29160,114210,123375,126270,65520,91650,368488471,578998815,0,0,0,0,0,0,0,0,0,0,9,572,15,0,0,90,-1.061e-314,2.56914e-322,0,1,0
0,809.498,293.336,547566,740,37,1,195,3067.79,589013,0.185,0,1056758,1370330,473850,81162,91158,511875,380250,66678,289838933,1723125135,0,0,0,0,0,0,0,0,0,0,7,74,15,0,0,0,0.04,0.065,0.07,0,0.06
1,809.499,293.36,547566,740,37,1,152,3935.23,547898,0.159,0,1140608,1364740,369360,88128,98683,399000,296400,72268,321419823,1249411785,0,0,0,0,0,0,0,0,0,0,7,74,15,0,0,0,0,0.01,0,0,0.005
2,809.5,293.706,547566,740,37,1,118,5056.87,515577,0.133,0,1206908,1360320,286740,93636,104633,309750,230100,76688,343865280,912729930,0,0,0,0,0,0,0,0,0,0,7,74,15,0,0,0,0,0.005,0,0,0.01
3,809.499,293.441,547566,740,37,1,68,8665.45,608824,0.066,0,1304408,1353820,165240,101736,113383,178500,132600,83188,363307806,621092040,0,0,0,0,0,0,0,0,0,0,7,74,15,0,0,0,0.005,0.005,0.005,0,0
4,809.5,293.724,547566,740,37,1,56,10666,492262,0.054,0,1327808,1352260,136080,103680,115483,147000,109200,84748,377142230,413575680,0,0,0,0,0,0,0,0,0,0,7,74,15,0,0,0,0.005,0.005,0,0,0
5,809.499,293.494,547566,740,37,1,32,17382.7,651611,0.029,0,1374608,1349140,77760,107568,119683,84000,62400,87868,383859517,312816375,0,0,0,0,0,0,0,0,0,0,7,74,15,0,0,0,0,0.035,0.03,0,0.045
6,809.499,293.526,547566,740,37,1,15,36042.2,584565,0.016,0,1407758,1346930,36450,110322,122658,39375,29250,90078,395944122,131547300,0,0,0,0,0,0,0,0,0,0,7,74,15,0,0,0,0.005,0.01,0.01,0,0.01
7,809.501,293.881,547566,740,37,1,16,34917.5,507980,0.012,0,1405808,1347060,38880,110160,122483,42000,31200,89948,396584820,121936830,0,0,0,0,0,0,0,0,0,0,7,74,15,0,0,0,0.005,0,0.005,0,0
8,809.5,293.763,547566,740,37,1,7,54697.2,562355,0.012,0,1423358,1345890,17010,111618,124058,18375,13650,91118,400776824,59056770,0,0,0,0,0,0,0,0,0,0,7,74,15,0,0,0,0,0,0,0,0
9,809.5,293.734,547566,740,37,1,8,68182,603376,0.012,0,1421408,1346020,19440,111456,123883,21000,15600,90988,399886215,72415905,0,0,0,0,0,0,0,0,0,0,7,74,15,0,0,0,0,0,0,0,0
10,809.5,293.573,547566,740,37,1,8,58306.7,564953,0.009,0,1421408,1346020,19440,111456,123883,21000,15600,90988,400193596,67805190,0,0,0,0,0,0,0,0,0,0,7,74,15,0,0,0,0,0,0,0,0
11,809.5,293.778,547566,740,37,1,2,262279,349162,0.005,0,1433108,1345240,4860,112428,124933,5250,3900,91768,404015439,10477545,0,0,0,0,0,0,0,0,0,0,7,74,15,0,0,0,0,0,0,0,0
12,809.5,293.77,547566,740,37,1,9,64739.5,316306,0.005,0,1419458,1346150,21870,111294,123708,23625,17550,90858,401866375,42713505,0,0,0,0,0,0,0,0,0,0,7,74,15,0,0,0,0,0,0,0,0
13,809.5,293.883,547566,740,37,1,2,218248,46276,0.002,0,1433108,1345240,4860,112428,124933,5250,3900,91768,404621210,1390980,0,0,0,0,0,0,0,0,0,0,7,74,15,0,0,0,0,0,0,0,0
14,809.5,293.79,547566,740,37,1,1,327387,479981,0.002,0,1435058,1345110,2430,112590,125108,2625,1950,91898,404233871,7201065,0,0,0,0,0,0,0,0,0,0,7,74,15,0,0,0,0,0,0,0,0
15,606.635,0.477244,531257,986,282,1,296,2021.29,473449,0.3,7,1343550,1290850,17010,111618,120575,70620,36870,89570,383153069,323413095,0,0,0,0,0,0,0,0,0,0,8,564,15,0,0,50,0,0,0,1,0
0,791.493,396.958,529993,759,66,1,191,3136.4,513595,0.185,0,1098412,1404390,464130,79380,91987,501375,372450,66472,303682152,1471706820,0,0,0,0,0,0,0,0,0,0,8,132,15,0,0,0,16.2,16.3,16.4,0,16.5
1,791.493,396.976,529993,759,66,1,135,4385.08,548435,0.159,0,1207612,1397110,328050,88452,101787,354375,263250,73752,327745104,1110762540,0,0,0,0,0,0,0,0,0,0,8,132,15,0,0,0,20.2,20.3,20.4,0,20.5
2,791.493,397.453,529993,759,66,1,128,4539.87,532536,0.133,0,1221262,1396200,311040,89586,103012,336000,249600,74662,333619836,1022641560,0,0,0,0,0,0,0,0,0,0,8,132,15,0,0,0,24.2,24.3,24.4,0,24.5
3,791.493,397.06,529993,759,66,1,69,8566.06,552224,0.066,0,1336312,1388530,167670,99144,113337,181125,134550,82332,363686244,571645440,0,0,0,0,0,0,0,0,0,0,8,132,15,0,0,0,28.2,28.3,28.4,0,28.5
4,791.493,397.407,529993,759,66,1,47,12474.3,490892,0.054,0,1379212,1385670,114210,102708,117187,123375,91650,85192,378719780,346142400,0,0,0,0,0,0,0,0,0,0,8,132,15,0,0,0,32.2,32.3,32.4,0,32.5
5,791.492,397.194,529993,759,66,1,21,28045,570763,0.029,0,1429912,1382290,51030,106920,121737,55125,40950,88572,389808034,179818590,0,0,0,0,0,0,0,0,0,0,8,132,15,0,0,0,36.2,36.3,36.4,0,36.5
6,791.492,397.163,529993,759,66,1,15,39996.7,715142,0.016,0,1441612,1381510,36450,107892,122787,39375,29250,89352,391067464,160927140,0,0,0,0,0,0,0,0,0,0,8,132,15,0,0,0,40.2,40.3,40.4,0,40.5
7,791.493,397.596,529993,759,66,1,14,41419.4,604605,0.012,0,1443562,1381380,34020,108054,122962,36750,27300,89482,393330206,126986010,0,0,0,0,0,0,0,0,0,0,8,132,15,0,0,0,44.2,44.3,44.4,0,44.5
8,791.493,397.526,529993,759,66,1,13,45295.4,489751,0.012,0,1445512,1381250,31590,108216,123137,34125,25350,89612,395428009,95518965,0,0,0,0,0,0,0,0,0,0,8,132,15,0,0,0,48.2,48.3,48.4,0,48.5
9,791.493,397.508,529993,759,66,1,4,142807,710702,0.012,0,1463062,1380080,9720,109674,124712,10500,7800,90782,398952773,42647505,0,0,0,0,0,0,0,0,0,0,8,132,15,0,0,0,52.2,52.3,52.4,0,52.5
10,791.492,397.21,529993,759,66,1,14,41357.7,523490,0.009,0,1443562,1381380,34020,108054,122962,36750,27300,89482,394465821,109951785,0,0,0,0,0,0,0,0,0,0,8,132,15,0,0,0,56.2,56.3,56.4,0,56.5
11,791.493,397.508,529993,759,66,1,6,79735.5,-nan,0.005,0,1459162,1380340,14580,109350,124362,15750,11700,90522,398176595,54290175,0,0,0,0,0,0,0,0,0,0,8,132,15,0,0,0,60.2,60.3,60.4,0,60.5
12,791.493,397.506,529993,759,66,1,6,95833.2,628331,0.005,0,1459162,1380340,14580,109350,124362,15750,11700,90522,398025412,56557920,0,0,0,0,0,0,0,0,0,0,8,132,15,0,0,0,64.2,64.3,64.4,0,64.5
13,791.493,397.659,529993,759,66,1,5,117129,599925,0.002,0,1461112,1380210,12150,109512,124537,13125,9750,90652,398795865,45001125,0,0,0,0,0,0,0,0,0,0,8,132,15,0,0,0,68.2,68.3,68.4,0,68.5
14,791.493,397.373,529993,759,66,1,1,269119,947973,0.002,0,1468912,1379690,2430,110160,125237,2625,1950,91172,400847877,14220945,0,0,0,0,0,0,0,0,0,0,8,132,15,0,0,0,72.2,72.3,72.4,0,72.5
15,641.844,0.480099,515471,936,243,1,266,2243.7,456884,0.3,12,1304550,1282560,29160,108378,117075,125055,64980,86970,360587928,618120180,0,0,0,0,0,0,0,0,0,0,8,486,15,0,0,89,76.2,76.3,76.4,1,76.5
0,809.407,355.787,514838,741,55,1,177,3368.57,495037,0.185,0,1092210,1369810,430110,81486,92885,464625,345150,67550,293403954,1314563505,0,0,0,0,0,0,0,0,0,0,8,109,15,0,0,0,0.9985,0.9985,0.9985,0,0.9985
1,809.406,355.783,514838,741,55,1,144,4159.45,523672,0.159,0,1156560,1365520,349920,86832,98660,378000,280800,71840,305619729,1131326880,0,0,0,0,0,0,0,0,0,0,8,109,15,0,0,0,0.9985,0.9985,0.9985,0,0.9985
2,809.407,356.252,514838,741,55,1,147,4050.84,532892,0.133,0,1150710,1365910,357210,86346,98135,385875,286650,71450,302693200,1175224815,0,0,0,0,0,0,0,0,0,0,8,109,15,0,0,0,0.9985,0.9985,0.9985,0,0.9985
3,809.407,355.826,514838,741,55,1,57,10132.3,562645,0.066,0,1326210,1354210,138510,100926,113885,149625,111150,83150,348965641,481138200,0,0,0,0,0,0,0,0,0,0,8,109,15,0,0,0,0.999,0.999,0.999,0,0.999
4,809.407,356.276,514838,741,55,1,42,14234.5,551794,0.054,0,1355460,1352260,102060,103356,116510,110250,81900,85100,357862382,347687085,0,0,0,0,0,0,0,0,0,0,8,109,15,0,0,0,0.9995,0.9995,0.9995,0,0.9995
5,809.407,355.961,514838,741,55,1,35,16567.2,522183,0.029,0,1369110,1351350,85050,104490,117735,91875,68250,86010,362761976,274193175,0,0,0,0,0,0,0,0,0,0,8,109,15,0,0,0,0.9995,0.9995,0.9995,0,0.9995
6,809.407,355.985,514838,741,55,1,17,31343.4,360887,0.016,0,1404210,1349010,41310,107406,120885,44625,33150,88350,374904913,92049120,0,0,0,0,0,0,0,0,0,0,8,109,15,0,0,0,0.9995,0.9995,0.9995,0,0.9995
7,809.408,356.183,514838,741,55,1,9,60480.3,329339,0.012,0,1419810,1347970,21870,108702,122285,23625,17550,89390,378076662,44472885,0,0,0,0,0,0,0,0,0,0,8,109,15,0,0,0,1,1,1,0,1
8,809.408,356.259,514838,741,55,1,15,38945.6,458477,0.012,0,1408110,1348750,36450,107730,121235,39375,29250,88610,374163019,103177530,0,0,0,0,0,0,0,0,0,0,8,109,15,0,0,0,1,1,1,0,1
9,809.408,356.186,514838,741,55,1,11,41507.7,692169,0.012,0,1415910,1348230,26730,108378,121935,28875,21450,89130,373426667,114222810,0,0,0,0,0,0,0,0,0,0,8,109,15,0,0,0,1,1,1,0,1
10,809.407,355.918,514838,741,55,1,4,77107.8,639349,0.009,0,1429560,1347320,9720,109512,123160,10500,7800,90040,378483766,38366325,0,0,0,0,0,0,0,0,0,0,8,109,15,0,0,0,1,1,1,0,1
11,809.408,356.307,514838,741,55,1,3,151814,212807,0.005,0,1431510,1347190,7290,109674,123335,7875,5850,90170,380402829,9580380,0,0,0,0,0,0,0,0,0,0,8,109,15,0,0,0,1,1,1,0,1
