Mean Block Receive Time,Mean Block Propagation Time,Mean Block Size,Total Blocks,Stale Blocks,The average INV,The average GET_HEADERS Bytes,The average Headers Bytes,The average GET_DATA Sent Bytes,The average BLOCK Bytes,Longest Fork,Blocks in Forks,Mined Blocks in Main Chain,Fork Height,Fork Length,Block Interval,Time Interval,25 percentile of Block Propagation Time,75 percentile of Block Propagation Time,90 percentile of Block Propagation Time,Miners Mean Block Propagation Time,Total average traffic due to INV messages,Total average traffic due to GET_HEADERS messages,Total average traffic due to HEADERS messages,Total average traffic due to GET_DATA messages,Total average traffic due to BLOCK messages,Total average traffic/node,average Bandwidth Per Node
744.625,352.143,538811,806,78,1.44118e+06,108742,123240,89827.5,4.01194e+08,8.0625,156.438,728,0,0,0,0,381.73,381.967,382.031,358.018,2.88235e+06,217485,246480,179655,8.02389e+08,1001.14,8.05915e+08
803.569,265.013,532586,747,60,1.33691e+06,102971,115487,84521.3,3.67521e+08,7.0625,120.875,687,0,0,0,0,287.286,287.602,287.655,269.489,2.67382e+06,205942,230974,169042,7.35041e+08,989.706,7.38321e+08
740.991,554.404,508703,810,108,1.44862e+06,103579,120699,87033.7,3.81221e+08,9,216.375,702,0,0,0,0,599.358,599.832,599.962,562.16,2.89724e+06,207158,241399,174068,7.62443e+08,946.802,7.65963e+08
753.212,287.435,514001,797,67,1.42369e+06,108591,122392,89401.9,3.77645e+08,7.0625,134.375,730,0,0,0,0,311.97,312.28,312.297,292.634,2.84738e+06,217181,244785,178804,7.5529e+08,953.239,7.58778e+08
753.297,232.641,536471,797,60,1.42162e+06,111021,123651,90744.4,3.93972e+08,7.1875,120.438,737,0,0,0,0,253.117,253.418,253.498,237.472,2.84324e+06,222041,247301,181489,7.87945e+08,994.27,7.91439e+08
787.181,474.987,514111,762,83,1.36299e+06,99933.8,114939,83298.8,3.625e+08,8.1875,167.875,679,0,0,0,0,514.48,514.868,514.962,482.53,2.72597e+06,199867,229879,166598,7.25001e+08,957.06,7.28323e+08
798.314,326.587,531248,749,64,1.34098e+06,100997,114569,83476.9,3.67877e+08,6.125,128.938,685,0,0,0,0,353.606,353.952,353.957,331.696,2.68197e+06,201994,229138,166954,7.35755e+08,988.015,7.39035e+08
849.871,128.638,519778,706,35,1.26094e+06,100997,111076,81924.4,3.37907e+08,8.125,71.0625,671,0,0,0,0,139.946,140.149,140.213,131.335,2.52189e+06,201994,222152,163849,6.75813e+08,963.011,6.78923e+08
817.25,287.467,523308,734,44,1.31237e+06,102668,114247,83872.5,3.54421e+08,8,89.625,690,0,0,0,0,312.325,312.575,312.698,292.965,2.62474e+06,205335,228495,167745,7.08843e+08,971.445,7.12069e+08
797.349,601.708,535380,753,97,1.34409e+06,97351.9,112682,81463.1,3.72544e+08,9,194.312,656,0,0,0,0,652.137,652.538,652.628,611.597,2.68818e+06,194704,225364,162926,7.45088e+08,995.159,7.48359e+08
803.66,311.739,521269,745,60,1.33272e+06,101756,114630,83748.8,3.58422e+08,7.0625,121.375,685,0,0,0,0,338.107,338.402,338.471,317.153,2.66545e+06,203512,229260,167498,7.16844e+08,967.889,7.20109e+08
732.945,582.511,506861,818,109,1.46316e+06,104642,121924,87920.6,3.83644e+08,8,218.5,709,0,0,0,0,630.126,630.556,630.642,590.985,2.92632e+06,209284,243848,175841,7.67288e+08,943.505,7.70844e+08
787.394,368.464,541816,762,68,1.36363e+06,104034,117243,85644.4,3.81584e+08,9,137.25,694,0,0,0,0,399.43,399.78,399.827,374.659,2.72725e+06,208069,234486,171289,7.63169e+08,1007.24,7.6651e+08
774.161,486.15,526855,774,97,1.38448e+06,100997,116467,84320.6,3.77586e+08,9,194.875,677,0,0,0,0,526.066,526.46,526.669,493.43,2.76897e+06,201994,232935,168641,7.55172e+08,981.3,7.58545e+08
778.403,266.959,518725,770,58,1.37495e+06,105553,118580,86728.1,3.68531e+08,6.0625,117.188,712,0,0,0,0,290.074,290.436,290.446,272.115,2.74989e+06,211106,237159,173456,7.37062e+08,962.853,7.40434e+08
749.666,365.821,495943,800,81,1.43116e+06,106464,121538,88336.9,3.66485e+08,13,163.875,719,0,0,0,0,396.405,396.735,396.869,371.82,2.86231e+06,212929,243077,176674,7.32969e+08,921.732,7.36464e+08
762.901,484.519,527758,786,86,1.40618e+06,105401,119858,87247.5,3.83754e+08,10,173.5,700,0,0,0,0,525.23,525.558,525.633,492.571,2.81236e+06,210802,239717,174495,7.67508e+08,982.095,7.70945e+08
783.946,324.658,532384,763,72,1.36457e+06,102668,116526,84885,3.75395e+08,7,144.75,691,0,0,0,0,351.863,352.245,352.284,330.08,2.72914e+06,205335,233051,169770,7.50789e+08,989.667,7.54126e+08
792.779,472.365,531795,754,63,1.34874e+06,102364,115666,84405,3.70282e+08,10,127.875,691,0,0,0,0,512.413,512.803,512.838,480.592,2.69747e+06,204727,231332,168810,7.40565e+08,987.871,7.43867e+08
833.031,233.449,535320,721,48,1.28825e+06,100086,111762,81935.6,3.56142e+08,6.1875,95,673,0,0,0,0,253.414,253.693,253.735,237.726,2.57651e+06,200171,223524,163871,7.12285e+08,993.679,7.15449e+08
801.356,148.996,545006,749,40,1.33737e+06,106768,117614,86690.6,3.75432e+08,6.25,80.25,709,0,0,0,0,162.044,162.289,162.321,152.056,2.67474e+06,213536,235228,173381,7.50864e+08,1008.24,7.54161e+08
812.659,380,535202,736,73,1.31521e+06,98566.9,112096,81594.4,3.64041e+08,7.0625,146.875,663,0,0,0,0,412.129,412.535,412.571,386.586,2.63043e+06,197134,224192,163189,7.28082e+08,994.961,7.31297e+08
761.968,328.902,546791,787,60,1.40898e+06,107224,120992,88338.8,3.97731e+08,8,121.75,727,0,0,0,0,356.473,356.804,356.855,334.358,2.81795e+06,214448,241984,176678,7.95461e+08,1016.43,7.98912e+08
805.344,239.1,522660,744,52,1.3303e+06,103579,115536,84738.8,3.5863e+08,6.1875,105.625,692,0,0,0,0,259.703,259.988,260.059,243.63,2.6606e+06,207158,231071,169478,7.17259e+08,969.755,7.20528e+08
828.589,227.542,548020,723,51,1.29165e+06,99933.8,111826,81915,3.65791e+08,9,103.875,672,0,0,0,0,247.294,247.579,247.631,232,2.58329e+06,199868,223652,163830,7.31582e+08,1017.66,7.34752e+08
791.342,439.095,510810,757,80,1.35142e+06,100997,115025,83679.4,3.56186e+08,8.1875,160.875,677,0,0,0,0,476.688,477.085,477.105,447.091,2.70285e+06,201994,230049,167359,7.12372e+08,946.659,7.15674e+08
