Node ID,Mean Block Receive Time,Mean Block Propagation Time,Mean Block Size,Total Blocks,Stale Blocks,Miner Generated Blocks,Miner Avg Block Gen Interval,Miner Avg Block Size,Hash Rate,Attack Success,INV Received Bytes,INV Sent Bytes,GET_HEADERS Received Bytes,GET_HEADERS Sent Bytes,Headers Received Bytes,Headers Sent Bytes,GET_DATA Received Bytes,GET_DATA Sent Bytes,BLOCK Received Bytes,BLOCK Sent Bytes,EXT_INV Received Bytes,EXT_INV Sent Bytes,EXT_GET_HEADERS Received Bytes,EXT_GET_HEADERS Sent Bytes,EXT_HEADERS Received Bytes,EXT_HEADERS Sent Bytes,EXT_GET_DATA Received Bytes,EXT_GET_DATA Sent Bytes,Chunk Received Bytes,Chunk Sent Bytes,Longest Fork,Blocks in Forks,Connections,Block Timeouts,Chunk Timeouts,Mined Blocks in Main Chain,Fork Height,Fork Length,Block Interval,Time Interval
0,713.602,0.31321,598816,7,0,3,1427.2,509814,0.289,0,5850,11310,7290,486,525,7875,5850,390,2063722,22945680,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
1,713.654,0.543083,598816,7,0,0,0,0,0.196,0,11700,10920,0,972,1050,0,0,780,3593434,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
2,713.653,0.524992,598816,7,0,0,0,0,0.159,0,11700,10920,0,972,1050,0,0,780,3593434,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
3,713.756,0.835026,598816,7,0,1,1016.14,749932,0.133,0,9750,11050,2430,810,875,2625,1950,650,2843412,11250330,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
4,713.651,0.343327,598816,7,0,2,454.186,656760,0.066,0,7800,11180,4860,648,700,5250,3900,520,2279734,19705500,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
5,713.761,1.11123,598816,7,0,0,0,0,0.054,0,11700,10920,0,972,1050,0,0,780,3593434,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
6,713.725,0.809024,598816,7,0,0,0,0,0.029,0,11700,10920,0,972,1050,0,0,780,3593434,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
7,713.723,0.798216,598816,7,0,0,0,0,0.016,0,11700,10920,0,972,1050,0,0,780,3593434,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
8,713.77,1.20002,598816,7,0,0,0,0,0.012,0,11700,10920,0,972,1050,0,0,780,3593434,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
9,713.767,1.03474,598816,7,0,0,0,0,0.012,0,11700,10920,0,972,1050,0,0,780,3593434,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
10,713.763,1.03348,598816,7,0,0,0,0,0.012,0,11700,10920,0,972,1050,0,0,780,3593434,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
11,713.727,0.820469,598816,7,0,0,0,0,0.009,0,11700,10920,0,972,1050,0,0,780,3593434,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
12,713.76,1.06139,598816,7,0,0,0,0,0.005,0,11700,10920,0,972,1050,0,0,780,3593434,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
13,713.765,1.01972,598816,7,0,0,0,0,0.005,0,11700,10920,0,972,1050,0,0,780,3593434,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
14,713.758,0.944179,598816,7,0,0,0,0,0.002,0,11700,10920,0,972,1050,0,0,780,3593434,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
15,713.771,1.17438,598816,7,0,0,0,0,0.002,0,11700,10920,0,972,1050,0,0,780,3593434,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
