Node ID,Mean Block Receive Time,Mean Block Propagation Time,Mean Block Size,Total Blocks,Stale Blocks,Miner,Miner Generated Blocks,Miner Avg Block Gen Interval,Miner Avg Block Size,Hash Rate,Attack Success,INV Received Bytes,INV Sent Bytes,GET_HEADERS Received Bytes,GET_HEADERS Sent Bytes,Headers Received Bytes,Headers Sent Bytes,GET_DATA Received Bytes,GET_DATA Sent Bytes,BLOCK Received Bytes,BLOCK Sent Bytes,EXT_INV Received Bytes,EXT_INV Sent Bytes,EXT_GET_HEADERS Received Bytes,EXT_GET_HEADERS Sent Bytes,EXT_HEADERS Received Bytes,EXT_HEADERS Sent Bytes,EXT_GET_DATA Received Bytes,EXT_GET_DATA Sent Bytes,Chunk Received Bytes,Chunk Sent Bytes,Longest Fork,Blocks in Forks,Connections,Block Timeouts,Chunk Timeouts,Mined Blocks in Main Chain
46,688.684,7.0646,445507,44,0,0,0,0,0,0,0,33540,27950,0,6966,7525,0,0,5590,19160656,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
47,688.636,4.51852,445507,44,0,0,0,0,0,0,0,72670,67080,0,6966,7525,0,0,5590,19160656,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
48,688.57,1.95975,445507,44,0,1,2,13736.1,424814,0.029,0,425620,441870,26892,6642,7175,29050,21580,5330,18310849,71514966,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0
49,688.562,2.19173,445507,44,0,0,0,0,0,0,0,67080,61490,0,6966,7525,0,0,5590,19160656,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
50,688.558,1.77671,445507,44,0,0,0,0,0,0,0,78260,72670,0,6966,7525,0,0,5590,19160656,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0
51,689.325,36.1284,445507,44,0,0,0,0,0,0,0,89440,83850,0,6966,7525,0,0,5590,19160656,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0
52,688.548,1.86657,445507,44,0,0,0,0,0,0,0,44720,39130,0,6966,7525,0,0,5590,19160656,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
53,688.641,4.10894,445507,44,0,0,0,0,0,0,0,61490,55900,0,6966,7525,0,0,5590,19160656,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0
54,688.574,1.62073,445507,44,0,1,1,11071.2,588311,0.016,0,404040,408200,11988,6804,7350,12950,9620,5460,18572255,43541674,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0
55,688.581,2.30257,445507,44,0,0,0,0,0,0,0,95030,89440,0,6966,7525,0,0,5590,19160656,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0
56,688.602,2.74665,445507,44,0,0,0,0,0,0,0,95030,89440,0,6966,7525,0,0,5590,19160656,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0
57,688.568,2.13149,445507,44,0,0,0,0,0,0,0,50310,44720,0,6966,7525,0,0,5590,19160656,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
58,688.597,2.38794,445507,44,0,1,0,0,0,0.012,0,374530,368940,0,6966,7525,0,0,5590,19160656,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0
59,688.59,2.54874,445507,44,0,0,0,0,0,0,0,50310,44720,0,6966,7525,0,0,5590,19160656,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
60,688.547,1.70295,445507,44,0,0,0,0,0,0,0,33540,27950,0,6966,7525,0,0,5590,19160656,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
61,688.602,2.16846,445507,44,0,1,0,0,0,0.012,0,307450,301860,0,6966,7525,0,0,5590,19160656,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0
62,688.76,12.4302,445507,44,0,0,0,0,0,0,0,61490,55900,0,6966,7525,0,0,5590,19160656,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0
63,688.589,3.50305,445507,44,0,0,0,0,0,0,0,11180,5590,0,6966,7525,0,0,5590,19160656,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
64,688.751,11.5612,445507,44,0,0,0,0,0,0,0,50310,44720,0,6966,7525,0,0,5590,19160656,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
65,688.572,2.58605,445507,44,0,0,0,0,0,0,0,78260,72670,0,6966,7525,0,0,5590,19160656,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0
66,688.634,4.58459,445507,44,0,0,0,0,0,0,0,95030,89440,0,6966,7525,0,0,5590,19160656,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0
67,688.549,2.43141,445507,44,0,0,0,0,0,0,0,95030,89440,0,6966,7525,0,0,5590,19160656,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0
68,688.719,9.19306,445507,44,0,0,0,0,0,0,0,39130,33540,0,6966,7525,0,0,5590,19160656,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
69,688.584,2.47714,445507,44,0,0,0,0,0,0,0,33540,27950,0,6966,7525,0,0,5590,19160656,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
70,688.588,3.15699,445507,44,0,0,0,0,0,0,0,39130,33540,0,6966,7525,0,0,5590,19160656,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
71,688.665,6.04226,445507,44,0,0,0,0,0,0,0,50310,44720,0,6966,7525,0,0,5590,19160656,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
72,688.618,3.21605,445507,44,0,0,0,0,0,0,0,72670,67080,0,6966,7525,0,0,5590,19160656,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
73,688.571,1.87861,445507,44,0,0,0,0,0,0,0,39130,33540,0,6966,7525,0,0,5590,19160656,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
74,688.561,3.18243,445507,44,0,0,0,0,0,0,0,44720,39130,0,6966,7525,0,0,5590,19160656,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
75,688.611,2.61277,445507,44,0,0,0,0,0,0,0,72670,67080,0,6966,7525,0,0,5590,19160656,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
76,688.589,1.99155,445507,44,0,1,0,0,0,0.012,0,307450,301860,0,6966,7525,0,0,5590,19160656,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0
77,688.611,2.37962,445507,44,0,0,0,0,0,0,0,72670,67080,0,6966,7525,0,0,5590,19160656,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
78,688.554,1.68773,445507,44,0,0,0,0,0,0,0,44720,39130,0,6966,7525,0,0,5590,19160656,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
79,689.16,31.1462,445507,44,0,0,0,0,0,0,0,33540,27950,0,6966,7525,0,0,5590,19160656,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
80,688.676,5.86609,445507,44,0,0,0,0,0,0,0,89440,83850,0,6966,7525,0,0,5590,19160656,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0
81,688.549,1.81227,445507,44,0,1,0,0,0,0.009,0,268320,262730,0,6966,7525,0,0,5590,19160656,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0
82,688.579,2.2095,445507,44,0,0,0,0,0,0,0,111800,106210,0,6966,7525,0,0,5590,19160656,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0
83,688.569,2.27773,445507,44,0,0,0,0,0,0,0,33540,27950,0,6966,7525,0,0,5590,19160656,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
84,688.581,2.18549,445507,44,0,0,0,0,0,0,0,50310,44720,0,6966,7525,0,0,5590,19160656,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
85,688.592,2.17097,445507,44,0,1,0,0,0,0.005,0,257140,251550,0,6966,7525,0,0,5590,19160656,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0
86,688.718,8.2147,445507,44,0,0,0,0,0,0,0,61490,55900,0,6966,7525,0,0,5590,19160656,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0
87,688.602,3.00822,445507,44,0,0,0,0,0,0,0,50310,44720,0,6966,7525,0,0,5590,19160656,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
88,688.568,2.24808,445507,44,0,0,0,0,0,0,0,111800,106210,0,6966,7525,0,0,5590,19160656,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0
89,688.599,2.33659,445507,44,0,0,0,0,0,0,0,33540,27950,0,6966,7525,0,0,5590,19160656,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
90,688.585,1.93838,445507,44,0,1,0,0,0,0.005,0,206830,201240,0,6966,7525,0,0,5590,19160656,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0
91,688.571,2.21198,445507,44,0,0,0,0,0,0,0,67080,61490,0,6966,7525,0,0,5590,19160656,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
92,688.61,4.10812,445507,44,0,0,0,0,0,0,0,72670,67080,0,6966,7525,0,0,5590,19160656,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
93,688.542,1.94102,445507,44,0,0,0,0,0,0,0,89440,83850,0,6966,7525,0,0,5590,19160656,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0
94,688.623,6.13665,445507,44,0,0,0,0,0,0,0,50310,44720,0,6966,7525,0,0,5590,19160656,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
95,688.914,18.0118,445507,44,0,0,0,0,0,0,0,39130,33540,0,6966,7525,0,0,5590,19160656,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
96,688.58,1.78459,445507,44,0,1,0,0,0,0.002,0,173290,167700,0,6966,7525,0,0,5590,19160656,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0
97,688.562,2.02254,445507,44,0,0,0,0,0,0,0,89440,83850,0,6966,7525,0,0,5590,19160656,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0
98,688.597,2.68854,445507,44,0,1,0,0,0,0.002,0,173290,167700,0,6966,7525,0,0,5590,19160656,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0
99,688.654,5.38735,445507,44,0,0,0,0,0,0,0,33540,27950,0,6966,7525,0,0,5590,19160656,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
