Node ID,Mean Block Receive Time,Mean Block Propagation Time,Mean Block Size,Total Blocks,Stale Blocks,Miner Generated Blocks,Miner Avg Block Gen Interval,Miner Avg Block Size,Hash Rate,Attack Success,INV Received Bytes,INV Sent Bytes,GET_HEADERS Received Bytes,GET_HEADERS Sent Bytes,Headers Received Bytes,Headers Sent Bytes,GET_DATA Received Bytes,GET_DATA Sent Bytes,BLOCK Received Bytes,BLOCK Sent Bytes,EXT_INV Received Bytes,EXT_INV Sent Bytes,EXT_GET_HEADERS Received Bytes,EXT_GET_HEADERS Sent Bytes,EXT_HEADERS Received Bytes,EXT_HEADERS Sent Bytes,EXT_GET_DATA Received Bytes,EXT_GET_DATA Sent Bytes,Chunk Received Bytes,Chunk Sent Bytes,Longest Fork,Blocks in Forks,Connections,Block Timeouts,Chunk Timeouts,Mined Blocks in Main Chain,Fork Height,Fork Length,Block Interval,Time Interval
0,435.683,0.353855,338312,10,0,3,823.801,382033,0.289,0,11700,16770,7290,972,1050,7875,5850,780,1899247,17195550,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
1,435.68,0.461626,338312,10,0,1,2083.89,239067,0.196,0,15600,16510,2430,1296,1400,2625,1950,1040,2806460,3587355,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
2,435.686,0.405318,338312,10,0,2,1154.11,507243,0.159,0,13650,16640,4860,1134,1225,5250,3900,910,2030951,15219990,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
3,435.608,0.802246,338312,10,0,1,3618.48,171220,0.133,0,15600,16510,2430,1296,1400,2625,1950,1040,2874307,2569650,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
4,435.691,0.444993,338312,10,0,1,2144.84,111885,0.066,0,15600,16510,2430,1296,1400,2625,1950,1040,2933642,1679625,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
5,435.574,0.870705,338312,10,0,1,3920.17,362049,0.054,0,15600,16510,2430,1296,1400,2625,1950,1040,2683478,5432085,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
6,435.632,0.717049,338312,10,0,0,0,0,0.029,0,17550,16380,0,1458,1575,0,0,1170,3045617,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
7,435.628,0.686763,338312,10,0,0,0,0,0.016,0,17550,16380,0,1458,1575,0,0,1170,3045617,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
8,435.615,0.936298,338312,10,0,0,0,0,0.012,0,17550,16380,0,1458,1575,0,0,1170,3045617,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
9,435.598,0.87328,338312,10,0,0,0,0,0.012,0,17550,16380,0,1458,1575,0,0,1170,3045617,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
10,435.605,0.884962,338312,10,0,0,0,0,0.012,0,17550,16380,0,1458,1575,0,0,1170,3045617,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
11,435.623,0.704165,338312,10,0,0,0,0,0.009,0,17550,16380,0,1458,1575,0,0,1170,3045617,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
12,435.588,0.887516,338312,10,0,0,0,0,0.005,0,17550,16380,0,1458,1575,0,0,1170,3045617,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
13,435.592,0.852044,338312,10,0,0,0,0,0.005,0,17550,16380,0,1458,1575,0,0,1170,3045617,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
14,435.595,0.845178,338312,10,0,0,0,0,0.002,0,17550,16380,0,1458,1575,0,0,1170,3045617,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
15,435.602,0.982046,338312,10,0,0,0,0,0.002,0,17550,16380,0,1458,1575,0,0,1170,3045617,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
