Mean Block Receive Time,Mean Block Propagation Time,Mean Block Size,Total Blocks,Stale Blocks,INV Received Bytes,INV Sent Bytes,GET_HEADERS Received Bytes,GET_HEADERS Sent Bytes,Headers Received Bytes,Headers Sent Bytes,GET_DATA Received Bytes,GET_DATA Sent Bytes,BLOCK Received Bytes,BLOCK Sent Bytes,EXT_INV Received Bytes,EXT_INV Sent Bytes,EXT_GET_HEADERS Received Bytes,EXT_GET_HEADERS Sent Bytes,EXT_HEADERS Received Bytes,EXT_HEADERS Sent Bytes,EXT_GET_DATA Received Bytes,EXT_GET_DATA Sent Bytes,Chunk Received Bytes,Chunk Sent Bytes,Longest Fork,Blocks in Forks,Mined Blocks in Main Chain,Fork Height,Fork Length,Block Interval,Time Interval
665.884,0.814138,689299,128,0,12796.9,12796.9,1063.12,1063.12,1148.44,1148.44,853.125,853.125,4524120,4524120,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0
665.884,0.814138,689299,256,0,12796.9,12796.9,1063.12,1063.12,1148.44,1148.44,853.125,853.125,4524120,4524120,0,0,0,0,0,0,0,0,0,0,0,0,256,0,0,0,0
665.884,0.814138,689299,384,0,12796.9,12796.9,1063.12,1063.12,1148.44,1148.44,853.125,853.125,4524120,4524120,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0,0,0
665.884,0.814138,689299,512,0,12796.9,12796.9,1063.12,1063.12,1148.44,1148.44,853.125,853.125,4524120,4524120,0,0,0,0,0,0,0,0,0,0,0,0,512,0,0,0,0
665.884,0.814138,689299,640,0,12796.9,12796.9,1063.12,1063.12,1148.44,1148.44,853.125,853.125,4524120,4524120,0,0,0,0,0,0,0,0,0,0,0,0,640,0,0,0,0
665.884,0.814138,689299,768,0,12796.9,12796.9,1063.12,1063.12,1148.44,1148.44,853.125,853.125,4524120,4524120,0,0,0,0,0,0,0,0,0,0,0,0,768,0,0,0,0
665.884,0.814138,689299,896,0,12796.9,12796.9,1063.12,1063.12,1148.44,1148.44,853.125,853.125,4524120,4524120,0,0,0,0,0,0,0,0,0,0,0,0,896,0,0,0,0
665.884,0.814138,689299,1024,0,12796.9,12796.9,1063.12,1063.12,1148.44,1148.44,853.125,853.125,4524120,4524120,0,0,0,0,0,0,0,0,0,0,0,0,1024,0,0,0,0
665.884,0.814138,689299,1152,0,12796.9,12796.9,1063.12,1063.12,1148.44,1148.44,853.125,853.125,4524120,4524120,0,0,0,0,0,0,0,0,0,0,0,0,1152,0,0,0,0
665.884,0.814138,689299,1280,0,12796.9,12796.9,1063.12,1063.12,1148.44,1148.44,853.125,853.125,4524120,4524120,0,0,0,0,0,0,0,0,0,0,0,0,1280,0,0,0,0
665.884,0.814138,689299,1408,0,12796.9,12796.9,1063.12,1063.12,1148.44,1148.44,853.125,853.125,4524120,4524120,0,0,0,0,0,0,0,0,0,0,0,0,1408,0,0,0,0
665.884,0.814138,689299,1536,0,12796.9,12796.9,1063.12,1063.12,1148.44,1148.44,853.125,853.125,4524120,4524120,0,0,0,0,0,0,0,0,0,0,0,0,1536,0,0,0,0
665.884,0.814138,689299,1664,0,12796.9,12796.9,1063.12,1063.12,1148.44,1148.44,853.125,853.125,4524120,4524120,0,0,0,0,0,0,0,0,0,0,0,0,1664,0,0,0,0
665.884,0.814138,689299,1792,0,12796.9,12796.9,1063.12,1063.12,1148.44,1148.44,853.125,853.125,4524120,4524120,0,0,0,0,0,0,0,0,0,0,0,0,1792,0,0,0,0
665.884,0.814138,689299,1920,0,12796.9,12796.9,1063.12,1063.12,1148.44,1148.44,853.125,853.125,4524120,4524120,0,0,0,0,0,0,0,0,0,0,0,0,1920,0,0,0,0
665.884,0.814138,689299,2048,0,12796.9,12796.9,1063.12,1063.12,1148.44,1148.44,853.125,853.125,4524120,4524120,0,0,0,0,0,0,0,0,0,0,0,0,2048,0,0,0,0
665.884,0.814138,689299,2176,0,12796.9,12796.9,1063.12,1063.12,1148.44,1148.44,853.125,853.125,4524120,4524120,0,0,0,0,0,0,0,0,0,0,0,0,2176,0,0,0,0
665.884,0.814138,689299,2304,0,12796.9,12796.9,1063.12,1063.12,1148.44,1148.44,853.125,853.125,4524120,4524120,0,0,0,0,0,0,0,0,0,0,0,0,2304,0,0,0,0
665.884,0.814138,689299,2432,0,12796.9,12796.9,1063.12,1063.12,1148.44,1148.44,853.125,853.125,4524120,4524120,0,0,0,0,0,0,0,0,0,0,0,0,2432,0,0,0,0
665.884,0.814138,689299,2560,0,12796.9,12796.9,1063.12,1063.12,1148.44,1148.44,853.125,853.125,4524120,4524120,0,0,0,0,0,0,0,0,0,0,0,0,2560,0,0,0,0
665.884,0.814138,689299,2688,0,12796.9,12796.9,1063.12,1063.12,1148.44,1148.44,853.125,853.125,4524120,4524120,0,0,0,0,0,0,0,0,0,0,0,0,2688,0,0,0,0
665.884,0.814138,689299,2816,0,12796.9,12796.9,1063.12,1063.12,1148.44,1148.44,853.125,853.125,4524120,4524120,0,0,0,0,0,0,0,0,0,0,0,0,2816,0,0,0,0
665.884,0.814138,689299,2944,0,12796.9,12796.9,1063.12,1063.12,1148.44,1148.44,853.125,853.125,4524120,4524120,0,0,0,0,0,0,0,0,0,0,0,0,2944,0,0,0,0
665.884,0.814138,689299,3072,0,12796.9,12796.9,1063.12,1063.12,1148.44,1148.44,853.125,853.125,4524120,4524120,0,0,0,0,0,0,0,0,0,0,0,0,3072,0,0,0,0
665.884,0.814138,689299,3200,0,12796.9,12796.9,1063.12,1063.12,1148.44,1148.44,853.125,853.125,4524120,4524120,0,0,0,0,0,0,0,0,0,0,0,0,3200,0,0,0,0
665.884,0.814138,689299,3328,0,12796.9,12796.9,1063.12,1063.12,1148.44,1148.44,853.125,853.125,4524120,4524120,0,0,0,0,0,0,0,0,0,0,0,0,3328,0,0,0,0
665.884,0.814138,689299,3456,0,12796.9,12796.9,1063.12,1063.12,1148.44,1148.44,853.125,853.125,4524120,4524120,0,0,0,0,0,0,0,0,0,0,0,0,3456,0,0,0,0
665.884,0.814138,689299,3584,0,12796.9,12796.9,1063.12,1063.12,1148.44,1148.44,853.125,853.125,4524120,4524120,0,0,0,0,0,0,0,0,0,0,0,0,3584,0,0,0,0
665.884,0.814138,689299,3712,0,12796.9,12796.9,1063.12,1063.12,1148.44,1148.44,853.125,853.125,4524120,4524120,0,0,0,0,0,0,0,0,0,0,0,0,3712,0,0,0,0
665.884,0.814138,689299,3840,0,12796.9,12796.9,1063.12,1063.12,1148.44,1148.44,853.125,853.125,4524120,4524120,0,0,0,0,0,0,0,0,0,0,0,0,3840,0,0,0,0
665.884,0.814138,689299,3968,0,12796.9,12796.9,1063.12,1063.12,1148.44,1148.44,853.125,853.125,4524120,4524120,0,0,0,0,0,0,0,0,0,0,0,0,3968,0,0,0,0
665.884,0.814138,689299,4096,0,12796.9,12796.9,1063.12,1063.12,1148.44,1148.44,853.125,853.125,4524120,4524120,0,0,0,0,0,0,0,0,0,0,0,0,4096,0,0,0,0
665.884,0.814138,689299,4224,0,12796.9,12796.9,1063.12,1063.12,1148.44,1148.44,853.125,853.125,4524120,4524120,0,0,0,0,0,0,0,0,0,0,0,0,4224,0,0,0,0
665.884,0.814138,689299,4352,0,12796.9,12796.9,1063.12,1063.12,1148.44,1148.44,853.125,853.125,4524120,4524120,0,0,0,0,0,0,0,0,0,0,0,0,4352,0,0,0,0
665.884,0.814138,689299,4480,0,12796.9,12796.9,1063.12,1063.12,1148.44,1148.44,853.125,853.125,4524120,4524120,0,0,0,0,0,0,0,0,0,0,0,0,4480,0,0,0,0
665.884,0.814138,689299,4608,0,12796.9,12796.9,1063.12,1063.12,1148.44,1148.44,853.125,853.125,4524120,4524120,0,0,0,0,0,0,0,0,0,0,0,0,4608,0,0,0,0
665.884,0.814138,689299,4736,0,12796.9,12796.9,1063.12,1063.12,1148.44,1148.44,853.125,853.125,4524120,4524120,0,0,0,0,0,0,0,0,0,0,0,0,4736,0,0,0,0
665.884,0.814138,689299,4864,0,12796.9,12796.9,1063.12,1063.12,1148.44,1148.44,853.125,853.125,4524120,4524120,0,0,0,0,0,0,0,0,0,0,0,0,4864,0,0,0,0
665.884,0.814138,689299,4992,0,12796.9,12796.9,1063.12,1063.12,1148.44,1148.44,853.125,853.125,4524120,4524120,0,0,0,0,0,0,0,0,0,0,0,0,4992,0,0,0,0
665.884,0.814138,689299,5120,0,12796.9,12796.9,1063.12,1063.12,1148.44,1148.44,853.125,853.125,4524120,4524120,0,0,0,0,0,0,0,0,0,0,0,0,5120,0,0,0,0
665.884,0.814138,689299,5248,0,12796.9,12796.9,1063.12,1063.12,1148.44,1148.44,853.125,853.125,4524120,4524120,0,0,0,0,0,0,0,0,0,0,0,0,5248,0,0,0,0
665.884,0.814138,689299,5376,0,12796.9,12796.9,1063.12,1063.12,1148.44,1148.44,853.125,853.125,4524120,4524120,0,0,0,0,0,0,0,0,0,0,0,0,5376,0,0,0,0
665.884,0.814138,689299,5504,0,12796.9,12796.9,1063.12,1063.12,1148.44,1148.44,853.125,853.125,4524120,4524120,0,0,0,0,0,0,0,0,0,0,0,0,5504,0,0,0,0
665.884,0.814138,689299,5632,0,12796.9,12796.9,1063.12,1063.12,1148.44,1148.44,853.125,853.125,4524120,4524120,0,0,0,0,0,0,0,0,0,0,0,0,5632,0,0,0,0
665.884,0.814138,689299,5760,0,12796.9,12796.9,1063.12,1063.12,1148.44,1148.44,853.125,853.125,4524120,4524120,0,0,0,0,0,0,0,0,0,0,0,0,5760,0,0,0,0
665.884,0.814138,689299,5888,0,12796.9,12796.9,1063.12,1063.12,1148.44,1148.44,853.125,853.125,4524120,4524120,0,0,0,0,0,0,0,0,0,0,0,0,5888,0,0,0,0
665.884,0.814138,689299,6016,0,12796.9,12796.9,1063.12,1063.12,1148.44,1148.44,853.125,853.125,4524120,4524120,0,0,0,0,0,0,0,0,0,0,0,0,6016,0,0,0,0
665.884,0.814138,689299,6144,0,12796.9,12796.9,1063.12,1063.12,1148.44,1148.44,853.125,853.125,4524120,4524120,0,0,0,0,0,0,0,0,0,0,0,0,6144,0,0,0,0
665.884,0.814138,689299,6272,0,12796.9,12796.9,1063.12,1063.12,1148.44,1148.44,853.125,853.125,4524120,4524120,0,0,0,0,0,0,0,0,0,0,0,0,6272,0,0,0,0
665.884,0.814138,689299,6400,0,12796.9,12796.9,1063.12,1063.12,1148.44,1148.44,853.125,853.125,4524120,4524120,0,0,0,0,0,0,0,0,0,0,0,0,6400,0,0,0,0
665.884,0.814138,689299,6528,0,12796.9,12796.9,1063.12,1063.12,1148.44,1148.44,853.125,853.125,4524120,4524120,0,0,0,0,0,0,0,0,0,0,0,0,6528,0,0,0,0
665.884,0.814138,689299,6656,0,12796.9,12796.9,1063.12,1063.12,1148.44,1148.44,853.125,853.125,4524120,4524120,0,0,0,0,0,0,0,0,0,0,0,0,6656,0,0,0,0
665.884,0.814138,689299,6784,0,12796.9,12796.9,1063.12,1063.12,1148.44,1148.44,853.125,853.125,4524120,4524120,0,0,0,0,0,0,0,0,0,0,0,0,6784,0,0,0,0
