Node ID,Mean Block Receive Time,Mean Block Propagation Time,Mean Block Size,Total Blocks,Stale Blocks,Miner Generated Blocks,Miner Avg Block Gen Interval,Miner Avg Block Size,Hash Rate,Attack Success,INV Received Bytes,INV Sent Bytes,GET_HEADERS Received Bytes,GET_HEADERS Sent Bytes,Headers Received Bytes,Headers Sent Bytes,GET_DATA Received Bytes,GET_DATA Sent Bytes,BLOCK Received Bytes,BLOCK Sent Bytes,EXT_INV Received Bytes,EXT_INV Sent Bytes,EXT_GET_HEADERS Received Bytes,EXT_GET_HEADERS Sent Bytes,EXT_HEADERS Received Bytes,EXT_HEADERS Sent Bytes,EXT_GET_DATA Received Bytes,EXT_GET_DATA Sent Bytes,Chunk Received Bytes,Chunk Sent Bytes,Longest Fork,Blocks in Forks,Connections,Block Timeouts,Chunk Timeouts,Mined Blocks in Main Chain,Fork Height,Fork Length,Block Interval,Time Interval
0,598.848,0.529069,658944,9,0,4,1197.7,661287,0.289,0,7800,15080,9720,648,700,10500,7800,520,2626763,39682620,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
1,598.912,0.728357,658944,9,0,0,0,0,0.196,0,15600,14560,0,1296,1400,0,0,1040,5272271,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
2,598.902,0.731482,658944,9,0,0,0,0,0.159,0,15600,14560,0,1296,1400,0,0,1040,5272271,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
3,598.983,0.649094,658944,9,0,2,1310.07,600823,0.133,0,11700,14820,4860,972,1050,5250,3900,780,4070445,18027390,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
4,598.893,0.643903,658944,9,0,1,1360.51,443483,0.066,0,13650,14690,2430,1134,1225,2625,1950,910,4828698,6653595,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
5,599.011,0.931223,658944,9,0,0,0,0,0.054,0,15600,14560,0,1296,1400,0,0,1040,5272271,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
6,598.956,0.812636,658944,9,0,0,0,0,0.029,0,15600,14560,0,1296,1400,0,0,1040,5272271,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
7,598.947,0.758088,658944,9,0,0,0,0,0.016,0,15600,14560,0,1296,1400,0,0,1040,5272271,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
8,599.05,0.983932,658944,9,0,0,0,0,0.012,0,15600,14560,0,1296,1400,0,0,1040,5272271,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
9,599.04,0.917933,658944,9,0,0,0,0,0.012,0,15600,14560,0,1296,1400,0,0,1040,5272271,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
10,599.021,0.79301,658944,9,0,1,673.117,981274,0.012,0,13650,14690,2430,1134,1225,2625,1950,910,4290907,14720460,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
11,598.966,0.838634,658944,9,0,0,0,0,0.009,0,15600,14560,0,1296,1400,0,0,1040,5272271,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
12,599.002,0.876559,658944,9,0,0,0,0,0.005,0,15600,14560,0,1296,1400,0,0,1040,5272271,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
13,599.03,0.921173,658944,9,0,0,0,0,0.005,0,15600,14560,0,1296,1400,0,0,1040,5272271,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
14,598.993,0.746548,658944,9,0,0,0,0,0.002,0,15600,14560,0,1296,1400,0,0,1040,5272271,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
15,599.059,1.049,658944,9,0,0,0,0,0.002,0,15600,14560,0,1296,1400,0,0,1040,5272271,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
