Mean Block Receive Time,Mean Block Propagation Time,Mean Block Size,Total Blocks,Stale Blocks,INV Received Bytes,INV Sent Bytes,GET_HEADERS Received Bytes,GET_HEADERS Sent Bytes,Headers Received Bytes,Headers Sent Bytes,GET_DATA Received Bytes,GET_DATA Sent Bytes,BLOCK Received Bytes,BLOCK Sent Bytes,Longest Fork,Blocks in Forks,Mined Blocks in Main Chain,Fork Height,Fork Length,Block Interval,Time Interval
763.544,342.401,541782,784,55,1.16518e+06,1.44872e+06,442260,85698,98407,477750,354900,71362,3.23944e+08,1.50503e+09,6,110,729,0,0,0,0
763.544,342.411,541782,1568,110,1.17981e+06,1.44774e+06,424035,86913,99719.5,458062,340275,72337,3.28279e+08,1.44e+09,6,110,1458,0,0,0,0
763.545,342.541,541782,2352,165,1.21133e+06,1.44564e+06,384750,89532,102549,415625,308750,74438.7,3.36311e+08,1.31952e+09,6,110,2187,0,0,0,0
763.545,342.532,541782,3136,220,1.25391e+06,1.4428e+06,331695,93069,106370,358312,266175,77277,3.48064e+08,1.14323e+09,6,110,2916,0,0,0,0
763.545,342.598,541782,3920,275,1.28452e+06,1.44076e+06,293544,95612.4,109117,317100,235560,79318,3.57573e+08,1.0006e+09,6,110,3645,0,0,0,0
763.545,342.595,541782,4704,330,1.31306e+06,1.43886e+06,257985,97983,111678,278688,207025,81220.3,3.65079e+08,8.88009e+08,6,110,4374,0,0,0,0
763.545,342.598,541782,5488,385,1.33901e+06,1.43713e+06,225643,100139,114007,243750,181071,82950.6,3.72413e+08,7.7799e+08,6,110,5103,0,0,0,0
763.545,342.649,541782,6272,440,1.35872e+06,1.43582e+06,201082,101776,115776,217219,161362,84264.5,3.78124e+08,6.92322e+08,6,110,5832,0,0,0,0
763.545,342.674,541782,7056,495,1.37513e+06,1.43472e+06,180630,103140,117249,195125,144950,85358.7,3.82752e+08,6.22909e+08,6,110,6561,0,0,0,0
763.545,342.691,541782,7840,550,1.38768e+06,1.43389e+06,164997,104182,118374,178238,132405,86195,3.86397e+08,5.68228e+08,6,110,7290,0,0,0,0
763.545,342.689,541782,8624,605,1.39847e+06,1.43317e+06,151544,105079,119343,163705,121609,86914.7,3.89553e+08,5.2089e+08,6,110,8019,0,0,0,0
763.545,342.711,541782,9408,660,1.40779e+06,1.43255e+06,139928,105854,120180,151156,112288,87536.2,3.92192e+08,4.81314e+08,6,110,8748,0,0,0,0
763.545,342.722,541782,10192,715,1.41553e+06,1.43203e+06,130285,106496,120874,140740,104550,88052,3.9443e+08,4.47744e+08,6,110,9477,0,0,0,0
