Iteration,Mean Block Receive Time,Mean Block Propagation Time,Mean Block Size,Stale Blocks,Size of Longest Fork,Mined Blocks in Main Blockchain,Honest Mining Income,Attacker Income,Attacker's Hash Rate,Time per Block,Fork Height,Fork Length,Block Interval,Time Interval
1,635.874,0.490292,529732,0,8,80,298,80,0.3,600,4.6615e-310,4.6615e-310,2.37152e-321,2.37152e-322
2,619.046,0.47262,522954,0,10,81,301,81,0.3,600,4.6615e-310,4.6615e-310,2.37152e-321,2.37152e-322
