Node ID,Mean Block Receive Time,Mean Block Propagation Time,Mean Block Size,Total Blocks,Stale Blocks,Miner Generated Blocks,Miner Avg Block Gen Interval,Miner Avg Block Size,Hash Rate,Attack Success,INV Received Bytes,INV Sent Bytes,GET_HEADERS Received Bytes,GET_HEADERS Sent Bytes,Headers Received Bytes,Headers Sent Bytes,GET_DATA Received Bytes,GET_DATA Sent Bytes,BLOCK Received Bytes,BLOCK Sent Bytes,EXT_INV Received Bytes,EXT_INV Sent Bytes,EXT_GET_HEADERS Received Bytes,EXT_GET_HEADERS Sent Bytes,EXT_HEADERS Received Bytes,EXT_HEADERS Sent Bytes,EXT_GET_DATA Received Bytes,EXT_GET_DATA Sent Bytes,Chunk Received Bytes,Chunk Sent Bytes,Longest Fork,Blocks in Forks,Connections,Block Timeouts,Chunk Timeouts,Mined Blocks in Main Chain,Fork Height,Fork Length,Block Interval,Time Interval
0,458.607,0.668242,550650,10,0,2,806.016,75329,0.289,0,13650,16640,4860,1134,1225,5250,3900,910,4805821,2262570,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
1,458.615,0.737177,550650,10,0,0,0,0,0.196,0,17550,16380,0,1458,1575,0,0,1170,4956659,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
2,458.572,0.653028,550650,10,0,3,1375.71,542798,0.159,0,11700,16770,7290,972,1050,7875,5850,780,3327996,24429945,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
3,458.685,0.565829,550650,10,0,4,1013.1,794200,0.133,0,9750,16900,9720,810,875,10500,7800,650,1779501,47657370,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
4,458.611,0.691333,550650,10,0,0,0,0,0.066,0,17550,16380,0,1458,1575,0,0,1170,4956659,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
5,458.7,0.871513,550650,10,0,0,0,0,0.054,0,17550,16380,0,1458,1575,0,0,1170,4956659,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
6,458.663,0.808764,550650,10,0,0,0,0,0.029,0,17550,16380,0,1458,1575,0,0,1170,4956659,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
7,458.655,0.746372,550650,10,0,0,0,0,0.016,0,17550,16380,0,1458,1575,0,0,1170,4956659,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
8,458.688,0.77635,550650,10,0,0,0,0,0.012,0,17550,16380,0,1458,1575,0,0,1170,4956659,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
9,458.677,0.701041,550650,10,0,0,0,0,0.012,0,17550,16380,0,1458,1575,0,0,1170,4956659,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
10,458.692,0.670282,550650,10,0,0,0,0,0.012,0,17550,16380,0,1458,1575,0,0,1170,4956659,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
11,458.659,0.827536,550650,10,0,0,0,0,0.009,0,17550,16380,0,1458,1575,0,0,1170,4956659,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
12,458.704,0.855889,550650,10,0,0,0,0,0.005,0,17550,16380,0,1458,1575,0,0,1170,4956659,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
13,458.681,0.68493,550650,10,0,0,0,0,0.005,0,17550,16380,0,1458,1575,0,0,1170,4956659,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
14,458.696,0.70905,550650,10,0,0,0,0,0.002,0,17550,16380,0,1458,1575,0,0,1170,4956659,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
15,458.708,0.943412,550650,10,0,0,0,0,0.002,0,17550,16380,0,1458,1575,0,0,1170,4956659,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
