Mean Block Receive Time,Mean Block Propagation Time,Mean Block Size,Total Blocks,Stale Blocks,The average INV,The average GET_HEADERS Bytes,The average Headers Bytes,The average GET_DATA Sent Bytes,The average BLOCK Bytes,Longest Fork,Blocks in Forks,Mined Blocks in Main Chain,Fork Height,Fork Length,Block Interval,Time Interval,25 percentile of Block Propagation Time,75 percentile of Block Propagation Time,90 percentile of Block Propagation Time,Miners Mean Block Propagation Time,Total average traffic due to INV messages,Total average traffic due to GET_HEADERS messages,Total average traffic due to HEADERS messages,Total average traffic due to GET_DATA messages,Total average traffic due to BLOCK messages,Total average traffic/node,average Bandwidth Per Node
582.956,0.785623,678188,10,0,16453.1,1366.87,1476.56,1096.88,5.72297e+06,0,0,10,0,0,0,0,0.720542,0.891246,0.920088,0.785623,32906.2,2733.75,2953.12,2193.75,1.14459e+07,1276.3,1.14867e+07
582.956,0.785623,678188,10,0,16453.1,1366.87,1476.56,1096.88,5.72297e+06,0,0,10,0,0,0,0,0.720542,0.891246,0.920088,0.785623,32906.2,2733.75,2953.12,2193.75,1.14459e+07,1276.3,1.14867e+07
582.956,0.785623,678188,10,0,16453.1,1366.87,1476.56,1096.88,5.72297e+06,0,0,10,0,0,0,0,0.720542,0.891246,0.920088,0.785623,32906.2,2733.75,2953.12,2193.75,1.14459e+07,1276.3,1.14867e+07
582.956,0.785623,678188,10,0,16453.1,1366.87,1476.56,1096.88,5.72297e+06,0,0,10,0,0,0,0,0.720542,0.891246,0.920088,0.785623,32906.2,2733.75,2953.12,2193.75,1.14459e+07,1276.3,1.14867e+07
582.956,0.785623,678188,10,0,16453.1,1366.87,1476.56,1096.88,5.72297e+06,0,0,10,0,0,0,0,0.720542,0.891246,0.920088,0.785623,32906.2,2733.75,2953.12,2193.75,1.14459e+07,1276.3,1.14867e+07
582.956,0.785623,678188,10,0,16453.1,1366.87,1476.56,1096.88,5.72297e+06,0,0,10,0,0,0,0,0.720542,0.891246,0.920088,0.785623,32906.2,2733.75,2953.12,2193.75,1.14459e+07,1276.3,1.14867e+07
582.956,0.785623,678188,10,0,16453.1,1366.87,1476.56,1096.88,5.72297e+06,0,0,10,0,0,0,0,0.720542,0.891246,0.920088,0.785623,32906.2,2733.75,2953.12,2193.75,1.14459e+07,1276.3,1.14867e+07
582.956,0.785623,678188,10,0,16453.1,1366.87,1476.56,1096.88,5.72297e+06,0,0,10,0,0,0,0,0.720542,0.891246,0.920088,0.785623,32906.2,2733.75,2953.12,2193.75,1.14459e+07,1276.3,1.14867e+07
582.956,0.785623,678188,10,0,16453.1,1366.87,1476.56,1096.88,5.72297e+06,0,0,10,0,0,0,0,0.720542,0.891246,0.920088,0.785623,32906.2,2733.75,2953.12,2193.75,1.14459e+07,1276.3,1.14867e+07
582.956,0.785623,678188,10,0,16453.1,1366.87,1476.56,1096.88,5.72297e+06,0,0,10,0,0,0,0,0.720542,0.891246,0.920088,0.785623,32906.2,2733.75,2953.12,2193.75,1.14459e+07,1276.3,1.14867e+07
