Mean Block Receive Time_x,Mean Block Propagation Time_x,Mean Block Size_x,Total Blocks_x,Stale Blocks_x,Miner Generated Blocks,Miner Avg Block Gen Interval,Miner Avg Block Size,Hash Rate,Attack Success,INV Received Bytes,INV Sent Bytes,GET_HEADERS Received Bytes,GET_HEADERS Sent Bytes,Headers Received Bytes,Headers Sent Bytes,GET_DATA Received Bytes,GET_DATA Sent Bytes,BLOCK Received Bytes,BLOCK Sent Bytes,Longest Fork_x,Blocks in Forks_x,Connections,Mined Blocks in Main Chain_x,Is Attacker,Iteration,Mean Block Receive Time_y,Mean Block Propagation Time_y,Mean Block Size_y,Total Blocks_y,Stale Blocks_y,The average INV,The average GET_HEADERS Bytes,The average Headers Bytes,The average GET_DATA Sent Bytes,The average BLOCK Bytes,Longest Fork_y,Blocks in Forks_y,Mined Blocks in Main Chain_y,Fork Height,Fork Length,Block Interval,Time Interval,25 percentile of Block Propagation Time,75 percentile of Block Propagation Time,90 percentile of Block Propagation Time,Miners Mean Block Propagation Time,Total average traffic due to INV messages,Total average traffic due to GET_HEADERS messages,Total average traffic due to HEADERS messages,Total average traffic due to GET_DATA messages,Total average traffic due to BLOCK messages,Total average traffic/node,average Bandwidth Per Node,Label
517.063,0.704393,590575,12,0,1,3832.51,996045,0.016,0,19500,20150,2430,1620,1750,2625,1950,1300,5501184,14942025,0,0,15,0,0,92,517.052,0.759304,590575,12,0,20109.4,1670.63,1804.69,1340.62,6091240,0,0,12,0,0,0,0,0.712741,0.805857,0.877225,0.759304,40218.8,3341.25,3609.37,2681.25,12182500,1112.03,12232300,0
517.027,0.886849,590575,12,0,1,4139.71,240824,0.012,0,19500,20150,2430,1620,1750,2625,1950,1300,6256405,3613710,0,0,15,0,0,92,517.052,0.759304,590575,12,0,20109.4,1670.63,1804.69,1340.62,6091240,0,0,12,0,0,0,0,0.712741,0.805857,0.877225,0.759304,40218.8,3341.25,3609.37,2681.25,12182500,1112.03,12232300,0
517.019,0.805261,590575,12,0,0,0,0,0.012,0,21450,20020,0,1782,1925,0,0,1430,6497319,0,0,0,15,0,0,92,517.052,0.759304,590575,12,0,20109.4,1670.63,1804.69,1340.62,6091240,0,0,12,0,0,0,0,0.712741,0.805857,0.877225,0.759304,40218.8,3341.25,3609.37,2681.25,12182500,1112.03,12232300,0
516.997,0.761643,590575,12,0,0,0,0,0.012,0,21450,20020,0,1782,1925,0,0,1430,6497319,0,0,0,15,0,0,92,517.052,0.759304,590575,12,0,20109.4,1670.63,1804.69,1340.62,6091240,0,0,12,0,0,0,0,0.712741,0.805857,0.877225,0.759304,40218.8,3341.25,3609.37,2681.25,12182500,1112.03,12232300,0
517.079,0.726424,590575,12,0,0,0,0,0.009,0,21450,20020,0,1782,1925,0,0,1430,6497319,0,0,0,15,0,0,92,517.052,0.759304,590575,12,0,20109.4,1670.63,1804.69,1340.62,6091240,0,0,12,0,0,0,0,0.712741,0.805857,0.877225,0.759304,40218.8,3341.25,3609.37,2681.25,12182500,1112.03,12232300,0
517.034,0.805857,590575,12,0,0,0,0,0.005,0,21450,20020,0,1782,1925,0,0,1430,6497319,0,0,0,15,0,0,92,517.052,0.759304,590575,12,0,20109.4,1670.63,1804.69,1340.62,6091240,0,0,12,0,0,0,0,0.712741,0.805857,0.877225,0.759304,40218.8,3341.25,3609.37,2681.25,12182500,1112.03,12232300,0
517.012,0.743792,590575,12,0,0,0,0,0.005,0,21450,20020,0,1782,1925,0,0,1430,6497319,0,0,0,15,0,0,92,517.052,0.759304,590575,12,0,20109.4,1670.63,1804.69,1340.62,6091240,0,0,12,0,0,0,0,0.712741,0.805857,0.877225,0.759304,40218.8,3341.25,3609.37,2681.25,12182500,1112.03,12232300,0
517.005,0.703685,590575,12,0,0,0,0,0.002,0,21450,20020,0,1782,1925,0,0,1430,6497319,0,0,0,15,0,0,92,517.052,0.759304,590575,12,0,20109.4,1670.63,1804.69,1340.62,6091240,0,0,12,0,0,0,0,0.712741,0.805857,0.877225,0.759304,40218.8,3341.25,3609.37,2681.25,12182500,1112.03,12232300,0
517.05,0.877225,590575,12,0,0,0,0,0.002,0,21450,20020,0,1782,1925,0,0,1430,6497319,0,0,0,15,0,0,92,517.052,0.759304,590575,12,0,20109.4,1670.63,1804.69,1340.62,6091240,0,0,12,0,0,0,0,0.712741,0.805857,0.877225,0.759304,40218.8,3341.25,3609.37,2681.25,12182500,1112.03,12232300,0
927.873,0.332322,622630,7,0,3,1512.67,585249,0.289,0,5850,11310,7290,486,525,7875,5850,390,1980305,26340255,0,0,15,0,0,93,927.973,0.857874,622630,7,0,10968.8,911.25,984.375,731.25,3502800,0,0,7,0,0,0,0,0.789483,1.03517,1.15893,0.857874,21937.5,1822.5,1968.75,1462.5,7005600,1172.13,7032800,0
927.894,0.561263,622630,7,0,0,0,0,0.196,0,11700,10920,0,972,1050,0,0,780,3736322,0,0,0,15,0,0,93,927.973,0.857874,622630,7,0,10968.8,911.25,984.375,731.25,3502800,0,0,7,0,0,0,0,0.789483,1.03517,1.15893,0.857874,21937.5,1822.5,1968.75,1462.5,7005600,1172.13,7032800,0
927.816,0.424663,622630,7,0,2,2783.45,524960,0.159,0,7800,11180,4860,648,700,5250,3900,520,2686222,15751500,0,0,15,0,0,93,927.973,0.857874,622630,7,0,10968.8,911.25,984.375,731.25,3502800,0,0,7,0,0,0,0,0.789483,1.03517,1.15893,0.857874,21937.5,1822.5,1968.75,1462.5,7005600,1172.13,7032800,0
928.006,0.956728,622630,7,0,0,0,0,0.133,0,11700,10920,0,972,1050,0,0,780,3736322,0,0,0,15,0,0,93,927.973,0.857874,622630,7,0,10968.8,911.25,984.375,731.25,3502800,0,0,7,0,0,0,0,0.789483,1.03517,1.15893,0.857874,21937.5,1822.5,1968.75,1462.5,7005600,1172.13,7032800,0
927.884,0.539201,622630,7,0,0,0,0,0.066,0,11700,10920,0,972,1050,0,0,780,3736322,0,0,0,15,0,0,93,927.973,0.857874,622630,7,0,10968.8,911.25,984.375,731.25,3502800,0,0,7,0,0,0,0,0.789483,1.03517,1.15893,0.857874,21937.5,1822.5,1968.75,1462.5,7005600,1172.13,7032800,0
928.047,0.980562,622630,7,0,1,3326.31,930115,0.054,0,9750,11050,2430,810,875,2625,1950,650,2806117,13953075,0,0,15,0,0,93,927.973,0.857874,622630,7,0,10968.8,911.25,984.375,731.25,3502800,0,0,7,0,0,0,0,0.789483,1.03517,1.15893,0.857874,21937.5,1822.5,1968.75,1462.5,7005600,1172.13,7032800,0
927.966,0.857284,622630,7,0,0,0,0,0.029,0,11700,10920,0,972,1050,0,0,780,3736322,0,0,0,15,0,0,93,927.973,0.857874,622630,7,0,10968.8,911.25,984.375,731.25,3502800,0,0,7,0,0,0,0,0.789483,1.03517,1.15893,0.857874,21937.5,1822.5,1968.75,1462.5,7005600,1172.13,7032800,0
927.945,0.789483,622630,7,0,0,0,0,0.016,0,11700,10920,0,972,1050,0,0,780,3736322,0,0,0,15,0,0,93,927.973,0.857874,622630,7,0,10968.8,911.25,984.375,731.25,3502800,0,0,7,0,0,0,0,0.789483,1.03517,1.15893,0.857874,21937.5,1822.5,1968.75,1462.5,7005600,1172.13,7032800,0
928.016,1.15893,622630,7,0,0,0,0,0.012,0,11700,10920,0,972,1050,0,0,780,3736322,0,0,0,15,0,0,93,927.973,0.857874,622630,7,0,10968.8,911.25,984.375,731.25,3502800,0,0,7,0,0,0,0,0.789483,1.03517,1.15893,0.857874,21937.5,1822.5,1968.75,1462.5,7005600,1172.13,7032800,0
927.986,1.03517,622630,7,0,0,0,0,0.012,0,11700,10920,0,972,1050,0,0,780,3736322,0,0,0,15,0,0,93,927.973,0.857874,622630,7,0,10968.8,911.25,984.375,731.25,3502800,0,0,7,0,0,0,0,0.789483,1.03517,1.15893,0.857874,21937.5,1822.5,1968.75,1462.5,7005600,1172.13,7032800,0
928.026,1.06705,622630,7,0,0,0,0,0.012,0,11700,10920,0,972,1050,0,0,780,3736322,0,0,0,15,0,0,93,927.973,0.857874,622630,7,0,10968.8,911.25,984.375,731.25,3502800,0,0,7,0,0,0,0,0.789483,1.03517,1.15893,0.857874,21937.5,1822.5,1968.75,1462.5,7005600,1172.13,7032800,0
927.955,0.838642,622630,7,0,0,0,0,0.009,0,11700,10920,0,972,1050,0,0,780,3736322,0,0,0,15,0,0,93,927.973,0.857874,622630,7,0,10968.8,911.25,984.375,731.25,3502800,0,0,7,0,0,0,0,0.789483,1.03517,1.15893,0.857874,21937.5,1822.5,1968.75,1462.5,7005600,1172.13,7032800,0
928.057,1.00058,622630,7,0,0,0,0,0.005,0,11700,10920,0,972,1050,0,0,780,3736322,0,0,0,15,0,0,93,927.973,0.857874,622630,7,0,10968.8,911.25,984.375,731.25,3502800,0,0,7,0,0,0,0,0.789483,1.03517,1.15893,0.857874,21937.5,1822.5,1968.75,1462.5,7005600,1172.13,7032800,0
927.996,0.998404,622630,7,0,0,0,0,0.005,0,11700,10920,0,972,1050,0,0,780,3736322,0,0,0,15,0,0,93,927.973,0.857874,622630,7,0,10968.8,911.25,984.375,731.25,3502800,0,0,7,0,0,0,0,0.789483,1.03517,1.15893,0.857874,21937.5,1822.5,1968.75,1462.5,7005600,1172.13,7032800,0
928.036,0.972287,622630,7,0,0,0,0,0.002,0,11700,10920,0,972,1050,0,0,780,3736322,0,0,0,15,0,0,93,927.973,0.857874,622630,7,0,10968.8,911.25,984.375,731.25,3502800,0,0,7,0,0,0,0,0.789483,1.03517,1.15893,0.857874,21937.5,1822.5,1968.75,1462.5,7005600,1172.13,7032800,0
928.068,1.2134,622630,7,0,0,0,0,0.002,0,11700,10920,0,972,1050,0,0,780,3736322,0,0,0,15,0,0,93,927.973,0.857874,622630,7,0,10968.8,911.25,984.375,731.25,3502800,0,0,7,0,0,0,0,0.789483,1.03517,1.15893,0.857874,21937.5,1822.5,1968.75,1462.5,7005600,1172.13,7032800,0
451.146,0.236023,644458,11,0,3,1480.64,651530,0.289,0,13650,18590,7290,1134,1225,7875,5850,910,4490620,29322915,0,0,15,0,0,94,451.212,0.915717,644458,11,0,18281.3,1518.75,1640.62,1218.75,6042640,0,0,11,0,0,0,0,0.807893,1.24709,1.3386,0.915717,36562.5,3037.5,3281.25,2437.5,12085300,1213.06,12130600,0
451.11,0.257125,644458,11,0,4,1127.78,724532,0.196,0,11700,18720,9720,972,1050,10500,7800,780,3546994,43477305,0,0,15,0,0,94,451.212,0.915717,644458,11,0,18281.3,1518.75,1640.62,1218.75,6042640,0,0,11,0,0,0,0,0.807893,1.24709,1.3386,0.915717,36562.5,3037.5,3281.25,2437.5,12085300,1213.06,12130600,0
451.154,0.319388,644458,11,0,2,2199.64,423063,0.159,0,15600,18460,4860,1296,1400,5250,3900,1040,5599175,12694590,0,0,15,0,0,94,451.212,0.915717,644458,11,0,18281.3,1518.75,1640.62,1218.75,6042640,0,0,11,0,0,0,0,0.807893,1.24709,1.3386,0.915717,36562.5,3037.5,3281.25,2437.5,12085300,1213.06,12130600,0
451.218,1.02611,644458,11,0,0,0,0,0.133,0,19500,18200,0,1620,1750,0,0,1300,6445481,0,0,0,15,0,0,94,451.212,0.915717,644458,11,0,18281.3,1518.75,1640.62,1218.75,6042640,0,0,11,0,0,0,0,0.807893,1.24709,1.3386,0.915717,36562.5,3037.5,3281.25,2437.5,12085300,1213.06,12130600,0
451.161,0.35743,644458,11,0,1,3418.9,745737,0.066,0,17550,18330,2430,1458,1575,2625,1950,1170,5699654,11187405,0,0,15,0,0,94,451.212,0.915717,644458,11,0,18281.3,1518.75,1640.62,1218.75,6042640,0,0,11,0,0,0,0,0.807893,1.24709,1.3386,0.915717,36562.5,3037.5,3281.25,2437.5,12085300,1213.06,12130600,0
451.232,1.19083,644458,11,0,0,0,0,0.054,0,19500,18200,0,1620,1750,0,0,1300,6445481,0,0,0,15,0,0,94,451.212,0.915717,644458,11,0,18281.3,1518.75,1640.62,1218.75,6042640,0,0,11,0,0,0,0,0.807893,1.24709,1.3386,0.915717,36562.5,3037.5,3281.25,2437.5,12085300,1213.06,12130600,0
451.198,0.833062,644458,11,0,0,0,0,0.029,0,19500,18200,0,1620,1750,0,0,1300,6445481,0,0,0,15,0,0,94,451.212,0.915717,644458,11,0,18281.3,1518.75,1640.62,1218.75,6042640,0,0,11,0,0,0,0,0.807893,1.24709,1.3386,0.915717,36562.5,3037.5,3281.25,2437.5,12085300,1213.06,12130600,0
451.205,0.835364,644458,11,0,0,0,0,0.016,0,19500,18200,0,1620,1750,0,0,1300,6445481,0,0,0,15,0,0,94,451.212,0.915717,644458,11,0,18281.3,1518.75,1640.62,1218.75,6042640,0,0,11,0,0,0,0,0.807893,1.24709,1.3386,0.915717,36562.5,3037.5,3281.25,2437.5,12085300,1213.06,12130600,0
451.262,1.3386,644458,11,0,0,0,0,0.012,0,19500,18200,0,1620,1750,0,0,1300,6445481,0,0,0,15,0,0,94,451.212,0.915717,644458,11,0,18281.3,1518.75,1640.62,1218.75,6042640,0,0,11,0,0,0,0,0.807893,1.24709,1.3386,0.915717,36562.5,3037.5,3281.25,2437.5,12085300,1213.06,12130600,0
451.277,1.30364,644458,11,0,0,0,0,0.012,0,19500,18200,0,1620,1750,0,0,1300,6445481,0,0,0,15,0,0,94,451.212,0.915717,644458,11,0,18281.3,1518.75,1640.62,1218.75,6042640,0,0,11,0,0,0,0,0.807893,1.24709,1.3386,0.915717,36562.5,3037.5,3281.25,2437.5,12085300,1213.06,12130600,0
451.247,1.22739,644458,11,0,0,0,0,0.012,0,19500,18200,0,1620,1750,0,0,1300,6445481,0,0,0,15,0,0,94,451.212,0.915717,644458,11,0,18281.3,1518.75,1640.62,1218.75,6042640,0,0,11,0,0,0,0,0.807893,1.24709,1.3386,0.915717,36562.5,3037.5,3281.25,2437.5,12085300,1213.06,12130600,0
451.189,0.807893,644458,11,0,0,0,0,0.009,0,19500,18200,0,1620,1750,0,0,1300,6445481,0,0,0,15,0,0,94,451.212,0.915717,644458,11,0,18281.3,1518.75,1640.62,1218.75,6042640,0,0,11,0,0,0,0,0.807893,1.24709,1.3386,0.915717,36562.5,3037.5,3281.25,2437.5,12085300,1213.06,12130600,0
451.254,1.24709,644458,11,0,0,0,0,0.005,0,19500,18200,0,1620,1750,0,0,1300,6445481,0,0,0,15,0,0,94,451.212,0.915717,644458,11,0,18281.3,1518.75,1640.62,1218.75,6042640,0,0,11,0,0,0,0,0.807893,1.24709,1.3386,0.915717,36562.5,3037.5,3281.25,2437.5,12085300,1213.06,12130600,0
451.24,1.18079,644458,11,0,0,0,0,0.005,0,19500,18200,0,1620,1750,0,0,1300,6445481,0,0,0,15,0,0,94,451.212,0.915717,644458,11,0,18281.3,1518.75,1640.62,1218.75,6042640,0,0,11,0,0,0,0,0.807893,1.24709,1.3386,0.915717,36562.5,3037.5,3281.25,2437.5,12085300,1213.06,12130600,0
451.225,1.10378,644458,11,0,0,0,0,0.002,0,19500,18200,0,1620,1750,0,0,1300,6445481,0,0,0,15,0,0,94,451.212,0.915717,644458,11,0,18281.3,1518.75,1640.62,1218.75,6042640,0,0,11,0,0,0,0,0.807893,1.24709,1.3386,0.915717,36562.5,3037.5,3281.25,2437.5,12085300,1213.06,12130600,0
451.269,1.38695,644458,11,0,0,0,0,0.002,0,19500,18200,0,1620,1750,0,0,1300,6445481,0,0,0,15,0,0,94,451.212,0.915717,644458,11,0,18281.3,1518.75,1640.62,1218.75,6042640,0,0,11,0,0,0,0,0.807893,1.24709,1.3386,0.915717,36562.5,3037.5,3281.25,2437.5,12085300,1213.06,12130600,0
412.654,0.392615,414190,14,0,1,1433.57,931008,0.289,0,23400,23790,2430,1944,2100,2625,1950,1560,4454538,13966470,0,0,15,0,0,95,412.706,0.789512,414190,14,0,23765.6,1974.38,2132.81,1584.38,5049030,0,0,14,0,0,0,0,0.722448,1.00162,1.06269,0.789512,47531.2,3948.75,4265.62,3168.75,10098100,781.306,10157000,0
412.627,0.264086,414190,14,0,7,766.307,457338,0.196,0,11700,24570,17010,972,1050,18375,13650,780,2183642,48029910,0,0,15,0,0,95,412.706,0.789512,414190,14,0,23765.6,1974.38,2132.81,1584.38,5049030,0,0,14,0,0,0,0,0.722448,1.00162,1.06269,0.789512,47531.2,3948.75,4265.62,3168.75,10098100,781.306,10157000,0
412.661,0.404525,414190,14,0,2,2556.09,334985,0.159,0,21450,23920,4860,1782,1925,5250,3900,1430,4715486,10052250,0,0,15,0,0,95,412.706,0.789512,414190,14,0,23765.6,1974.38,2132.81,1584.38,5049030,0,0,14,0,0,0,0,0.722448,1.00162,1.06269,0.789512,47531.2,3948.75,4265.62,3168.75,10098100,781.306,10157000,0
412.71,0.87177,414190,14,0,1,458.992,99523,0.133,0,23400,23790,2430,1944,2100,2625,1950,1560,5286023,1494195,0,0,15,0,0,95,412.706,0.789512,414190,14,0,23765.6,1974.38,2132.81,1584.38,5049030,0,0,14,0,0,0,0,0.722448,1.00162,1.06269,0.789512,47531.2,3948.75,4265.62,3168.75,10098100,781.306,10157000,0
412.666,0.450451,414190,14,0,1,2559.81,16119,0.066,0,23400,23790,2430,1944,2100,2625,1950,1560,5369427,243135,0,0,15,0,0,95,412.706,0.789512,414190,14,0,23765.6,1974.38,2132.81,1584.38,5049030,0,0,14,0,0,0,0,0.722448,1.00162,1.06269,0.789512,47531.2,3948.75,4265.62,3168.75,10098100,781.306,10157000,0
412.722,0.93298,414190,14,0,1,2280.27,466482,0.054,0,23400,23790,2430,1944,2100,2625,1950,1560,4919064,6998580,0,0,15,0,0,95,412.706,0.789512,414190,14,0,23765.6,1974.38,2132.81,1584.38,5049030,0,0,14,0,0,0,0,0.722448,1.00162,1.06269,0.789512,47531.2,3948.75,4265.62,3168.75,10098100,781.306,10157000,0
412.694,0.759381,414190,14,0,0,0,0,0.029,0,25350,23660,0,2106,2275,0,0,1690,5385636,0,0,0,15,0,0,95,412.706,0.789512,414190,14,0,23765.6,1974.38,2132.81,1584.38,5049030,0,0,14,0,0,0,0,0.722448,1.00162,1.06269,0.789512,47531.2,3948.75,4265.62,3168.75,10098100,781.306,10157000,0
412.7,0.766145,414190,14,0,0,0,0,0.016,0,25350,23660,0,2106,2275,0,0,1690,5385636,0,0,0,15,0,0,95,412.706,0.789512,414190,14,0,23765.6,1974.38,2132.81,1584.38,5049030,0,0,14,0,0,0,0,0.722448,1.00162,1.06269,0.789512,47531.2,3948.75,4265.62,3168.75,10098100,781.306,10157000,0
412.746,1.06089,414190,14,0,0,0,0,0.012,0,25350,23660,0,2106,2275,0,0,1690,5385636,0,0,0,15,0,0,95,412.706,0.789512,414190,14,0,23765.6,1974.38,2132.81,1584.38,5049030,0,0,14,0,0,0,0,0.722448,1.00162,1.06269,0.789512,47531.2,3948.75,4265.62,3168.75,10098100,781.306,10157000,0
412.757,1.06269,414190,14,0,0,0,0,0.012,0,25350,23660,0,2106,2275,0,0,1690,5385636,0,0,0,15,0,0,95,412.706,0.789512,414190,14,0,23765.6,1974.38,2132.81,1584.38,5049030,0,0,14,0,0,0,0,0.722448,1.00162,1.06269,0.789512,47531.2,3948.75,4265.62,3168.75,10098100,781.306,10157000,0
412.734,0.990093,414190,14,0,0,0,0,0.012,0,25350,23660,0,2106,2275,0,0,1690,5385636,0,0,0,15,0,0,95,412.706,0.789512,414190,14,0,23765.6,1974.38,2132.81,1584.38,5049030,0,0,14,0,0,0,0,0.722448,1.00162,1.06269,0.789512,47531.2,3948.75,4265.62,3168.75,10098100,781.306,10157000,0
412.688,0.722448,414190,14,0,0,0,0,0.009,0,25350,23660,0,2106,2275,0,0,1690,5385636,0,0,0,15,0,0,95,412.706,0.789512,414190,14,0,23765.6,1974.38,2132.81,1584.38,5049030,0,0,14,0,0,0,0,0.722448,1.00162,1.06269,0.789512,47531.2,3948.75,4265.62,3168.75,10098100,781.306,10157000,0
412.74,1.00162,414190,14,0,0,0,0,0.005,0,25350,23660,0,2106,2275,0,0,1690,5385636,0,0,0,15,0,0,95,412.706,0.789512,414190,14,0,23765.6,1974.38,2132.81,1584.38,5049030,0,0,14,0,0,0,0,0.722448,1.00162,1.06269,0.789512,47531.2,3948.75,4265.62,3168.75,10098100,781.306,10157000,0
412.728,0.951094,414190,14,0,0,0,0,0.005,0,25350,23660,0,2106,2275,0,0,1690,5385636,0,0,0,15,0,0,95,412.706,0.789512,414190,14,0,23765.6,1974.38,2132.81,1584.38,5049030,0,0,14,0,0,0,0,0.722448,1.00162,1.06269,0.789512,47531.2,3948.75,4265.62,3168.75,10098100,781.306,10157000,0
412.716,0.906986,414190,14,0,0,0,0,0.002,0,25350,23660,0,2106,2275,0,0,1690,5385636,0,0,0,15,0,0,95,412.706,0.789512,414190,14,0,23765.6,1974.38,2132.81,1584.38,5049030,0,0,14,0,0,0,0,0.722448,1.00162,1.06269,0.789512,47531.2,3948.75,4265.62,3168.75,10098100,781.306,10157000,0
412.751,1.09441,414190,14,0,0,0,0,0.002,0,25350,23660,0,2106,2275,0,0,1690,5385636,0,0,0,15,0,0,95,412.706,0.789512,414190,14,0,23765.6,1974.38,2132.81,1584.38,5049030,0,0,14,0,0,0,0,0.722448,1.00162,1.06269,0.789512,47531.2,3948.75,4265.62,3168.75,10098100,781.306,10157000,0
410.848,0.436146,589718,15,0,5,1079.52,629507,0.289,0,17550,26130,12150,1458,1575,13125,9750,1170,5109326,47219775,0,0,15,0,0,96,410.807,0.807032,589718,15,0,25593.8,2126.25,2296.88,1706.25,7741230,0,0,15,0,0,0,0,0.703147,0.957822,1.06773,0.807032,51187.5,4252.5,4593.75,3412.5,15482500,1110.42,15545900,0
410.846,0.558904,589718,15,0,2,2314.28,618824,0.196,0,23400,25740,4860,1944,2100,5250,3900,1560,7019484,18567405,0,0,15,0,0,96,410.807,0.807032,589718,15,0,25593.8,2126.25,2296.88,1706.25,7741230,0,0,15,0,0,0,0,0.703147,0.957822,1.06773,0.807032,51187.5,4252.5,4593.75,3412.5,15482500,1110.42,15545900,0
410.849,0.552139,589718,15,0,2,2622.75,474952,0.159,0,23400,25740,4860,1944,2100,5250,3900,1560,7307227,14251260,0,0,15,0,0,96,410.807,0.807032,589718,15,0,25593.8,2126.25,2296.88,1706.25,7741230,0,0,15,0,0,0,0,0.703147,0.957822,1.06773,0.807032,51187.5,4252.5,4593.75,3412.5,15482500,1110.42,15545900,0
410.778,0.791434,589718,15,0,2,2875.45,560616,0.133,0,23400,25740,4860,1944,2100,5250,3900,1560,7135900,16821165,0,0,15,0,0,96,410.807,0.807032,589718,15,0,25593.8,2126.25,2296.88,1706.25,7741230,0,0,15,0,0,0,0,0.703147,0.957822,1.06773,0.807032,51187.5,4252.5,4593.75,3412.5,15482500,1110.42,15545900,0
410.845,0.563825,589718,15,0,1,3307.9,374384,0.066,0,25350,25610,2430,2106,2275,2625,1950,1690,7882837,5617110,0,0,15,0,0,96,410.807,0.807032,589718,15,0,25593.8,2126.25,2296.88,1706.25,7741230,0,0,15,0,0,0,0,0.703147,0.957822,1.06773,0.807032,51187.5,4252.5,4593.75,3412.5,15482500,1110.42,15545900,0
410.795,0.957822,589718,15,0,1,2847.83,678859,0.054,0,25350,25610,2430,2106,2275,2625,1950,1690,7578362,10184235,0,0,15,0,0,96,410.807,0.807032,589718,15,0,25593.8,2126.25,2296.88,1706.25,7741230,0,0,15,0,0,0,0,0.703147,0.957822,1.06773,0.807032,51187.5,4252.5,4593.75,3412.5,15482500,1110.42,15545900,0
410.806,0.744787,589718,15,0,0,0,0,0.029,0,27300,25480,0,2268,2450,0,0,1820,8257311,0,0,0,15,0,0,96,410.807,0.807032,589718,15,0,25593.8,2126.25,2296.88,1706.25,7741230,0,0,15,0,0,0,0,0.703147,0.957822,1.06773,0.807032,51187.5,4252.5,4593.75,3412.5,15482500,1110.42,15545900,0
410.804,0.703147,589718,15,0,1,2776.51,746491,0.016,0,25350,25610,2430,2106,2275,2625,1950,1690,7510730,11198715,0,0,15,0,0,96,410.807,0.807032,589718,15,0,25593.8,2126.25,2296.88,1706.25,7741230,0,0,15,0,0,0,0,0.703147,0.957822,1.06773,0.807032,51187.5,4252.5,4593.75,3412.5,15482500,1110.42,15545900,0
410.792,1.06773,589718,15,0,0,0,0,0.012,0,27300,25480,0,2268,2450,0,0,1820,8257311,0,0,0,15,0,0,96,410.807,0.807032,589718,15,0,25593.8,2126.25,2296.88,1706.25,7741230,0,0,15,0,0,0,0,0.703147,0.957822,1.06773,0.807032,51187.5,4252.5,4593.75,3412.5,15482500,1110.42,15545900,0
410.79,1.00878,589718,15,0,0,0,0,0.012,0,27300,25480,0,2268,2450,0,0,1820,8257311,0,0,0,15,0,0,96,410.807,0.807032,589718,15,0,25593.8,2126.25,2296.88,1706.25,7741230,0,0,15,0,0,0,0,0.703147,0.957822,1.06773,0.807032,51187.5,4252.5,4593.75,3412.5,15482500,1110.42,15545900,0
410.786,0.94369,589718,15,0,0,0,0,0.012,0,27300,25480,0,2268,2450,0,0,1820,8257311,0,0,0,15,0,0,96,410.807,0.807032,589718,15,0,25593.8,2126.25,2296.88,1706.25,7741230,0,0,15,0,0,0,0,0.703147,0.957822,1.06773,0.807032,51187.5,4252.5,4593.75,3412.5,15482500,1110.42,15545900,0
410.808,0.740365,589718,15,0,0,0,0,0.009,0,27300,25480,0,2268,2450,0,0,1820,8257311,0,0,0,15,0,0,96,410.807,0.807032,589718,15,0,25593.8,2126.25,2296.88,1706.25,7741230,0,0,15,0,0,0,0,0.703147,0.957822,1.06773,0.807032,51187.5,4252.5,4593.75,3412.5,15482500,1110.42,15545900,0
410.793,0.95118,589718,15,0,0,0,0,0.005,0,27300,25480,0,2268,2450,0,0,1820,8257311,0,0,0,15,0,0,96,410.807,0.807032,589718,15,0,25593.8,2126.25,2296.88,1706.25,7741230,0,0,15,0,0,0,0,0.703147,0.957822,1.06773,0.807032,51187.5,4252.5,4593.75,3412.5,15482500,1110.42,15545900,0
410.789,0.937461,589718,15,0,0,0,0,0.005,0,27300,25480,0,2268,2450,0,0,1820,8257311,0,0,0,15,0,0,96,410.807,0.807032,589718,15,0,25593.8,2126.25,2296.88,1706.25,7741230,0,0,15,0,0,0,0,0.703147,0.957822,1.06773,0.807032,51187.5,4252.5,4593.75,3412.5,15482500,1110.42,15545900,0
410.788,0.858546,589718,15,0,0,0,0,0.002,0,27300,25480,0,2268,2450,0,0,1820,8257311,0,0,0,15,0,0,96,410.807,0.807032,589718,15,0,25593.8,2126.25,2296.88,1706.25,7741230,0,0,15,0,0,0,0,0.703147,0.957822,1.06773,0.807032,51187.5,4252.5,4593.75,3412.5,15482500,1110.42,15545900,0
410.797,1.09656,589718,15,0,0,0,0,0.002,0,27300,25480,0,2268,2450,0,0,1820,8257311,0,0,0,15,0,0,96,410.807,0.807032,589718,15,0,25593.8,2126.25,2296.88,1706.25,7741230,0,0,15,0,0,0,0,0.703147,0.957822,1.06773,0.807032,51187.5,4252.5,4593.75,3412.5,15482500,1110.42,15545900,0
459.803,0.273867,500534,14,0,6,996.24,578254,0.289,0,13650,24440,14580,1134,1225,15750,11700,910,3038054,52050915,0,0,15,0,0,97,459.867,0.811842,500534,14,0,23765.6,1974.38,2132.81,1584.38,6101360,0,0,14,0,0,0,0,0.733519,1.02415,1.10823,0.811842,47531.2,3948.75,4265.62,3168.75,12202700,943.202,12261600,0
459.833,0.404539,500534,14,0,3,1955.7,554000,0.196,0,19500,24050,7290,1620,1750,7875,5850,1300,4845846,24934035,0,0,15,0,0,97,459.867,0.811842,500534,14,0,23765.6,1974.38,2132.81,1584.38,6101360,0,0,14,0,0,0,0,0.733519,1.02415,1.10823,0.811842,47531.2,3948.75,4265.62,3168.75,12202700,943.202,12261600,0
