Node ID,Mean Block Receive Time,Mean Block Propagation Time,Mean Block Size,Total Blocks,Stale Blocks,Miner Generated Blocks,Miner Avg Block Gen Interval,Miner Avg Block Size,Hash Rate,Attack Success,INV Received Bytes,INV Sent Bytes,GET_HEADERS Received Bytes,GET_HEADERS Sent Bytes,Headers Received Bytes,Headers Sent Bytes,GET_DATA Received Bytes,GET_DATA Sent Bytes,BLOCK Received Bytes,BLOCK Sent Bytes,EXT_INV Received Bytes,EXT_INV Sent Bytes,EXT_GET_HEADERS Received Bytes,EXT_GET_HEADERS Sent Bytes,EXT_HEADERS Received Bytes,EXT_HEADERS Sent Bytes,EXT_GET_DATA Received Bytes,EXT_GET_DATA Sent Bytes,Chunk Received Bytes,Chunk Sent Bytes,Longest Fork,Blocks in Forks,Connections,Block Timeouts,Chunk Timeouts,Mined Blocks in Main Chain,Fork Height,Fork Length,Block Interval,Is Attacker,Time Interval
0,904.43,23.4407,567457,33,1,0,0,0,0,0,24960,20800,0,5184,5600,0,0,4160,18161504,0,0,0,0,0,0,0,0,0,0,0,1,2,6,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,904.176,7.82979,567457,33,1,0,0,0,0,0,29120,24960,0,5184,5600,0,0,4160,18161504,0,0,0,0,0,0,0,0,0,0,0,1,2,7,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,904.155,4.82669,567457,33,1,0,0,0,0,0,87360,83200,0,5184,5600,0,0,4160,18161504,0,0,0,0,0,0,0,0,0,0,0,1,2,21,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,904.106,2.16731,567457,33,1,6,4821.9,662021,0.1445,0,1388010,2488460,1375542,4212,4550,1485925,1103830,3380,14188840,4521913547,0,0,0,0,0,0,0,0,0,0,1,2,599,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,904.413,22.6685,567457,33,1,0,0,0,0,0,45760,41600,0,5184,5600,0,0,4160,18161504,0,0,0,0,0,0,0,0,0,0,0,1,2,11,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,904.257,10.4693,567457,33,1,0,0,0,0,0,16640,12480,0,5184,5600,0,0,4160,18161504,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,904.389,13.4565,567457,33,1,0,0,0,0,0,87360,83200,0,5184,5600,0,0,4160,18161504,0,0,0,0,0,0,0,0,0,0,0,1,2,21,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,904.26,11.1935,567457,33,1,0,0,0,0,0,54080,49920,0,5184,5600,0,0,4160,18161504,0,0,0,0,0,0,0,0,0,0,0,1,2,13,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,904.248,9.16497,567457,33,1,0,0,0,0,0,58240,54080,0,5184,5600,0,0,4160,18161504,0,0,0,0,0,0,0,0,0,0,0,1,2,14,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,904.371,18.2881,567457,33,1,0,0,0,0,0,33280,29120,0,5184,5600,0,0,4160,18161504,0,0,0,0,0,0,0,0,0,0,0,1,2,8,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,904.118,2.32387,567457,33,1,3,6376.48,593892,0.098,0,2226900,2488070,330156,4698,5075,356650,264940,3770,16379557,1230116132,0,0,0,0,0,0,0,0,0,0,1,2,599,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,904.138,3.10254,567457,33,1,0,0,0,0,0,116480,112320,0,5184,5600,0,0,4160,18161504,0,0,0,0,0,0,0,0,0,0,0,1,2,28,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,904.225,7.85851,567457,33,1,0,0,0,0,0,16640,12480,0,5184,5600,0,0,4160,18161504,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,904.455,22.6294,567457,33,1,0,0,0,0,0,37440,33280,0,5184,5600,0,0,4160,18161504,0,0,0,0,0,0,0,0,0,0,0,1,2,9,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,904.351,17.1307,567457,33,1,0,0,0,0,0,29120,24960,0,5184,5600,0,0,4160,18161504,0,0,0,0,0,0,0,0,0,0,0,1,2,7,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,904.368,19.8988,567457,33,1,0,0,0,0,0,24960,20800,0,5184,5600,0,0,4160,18161504,0,0,0,0,0,0,0,0,0,0,0,1,2,6,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,904.324,14.617,567457,33,1,0,0,0,0,0,12480,8320,0,5184,5600,0,0,4160,18161504,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,904.253,11.5416,567457,33,1,0,0,0,0,0,33280,29120,0,5184,5600,0,0,4160,18161504,0,0,0,0,0,0,0,0,0,0,0,1,2,8,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,904.204,7.51793,567457,33,1,0,0,0,0,0,16640,12480,0,5184,5600,0,0,4160,18161504,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,904.383,24.2199,567457,33,1,0,0,0,0,0,33280,29120,0,5184,5600,0,0,4160,18161504,0,0,0,0,0,0,0,0,0,0,0,1,2,8,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,904.475,26.5085,567457,33,1,0,0,0,0,0,37440,33280,0,5184,5600,0,0,4160,18161504,0,0,0,0,0,0,0,0,0,0,0,1,2,9,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,904.309,10.6365,567457,33,1,1,23979.9,948603,0.0665,0,2201030,2342210,180954,5022,5425,195475,145210,4030,17212811,721737078,0,0,0,0,0,0,0,0,0,0,1,2,564,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
