Mean Block Receive Time,Mean Block Propagation Time,Mean Block Size,Total Blocks,Stale Blocks,The average INV,The average GET_HEADERS Bytes,The average Headers Bytes,The average GET_DATA Sent Bytes,The average BLOCK Bytes,Longest Fork,Blocks in Forks,Mined Blocks in Main Chain,Fork Height,Fork Length,Block Interval,Time Interval,25 percentile of Block Propagation Time,75 percentile of Block Propagation Time,90 percentile of Block Propagation Time,Miners Mean Block Propagation Time,Total average traffic due to INV messages,Total average traffic due to GET_HEADERS messages,Total average traffic due to HEADERS messages,Total average traffic due to GET_DATA messages,Total average traffic due to BLOCK messages,Total average traffic/node,average Bandwidth Per Node
904.305,14.2104,567457,16.5,0.5,43752.4,2588.22,4215.75,2076.97,1.42345e+07,0.5,1,16,0,0,0,0,0,12.1735,19.2565,7.87902,86450,6490.8,7011.67,5208.67,2.32982e+07,1509.89,2.34033e+07
-nan,-nan,-nan,16.5,0.5,44862.6,2587.14,1374.92,2076.1,3.89674e+06,0.5,1,16,0,0,0,0,0,11.7788,18.5232,8.06924,90779.9,3859.92,4169.67,3097.47,1.29643e+07,842.981,1.30662e+07
