Node ID,Mean Block Receive Time,Mean Block Propagation Time,Mean Block Size,Total Blocks,Stale Blocks,Miner Generated Blocks,Miner Avg Block Gen Interval,Miner Avg Block Size,Hash Rate,Attack Success,INV Received Bytes,INV Sent Bytes,GET_HEADERS Received Bytes,GET_HEADERS Sent Bytes,Headers Received Bytes,Headers Sent Bytes,GET_DATA Received Bytes,GET_DATA Sent Bytes,BLOCK Received Bytes,BLOCK Sent Bytes,EXT_INV Received Bytes,EXT_INV Sent Bytes,EXT_GET_HEADERS Received Bytes,EXT_GET_HEADERS Sent Bytes,EXT_HEADERS Received Bytes,EXT_HEADERS Sent Bytes,EXT_GET_DATA Received Bytes,EXT_GET_DATA Sent Bytes,Chunk Received Bytes,Chunk Sent Bytes,Longest Fork,Blocks in Forks,Connections,Block Timeouts,Chunk Timeouts,Mined Blocks in Main Chain,Fork Height,Fork Length,Block Interval,Is Attacker,Time Interval,The average INV,The average GET_HEADERS Bytes,The average Headers Bytes,The average GET_DATA Sent Bytes,The average BLOCK Bytes,25 percentile of Block Propagation Time,75 percentile of Block Propagation Time,90 percentile of Block Propagation Time,Miners Mean Block Propagation Time,Total average traffic due to INV messages,Total average traffic due to GET_HEADERS messages,Total average traffic due to HEADERS messages,Total average traffic due to GET_DATA messages,Total average traffic due to BLOCK messages,Total average traffic/node
-1.4682263526971893,1.0837339496369331,2256.8495384578982,0.030822421938016212,263.30885830699134,68.0,175.25927635923722,1.8012889234770046,1.3998423419099177,1.534014312556836,0.0,153.97562131607322,209.22004668804954,175.25927635923722,131.7116667486933,142.48493221660178,175.25927635923722,175.2592763592372,138.2326385983741,140.8358569288412,173.32117005661067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,136.0,0.25000000000000017,0.0,0.0,-0.24164375832973212,0.0,0.0,0.0,0.0,0.0,-0.2399991856646436,-0.24005410736373833,-0.24005415589116352,-0.2400541576905484,-0.2369979623207705,-0.24895533275886533,-0.24727590852212697,-0.24703800204299994,-0.24904209177632972,-0.23999135306472819,-0.24005416192936718,-0.24002634644532905,-0.24005416192936713,-0.23695663161854802,-0.2449969344072394
-1.2602276193984208,1.0837339496369331,2256.679639062298,0.030822421938016212,263.30885830699134,68.0,137.91512225038377,2.397999609134781,1.3788956386837932,1.2177669589420406,0.0,165.59633161746072,208.40679481684015,137.91512225038377,143.34378855552018,154.10660761340284,137.91512225038377,137.91512225038375,149.864760405201,152.71096507408626,134.93921233503463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,136.0,0.25000000000000017,0.0,0.0,-0.24164375832973212,0.0,0.0,0.0,0.0,0.0,-0.2399991856646436,-0.24005410736373833,-0.24005415589116352,-0.2400541576905484,-0.2369979623207705,-0.24895533275886533,-0.24727590852212697,-0.24703800204299994,-0.24904209177632972,-0.23999135306472819,-0.24005416192936718,-0.24002634644532905,-0.24005416192936713,-0.23695663161854802,-0.2449969344072394
-1.0522288860996523,1.0837287811085012,2260.091402600964,0.030822421938016212,263.30885830699134,68.0,93.28430392516869,3.847873775162175,1.3721437389404634,0.9015196053272452,0.0,179.48449758741162,207.43485965368745,93.28430392516867,157.24559266611817,167.99592699006757,93.28430392516867,93.28430392516867,163.766564515799,166.3170174638106,90.9626084007744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,136.0,0.25000000000000017,0.0,0.0,-0.24164375832973212,0.0,0.0,0.0,0.0,0.0,-0.2399991856646436,-0.24005410736373833,-0.24005415589116352,-0.2400541576905484,-0.2369979623207705,-0.24895533275886533,-0.24727590852212697,-0.24703800204299994,-0.24904209177632972,-0.23999135306472819,-0.24005416192936718,-0.24002634644532905,-0.24005416192936713,-0.23695663161854802,-0.2449969344072394
-0.8442301528008838,1.0837339496369331,2256.9046409645794,0.030822421938016212,263.30885830699134,68.0,57.761815870405634,6.128936432768932,0.9753355536176012,0.08657450178142596,0.0,190.53834397165826,206.66127860546388,57.76181587040563,168.3102938970023,179.05069139190275,57.761815870405634,57.76181587040563,174.8312657466831,180.62948376047686,44.702779052602196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,136.0,0.25000000000000017,0.0,0.0,-0.24164375832973212,0.0,0.0,0.0,0.0,0.0,-0.2399991856646436,-0.24005410736373833,-0.24005415589116352,-0.2400541576905484,-0.2369979623207705,-0.24895533275886533,-0.24727590852212697,-0.24703800204299994,-0.24904209177632972,-0.23999135306472819,-0.24005416192936718,-0.24002634644532905,-0.24005416192936713,-0.23695663161854802,-0.2449969344072394
-0.6362314195021153,1.0837339496369331,2259.508234405257,0.030822421938016212,263.30885830699134,68.0,51.38598468108919,7.336761451507062,1.131945936920753,-0.059385815271556605,0.0,192.52236768165125,206.5224307250135,51.385984681089184,170.296265912802,181.03487987428343,51.38598468108919,51.38598468108919,176.81723776248282,180.8937516713901,43.84862937583451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,136.0,0.25000000000000017,0.0,0.0,-0.24164375832973212,0.0,0.0,0.0,0.0,0.0,-0.2399991856646436,-0.24005410736373833,-0.24005415589116352,-0.2400541576905484,-0.2369979623207705,-0.24895533275886533,-0.24727590852212697,-0.24703800204299994,-0.24904209177632972,-0.23999135306472819,-0.24005416192936718,-0.24002634644532905,-0.24005416192936713,-0.23695663161854802,-0.2449969344072394
-0.4282326862033468,1.0837339496369331,2258.126079862675,0.030822421938016212,263.30885830699134,68.0,25.882659923823425,14.223363978364914,0.8459080986599224,-0.3634698091319368,0.0,200.4584625216232,205.96703920321198,25.882659923823418,178.24015397600087,188.97163380380613,25.88265992382342,25.882659923823418,184.7611258256817,188.80794893195386,18.268872043114857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,136.0,0.25000000000000017,0.0,0.0,-0.24164375832973212,0.0,0.0,0.0,0.0,0.0,-0.2399991856646436,-0.24005410736373833,-0.24005415589116352,-0.2400541576905484,-0.2369979623207705,-0.24895533275886533,-0.24727590852212697,-0.24703800204299994,-0.24904209177632972,-0.23999135306472819,-0.24005416192936718,-0.24002634644532905,-0.24005416192936713,-0.23695663161854802,-0.2449969344072394
-0.22023395290457834,1.0837339496369331,2257.9469967159616,0.030822421938016212,263.30885830699134,68.0,9.487665437009712,40.15023098607227,1.293334905072799,-0.5215934859393346,0.0,205.56023777589087,205.61000179633956,9.487665437009712,183.34693915948586,194.0738327584993,9.487665437009712,9.487665437009712,189.86791100916665,191.71283806540774,8.879876966826943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,136.0,0.25000000000000017,0.0,0.0,-0.24164375832973212,0.0,0.0,0.0,0.0,0.0,-0.2399991856646436,-0.24005410736373833,-0.24005415589116352,-0.2400541576905484,-0.2369979623207705,-0.24895533275886533,-0.24727590852212697,-0.24703800204299994,-0.24904209177632972,-0.23999135306472819,-0.24005416192936718,-0.24002634644532905,-0.24005416192936713,-0.23695663161854802,-0.2449969344072394
-0.012235219605809866,1.0837287811085012,2259.3521106363273,0.030822421938016212,263.30885830699134,68.0,10.398498464054919,36.187945944830865,1.1388422255587975,-0.5702469249569955,0.0,205.27680581732045,205.62983720783245,10.398498464054917,183.06322887151447,193.79037726101635,10.398498464054917,10.398498464054917,189.58420072119526,191.7120268956218,8.882498777428452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,136.0,0.25000000000000017,0.0,0.0,-0.24164375832973212,0.0,0.0,0.0,0.0,0.0,-0.2399991856646436,-0.24005410736373833,-0.24005415589116352,-0.2400541576905484,-0.2369979623207705,-0.24895533275886533,-0.24727590852212697,-0.24703800204299994,-0.24904209177632972,-0.23999135306472819,-0.24005416192936718,-0.24002634644532905,-0.24005416192936713,-0.23695663161854802,-0.2449969344072394
0.1957635136929586,1.0837287811085012,2260.6699789211148,0.030822421938016212,263.30885830699134,68.0,2.201001220648063,146.48738273037148,2.6484521846177387,-0.5702469249569955,0.0,207.8276934444543,205.45131850439626,2.2010012206480627,185.61662146325693,196.34147673836293,2.2010012206480627,2.2010012206480627,192.13759331293775,193.24502573757846,3.9276389126140554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,136.0,0.25000000000000017,0.0,0.0,-0.24164375832973212,0.0,0.0,0.0,0.0,0.0,-0.2399991856646436,-0.24005410736373833,-0.24005415589116352,-0.2400541576905484,-0.2369979623207705,-0.24895533275886533,-0.24727590852212697,-0.24703800204299994,-0.24904209177632972,-0.23999135306472819,-0.24005416192936718,-0.24002634644532905,-0.24005416192936713,-0.23695663161854802,-0.2449969344072394
0.4037622469917271,1.0837287811085012,2259.705685054197,0.030822421938016212,263.30885830699134,68.0,10.398498464054919,34.1444378932234,1.7856769712344556,-0.5702469249569955,0.0,205.27680581732045,205.62983720783245,10.398498464054917,183.06322887151447,193.79037726101635,10.398498464054917,10.398498464054917,189.58420072119526,190.61203828042883,12.437810948581719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,136.0,0.25000000000000017,0.0,0.0,-0.24164375832973212,0.0,0.0,0.0,0.0,0.0,-0.2399991856646436,-0.24005410736373833,-0.24005415589116352,-0.2400541576905484,-0.2369979623207705,-0.24895533275886533,-0.24727590852212697,-0.24703800204299994,-0.24904209177632972,-0.23999135306472819,-0.24005416192936718,-0.24002634644532905,-0.24005416192936713,-0.23695663161854802,-0.2449969344072394
