Miner Avg Block Size,Hash Rate,Iteration,25 percentile of Block Propagation Time,75 percentile of Block Propagation Time,90 percentile of Block Propagation Time,Miners Mean Block Propagation Time,Total average traffic/node,Mean Block Size_x,Miner Avg Block Gen Interval,Label
208855.0,0.196,28,0.64539,0.741664,0.750662,0.678196,680.406,360376,1604.44,0
0.0,0.054,98,0.686726,0.989598,1.09981,0.800546,1081.97,574545,0.0,0
577246.0,0.054,69,491.679,492.119,492.161,461.153,966.249,521747,11942.3,1
641708.0,0.005,56,447.982,448.344,448.424,420.18,918.404,495432,240997.0,1
393364.0,0.029,19,0.628019,0.811891,0.859728,0.715855,966.596,513011,5982.23,0
535647.0,0.066,7,496.351,496.698,496.744,465.526,994.148,537090,8541.0,1
0.0,0.012,14,0.686319,0.95523,1.04635,0.785594,1068.69,567459,0.0,0
0.0,0.002,88,0.661018,0.818773,0.848512,0.721232,933.342,495276,0.0,0
421766.0,0.196,32,0.640847,0.808355,0.834609,0.705667,775.429,411055,1195.21,0
0.0,0.005,37,0.805766,1.22612,1.30296,0.902681,1118.73,594149,0.0,0
51901.0,0.066,40,0.669203,1.01048,1.07695,0.799599,972.571,516198,418.765,0
0.0,0.012,33,0.702939,0.995297,1.1098,0.812939,1140.95,606000,0.0,0
0.0,0.005,93,0.789483,1.03517,1.15893,0.857874,1172.13,622630,0.0,0
572650.0,0.133,68,335.047,335.331,335.384,314.265,1012.33,545810,3997.01,1
473830.0,0.016,16,500.3,500.679,500.764,469.221,989.21,533283,38791.9,1
0.0,0.012,6,0.694293,0.844065,0.962721,0.777906,1226.12,651425,0.0,0
0.0,0.002,26,0.652792,0.991517,1.00107,0.802776,1148.6,610082,0.0,0
0.0,0.005,85,0.814196,1.08375,1.18895,0.885673,1377.25,732029,0.0,0
653244.0,0.012,13,481.747,482.076,482.248,451.852,982.054,528906,60105.2,1
458234.0,0.3,16,500.3,500.679,500.764,469.221,989.21,521217,1956.01,1
247422.0,0.066,76,0.661773,0.921069,0.967572,0.752537,772.09,409274,1407.57,0
235412.0,0.002,31,434.656,435.07,435.111,407.711,1008.87,544165,59954.2,1
679419.0,0.009,93,356.473,356.804,356.855,334.358,1016.43,548039,41354.4,1
0.0,0.029,61,0.726917,1.01247,1.05379,0.793065,874.251,463760,0.0,0
554000.0,0.196,97,0.733519,1.02415,1.10823,0.811842,943.202,500534,1955.7,0
517000.0,0.005,29,273.36,273.632,273.662,256.429,988.902,532599,66111.9,1
0.0,0.066,48,0.738834,0.949851,0.982396,0.782377,888.553,471388,0.0,0
0.0,0.016,70,0.707423,0.921784,0.949004,0.787627,1114.43,591857,0.0,0
487388.0,0.185,5,447.982,448.344,448.424,420.18,918.404,495432,3606.86,1
0.0,0.012,25,0.759372,0.971695,1.06264,0.792786,839.343,445143,0.0,0
485668.0,0.066,85,0.814196,1.08375,1.18895,0.885673,1377.25,732029,1203.13,0
580207.0,0.016,35,416.324,416.718,416.749,390.509,971.288,523676,36068.1,1
602549.0,0.159,90,253.414,253.693,253.735,237.726,993.679,537236,4576.24,1
481137.0,0.159,22,0.68801,1.0007,1.03476,0.774796,734.689,389327,1499.03,0
0.0,0.005,84,0.82566,0.978922,1.03866,0.851845,1211.85,643812,0.0,0
481611.0,0.012,48,348.843,349.115,349.154,327.194,960.232,518561,38348.7,1
512989.0,0.009,57,366.84,367.196,367.214,344.106,944.674,509639,99731.3,1
0.0,0.005,14,0.686319,0.95523,1.04635,0.785594,1068.69,567459,0.0,0
431678.0,0.012,13,481.747,482.076,482.248,451.852,982.054,528906,33257.8,1
996573.0,0.016,59,0.647971,1.17288,1.20052,0.893706,1453.71,772806,215.625,0
527740.0,0.029,46,343.936,344.273,344.315,322.608,965.201,520742,19954.3,1
397402.0,0.002,6,366.84,367.196,367.214,344.106,944.674,509639,159056.0,1
0.0,0.005,40,0.669203,1.01048,1.07695,0.799599,972.571,516198,0.0,0
263054.0,0.005,83,399.43,399.78,399.827,374.659,1007.24,543340,97495.1,1
745319.0,0.054,85,0.814196,1.08375,1.18895,0.885673,1377.25,732029,2246.07,0
0.0,0.029,24,0.669102,0.874683,0.951539,0.771794,1092.81,580323,0.0,0
548945.0,0.066,81,338.107,338.402,338.471,317.153,967.889,522208,9577.63,1
390740.0,0.012,15,326.229,326.501,326.604,305.989,943.456,509562,30614.0,1
0.0,0.196,87,0.67022,0.930045,0.971915,0.737162,621.95,329200,0.0,0
643646.0,0.029,12,643.659,644.054,644.128,603.652,974.214,524237,18630.5,1
746633.0,0.016,76,0.661773,0.921069,0.967572,0.752537,772.09,409274,1003.47,0
465933.0,0.016,81,338.107,338.402,338.471,317.153,967.889,522208,59006.5,1
62481.5,0.054,32,0.640847,0.808355,0.834609,0.705667,775.429,411055,2543.37,0
662708.0,0.009,66,326.229,326.501,326.604,305.989,943.456,509562,194027.0,1
0.0,0.002,80,0.676665,1.0054,1.10315,0.795797,1011.27,536837,0.0,0
735070.0,0.289,51,0.756426,1.08716,1.18883,0.856325,1182.69,628259,1132.44,0
484892.0,0.016,58,496.351,496.698,496.744,465.526,994.148,537090,29042.8,1
0.0,0.016,4,0.66929,0.897063,0.935389,0.757009,990.696,525864,0.0,0
0.0,0.009,97,0.733519,1.02415,1.10823,0.811842,943.202,500534,0.0,0
486379.0,0.289,23,0.816755,1.12341,1.17176,0.872941,1101.15,584773,2223.6,0
500916.0,0.196,62,0.648697,0.834026,0.85644,0.734111,1051.38,558228,1013.19,0
0.0,0.029,43,0.650265,0.994336,1.07234,0.78698,880.802,467254,0.0,0
0.0,0.005,6,0.694293,0.844065,0.962721,0.777906,1226.12,651425,0.0,0
146230.0,0.012,87,0.67022,0.930045,0.971915,0.737162,621.95,329200,5579.75,0
575312.0,0.029,47,516.173,516.633,516.742,484.145,998.115,539134,18488.0,1
0.0,0.012,40,0.669203,1.01048,1.07695,0.799599,972.571,516198,0.0,0
442675.0,0.005,49,313.0,313.243,313.301,293.58,937.788,505990,98159.4,1
648479.0,0.066,19,348.617,348.966,349.028,327.01,1017.86,551127,9229.13,1
556270.0,0.005,31,434.656,435.07,435.111,407.711,1008.87,544165,74734.8,1
0.0,0.066,46,0.751953,0.873435,0.972134,0.795413,1130.02,600173,0.0,0
697750.0,0.002,28,506.143,506.546,506.575,474.715,919.284,495645,212149.0,1
0.0,0.066,31,0.596539,0.702816,0.749286,0.642436,735.085,389539,0.0,0
826182.0,0.002,1,611.904,612.378,612.423,573.893,973.376,524621,250202.0,1
0.0,0.005,2,0.631353,0.708518,0.761349,0.665484,811.887,430499,0.0,0
441560.0,0.005,7,496.351,496.698,496.744,465.526,994.148,537090,108248.0,1
0.0,0.012,0,0.691152,0.85408,0.904384,0.718881,746.894,395836,0.0,0
448906.0,0.002,83,399.43,399.78,399.827,374.659,1007.24,543340,65247.5,1
564460.0,0.054,75,253.117,253.418,253.498,237.472,994.27,538681,12433.1,1
705600.0,0.133,44,0.608292,0.908287,1.00163,0.765848,1065.25,565624,4113.88,0
462989.0,0.3,86,396.405,396.735,396.869,371.82,921.732,487692,1953.47,1
0.0,0.005,22,0.68801,1.0007,1.03476,0.774796,734.689,389327,0.0,0
506019.0,0.185,89,512.413,512.803,512.838,480.592,987.871,532938,3184.55,1
0.0,0.012,77,0.66221,0.85636,0.914912,0.722909,680.909,360644,0.0,0
565734.0,0.159,51,492.51,492.899,492.977,461.931,1001.38,539467,3889.84,1
0.0,0.012,59,0.647971,1.17288,1.20052,0.893706,1453.71,772806,0.0,0
0.0,0.016,81,0.666985,0.870523,0.93077,0.729491,856.106,454083,0.0,0
498220.0,0.016,97,195.433,195.635,195.658,183.335,970.88,524277,46977.7,1
0.0,0.005,68,0.619247,0.71473,0.726405,0.656419,727.016,385235,0.0,0
594563.0,0.029,37,367.667,367.992,368.142,344.894,982.951,529164,18571.9,1
0.0,0.016,18,0.846427,1.20275,1.31332,0.937192,1484.9,789442,0.0,0
417539.0,0.159,77,0.66221,0.85636,0.914912,0.722909,680.909,360644,3395.63,0
776124.0,0.005,32,411.683,411.967,412.116,386.144,941.402,508079,101274.0,1
540576.0,0.185,36,482.108,482.423,482.487,452.162,984.258,530521,3787.02,1
0.0,0.002,47,0.765354,0.982364,1.01682,0.791119,862.276,457373,0.0,0
0.0,0.005,19,0.628019,0.811891,0.859728,0.715855,966.596,513011,0.0,0
497450.0,0.005,79,312.325,312.575,312.698,292.965,971.445,524984,71718.5,1
374384.0,0.066,96,0.703147,0.957822,1.06773,0.807032,1110.42,589718,3307.9,0
787983.0,0.009,59,387.318,387.57,387.724,363.287,935.035,504824,79797.1,1
0.0,0.012,90,0.673366,0.841643,0.8677,0.738422,908.86,482218,0.0,0
0.0,0.012,23,0.816755,1.12341,1.17176,0.872941,1101.15,584773,0.0,0
568906.0,0.012,21,520.737,521.18,521.209,488.418,982.408,530218,57900.0,1
330133.0,0.016,74,311.97,312.28,312.297,292.634,953.239,515035,32624.7,1
991271.0,0.133,48,0.738834,0.949851,0.982396,0.782377,888.553,471388,725.12,0
0.0,0.029,48,0.738834,0.949851,0.982396,0.782377,888.553,471388,0.0,0
564947.0,0.029,65,461.6,461.978,462.02,432.939,962.396,520341,21602.9,1
551253.0,0.185,13,481.747,482.076,482.248,451.852,982.054,528906,3402.77,1
420390.0,0.133,38,0.712593,0.79259,0.897001,0.743848,1100.56,584460,1285.26,0
649845.0,0.012,55,460.552,461.019,461.047,431.996,975.891,526357,45698.3,1
566825.0,0.159,93,356.473,356.804,356.855,334.358,1016.43,548039,3770.8,1
0.0,0.002,28,0.64539,0.741664,0.750662,0.678196,680.406,360376,0.0,0
382450.0,0.005,56,447.982,448.344,448.424,420.18,918.404,495432,116439.0,1
486011.0,0.012,42,339.741,340.03,340.054,318.677,979.093,527410,32249.6,1
527350.0,0.012,39,310.26,310.521,310.627,291.022,949.606,512980,40222.3,1
0.0,0.005,47,0.765354,0.982364,1.01682,0.791119,862.276,457373,0.0,0
498674.0,0.066,92,0.712741,0.805857,0.877225,0.759304,1112.03,590575,1377.94,0
515078.0,0.029,77,353.606,353.952,353.957,331.696,988.015,532351,25935.2,1
377119.0,0.016,72,287.286,287.602,287.655,269.489,989.706,534007,54903.8,1
0.0,0.012,17,0.730172,1.02362,1.07408,0.803334,847.811,449659,0.0,0
0.0,0.016,22,0.68801,1.0007,1.03476,0.774796,734.689,389327,0.0,0
933599.0,0.196,72,0.804439,1.2282,1.27143,0.897546,1103.4,585971,3161.19,0
6136.0,0.196,75,0.650614,0.787116,0.832724,0.706129,981.397,520905,4969.52,0
2.07956e-312,0.005,11,212.294,212.551,212.617,199.183,993.499,537113,0.0,1
551222.0,0.054,18,458.82,459.22,459.269,430.339,979.916,529206,17557.9,1
0.0,0.066,20,0.592206,0.68474,0.740479,0.633862,851.205,412685,0.0,0
0.0,0.005,79,0.686959,1.12129,1.20197,0.881037,1429.94,760126,0.0,0
556144.0,0.005,50,390.773,391.064,391.143,366.505,964.881,520744,91855.0,1
641551.0,0.012,95,247.294,247.579,247.631,232.0,1017.66,550237,60527.2,1
0.0,0.009,80,0.676665,1.0054,1.10315,0.795797,1011.27,536837,0.0,0
456171.0,0.012,21,520.737,521.18,521.209,488.418,982.408,530218,35894.6,1
337971.0,0.016,61,439.64,440.002,440.084,412.374,968.594,522386,58233.1,1
634096.0,0.012,75,253.117,253.418,253.498,237.472,994.27,538681,63967.5,1
553235.0,0.012,80,652.137,652.538,652.628,611.597,995.159,536923,46794.8,1
62935.0,0.196,99,0.593446,0.914479,0.934888,0.745328,677.304,358722,2187.73,0
0.0,0.012,9,0.764402,1.19979,1.29963,0.901142,1136.76,603763,0.0,0
375798.0,0.159,54,0.801176,1.15063,1.24127,0.887158,1178.13,625827,1962.56,0
0.0,0.005,87,0.67022,0.930045,0.971915,0.737162,621.95,329200,0.0,0
512989.0,0.009,6,366.84,367.196,367.214,344.106,944.674,509639,99731.3,1
0.0,0.012,73,0.740077,1.13212,1.2236,0.857515,1043.87,554224,0.0,0
504099.0,0.133,36,482.108,482.423,482.487,452.162,984.258,530521,5295.13,1
0.0,0.012,60,0.697807,0.78886,0.887863,0.751847,1083.72,575478,0.0,0
0.0,0.002,22,0.68801,1.0007,1.03476,0.774796,734.689,389327,0.0,0
0.0,0.009,89,0.689497,0.991239,1.07558,0.782841,882.987,468419,0.0,0
497439.0,0.012,72,287.286,287.602,287.655,269.489,989.706,534007,42196.5,1
412055.0,0.012,14,461.6,461.978,462.02,432.939,962.396,520341,31516.5,1
348778.0,0.002,89,512.413,512.803,512.838,480.592,987.871,532938,260134.0,1
579358.0,0.012,70,366.328,366.697,366.77,343.635,938.876,506636,81222.1,1
0.0,0.012,68,0.619247,0.71473,0.726405,0.656419,727.016,385235,0.0,0
562615.0,0.159,84,526.066,526.46,526.669,493.43,981.3,528476,4224.01,1
556357.0,0.133,63,643.659,644.054,644.128,603.652,974.214,524237,4671.41,1
540672.0,0.185,35,416.324,416.718,416.749,390.509,971.288,523676,3347.48,1
568947.0,0.066,70,366.328,366.697,366.77,343.635,938.876,506636,7938.21,1
0.0,0.005,22,0.68801,1.0007,1.03476,0.774796,734.689,389327,0.0,0
0.0,0.005,80,0.676665,1.0054,1.10315,0.795797,1011.27,536837,0.0,0
170128.0,0.159,60,0.697807,0.78886,0.887863,0.751847,1083.72,575478,3054.29,0
529014.0,0.012,8,387.318,387.57,387.724,363.287,935.035,504824,40573.2,1
0.0,0.012,18,0.846427,1.20275,1.31332,0.937192,1484.9,789442,0.0,0
516381.0,0.133,39,310.26,310.521,310.627,291.022,949.606,512980,4859.57,1
0.0,0.159,64,0.749669,1.03024,1.17849,0.835917,1140.0,605493,0.0,0
0.0,0.012,21,0.664209,0.971515,0.990242,0.791796,1126.21,598137,0.0,0
0.0,0.012,11,0.637869,0.84837,0.943721,0.730843,812.747,430958,0.0,0
597318.0,0.133,9,259.097,259.361,259.451,243.053,997.652,539061,4494.94,1
539572.0,0.185,43,219.743,220.042,220.087,206.167,968.953,523681,3155.58,1
459153.0,0.016,94,259.703,259.988,260.059,243.63,969.755,523941,30015.7,1
0.0,0.012,86,0.668537,0.895589,0.927563,0.752981,691.321,366198,0.0,0
588874.0,0.029,43,219.743,220.042,220.087,206.167,968.953,523681,17847.9,1
0.0,0.005,20,0.592206,0.68474,0.740479,0.633862,851.205,412685,0.0,0
0.0,0.012,16,0.793949,1.12165,1.18168,0.888964,1300.03,690843,0.0,0
541048.0,0.054,96,476.688,477.085,477.105,447.091,946.659,511268,12678.7,1
0.0,0.002,57,0.676917,0.986722,1.05401,0.775022,812.749,430959,0.0,0
804337.0,0.054,71,0.660473,0.755272,0.801273,0.705114,1037.94,551064,4829.39,0
0.0,0.002,69,0.762012,1.05922,1.13596,0.82035,895.697,475198,0.0,0
999619.0,0.159,63,0.765763,0.862735,0.988143,0.812636,1362.64,724237,2765.46,0
625362.0,0.005,78,139.946,140.149,140.213,131.335,963.011,521525,68202.1,1
0.0,0.029,92,0.712741,0.805857,0.877225,0.759304,1112.03,590575,0.0,0
583746.0,0.054,57,366.84,367.196,367.214,344.106,944.674,509639,12481.6,1
0.0,0.054,61,0.726917,1.01247,1.05379,0.793065,874.251,463760,0.0,0
498346.0,0.016,37,367.667,367.992,368.142,344.894,982.951,529164,24774.6,1
942146.0,0.066,37,0.805766,1.22612,1.30296,0.902681,1118.73,594149,1715.9,0
0.0,0.005,97,0.733519,1.02415,1.10823,0.811842,943.202,500534,0.0,0
548096.0,0.012,88,351.863,352.245,352.284,330.08,989.667,533813,31351.8,1
947327.0,0.066,58,0.715496,1.02715,1.07542,0.794708,914.602,485281,4025.62,0
620484.0,0.002,31,434.656,435.07,435.111,407.711,1008.87,544165,489331.0,1
0.0,0.029,68,0.619247,0.71473,0.726405,0.656419,727.016,385235,0.0,0
442778.0,0.3,48,348.843,349.115,349.154,327.194,960.232,500827,2095.58,1
0.0,0.012,93,0.789483,1.03517,1.15893,0.857874,1172.13,622630,0.0,0
502572.0,0.012,89,512.413,512.803,512.838,480.592,987.871,532938,188166.0,1
573617.0,0.012,85,290.074,290.436,290.446,272.115,962.853,520579,65095.0,1
460864.0,0.289,52,0.737186,0.829942,0.843226,0.764621,1258.61,668752,1404.77,0
514208.0,0.002,79,312.325,312.575,312.698,292.965,971.445,524984,252291.0,1
0.0,0.002,12,0.642219,0.884608,0.932311,0.753477,979.165,519715,0.0,0
0.0,0.066,25,0.759372,0.971695,1.06264,0.792786,839.343,445143,0.0,0
0.0,0.012,25,0.759372,0.971695,1.06264,0.792786,839.343,445143,0.0,0
0.0,0.005,9,0.764402,1.19979,1.29963,0.901142,1136.76,603763,0.0,0
0.0,0.005,12,0.642219,0.884608,0.932311,0.753477,979.165,519715,0.0,0
439815.0,0.3,54,452.465,452.835,452.894,424.385,989.392,516442,1930.95,1
528711.0,0.159,5,447.982,448.344,448.424,420.18,918.404,495432,3886.2,1
527746.0,0.054,71,381.73,381.967,382.031,358.018,1001.14,540248,8957.86,1
517747.0,0.133,78,139.946,140.149,140.213,131.335,963.011,521525,4794.52,1
511763.0,0.054,67,500.3,500.679,500.764,469.221,989.21,533283,11925.9,1
465820.0,0.002,58,496.351,496.698,496.744,465.526,994.148,537090,291445.0,1
448670.0,0.012,31,434.656,435.07,435.111,407.711,1008.87,544165,45512.5,1
445443.0,0.002,2,625.239,625.729,625.853,586.427,1011.16,544223,131736.0,1
0.0,0.012,49,0.663345,0.95889,0.981899,0.7603,740.302,392321,0.0,0
0.0,0.005,70,0.707423,0.921784,0.949004,0.787627,1114.43,591857,0.0,0
831812.0,0.002,73,599.358,599.832,599.962,562.16,946.802,509492,132457.0,1
0.0,0.002,93,0.789483,1.03517,1.15893,0.857874,1172.13,622630,0.0,0
355994.0,0.159,0,0.691152,0.85408,0.904384,0.718881,746.894,395836,5865.57,0
561626.0,0.005,12,643.659,644.054,644.128,603.652,974.214,524237,292520.0,1
0.0,0.029,72,0.804439,1.2282,1.27143,0.897546,1103.4,585971,0.0,0
841078.0,0.009,68,335.047,335.331,335.384,314.265,1012.33,545810,70945.1,1
407667.0,0.009,34,212.778,212.996,213.074,199.632,938.41,508032,89001.1,1
653244.0,0.012,64,481.747,482.076,482.248,451.852,982.054,528906,60105.2,1
0.0,0.002,5,0.776426,1.02503,1.04553,0.830488,1126.85,598481,0.0,0
542002.0,0.054,23,294.5,294.804,294.821,276.272,982.101,530842,10169.6,1
0.0,0.012,22,0.68801,1.0007,1.03476,0.774796,734.689,389327,0.0,0
0.0,0.002,73,0.740077,1.13212,1.2236,0.857515,1043.87,554224,0.0,0
562241.0,0.009,72,287.286,287.602,287.655,269.489,989.706,534007,39646.8,1
0.0,0.012,34,0.625517,0.860879,0.883507,0.742144,768.558,407391,0.0,0
482541.0,0.133,98,353.119,353.426,353.464,331.21,926.811,501392,4729.62,1
694553.0,0.002,21,520.737,521.18,521.209,488.418,982.408,530218,194356.0,1
208390.0,0.196,69,0.762012,1.05922,1.13596,0.82035,895.697,475198,352.408,0
629157.0,0.009,98,353.119,353.426,353.464,331.21,926.811,501392,135800.0,1
0.0,0.009,39,0.789948,1.14678,1.25555,0.88325,1195.49,635086,0.0,0
0.0,0.002,94,0.807893,1.24709,1.3386,0.915717,1213.06,644458,0.0,0
0.0,0.012,37,0.805766,1.22612,1.30296,0.902681,1118.73,594149,0.0,0
0.0,0.005,20,0.592206,0.68474,0.740479,0.633862,851.205,412685,0.0,0
439441.0,0.012,58,496.351,496.698,496.744,465.526,994.148,537090,44661.9,1
512676.0,0.133,28,506.143,506.546,506.575,474.715,919.284,495645,5554.43,1
990284.0,0.005,39,310.26,310.521,310.627,291.022,949.606,512980,154265.0,1
540846.0,0.016,51,492.51,492.899,492.977,461.931,1001.38,539467,53951.3,1
548463.0,0.005,6,366.84,367.196,367.214,344.106,944.674,509639,86537.3,1
482839.0,0.185,59,387.318,387.57,387.724,363.287,935.035,504824,3746.36,1
0.0,0.002,68,0.619247,0.71473,0.726405,0.656419,727.016,385235,0.0,0
501953.0,0.185,2,625.239,625.729,625.853,586.427,1011.16,544223,3499.37,1
323673.0,0.002,81,338.107,338.402,338.471,317.153,967.889,522208,97229.2,1
569702.0,0.185,92,412.129,412.535,412.571,386.586,994.961,537001,3409.53,1
448346.0,0.066,0,492.51,492.899,492.977,461.931,1001.38,539467,8837.26,1
0.0,0.005,90,0.673366,0.841643,0.8677,0.738422,908.86,482218,0.0,0
749483.0,0.002,96,476.688,477.085,477.105,447.091,946.659,511268,421546.0,1
835499.0,0.009,91,162.044,162.289,162.321,152.056,1008.24,546245,119000.0,1
0.0,0.012,88,0.661018,0.818773,0.848512,0.721232,933.342,495276,0.0,0
554373.0,0.054,17,214.815,215.014,215.06,201.515,1022.91,552665,9565.91,1
0.0,0.005,61,0.726917,1.01247,1.05379,0.793065,874.251,463760,0.0,0
630424.0,0.029,20,213.225,213.534,213.556,200.067,968.333,523707,15491.4,1
506776.0,0.196,29,0.767907,1.0625,1.16703,0.845678,1216.27,646172,2794.33,0
345468.0,0.002,64,481.747,482.076,482.248,451.852,982.054,528906,484193.0,1
0.0,0.012,85,0.814196,1.08375,1.18895,0.885673,1377.25,732029,0.0,0
615891.0,0.133,89,512.413,512.803,512.838,480.592,987.871,532938,4681.53,1
468849.0,0.016,42,339.741,340.03,340.054,318.677,979.093,527410,39063.8,1
575620.0,0.005,70,366.328,366.697,366.77,343.635,938.876,506636,93213.6,1
577468.0,0.016,53,625.239,625.729,625.853,586.427,1011.16,544223,41957.9,1
0.0,0.016,51,0.756426,1.08716,1.18883,0.856325,1182.69,628259,0.0,0
0.0,0.066,9,0.764402,1.19979,1.29963,0.901142,1136.76,603763,0.0,0
994572.0,0.066,75,0.650614,0.787116,0.832724,0.706129,981.397,520905,612.727,0
0.0,0.012,2,0.631353,0.708518,0.761349,0.665484,811.887,430499,0.0,0
586786.0,0.159,16,500.3,500.679,500.764,469.221,989.21,533283,3855.21,1
48161.5,0.002,62,212.294,212.551,212.617,199.183,993.499,537113,40687.1,1
564682.0,0.016,17,214.815,215.014,215.06,201.515,1022.91,552665,53922.4,1
0.0,0.005,39,0.789948,1.14678,1.25555,0.88325,1195.49,635086,0.0,0
495631.0,0.133,6,366.84,367.196,367.214,344.106,944.674,509639,4357.98,1
520653.0,0.133,66,326.229,326.501,326.604,305.989,943.456,509562,5047.53,1
0.0,0.016,64,0.749669,1.03024,1.17849,0.835917,1140.0,605493,0.0,0
580270.0,0.133,53,625.239,625.729,625.853,586.427,1011.16,544223,4856.99,1
933910.0,0.196,7,0.69017,0.784473,0.861041,0.723212,899.581,477269,1504.54,0
522472.0,0.159,78,139.946,140.149,140.213,131.335,963.011,521525,4135.36,1
0.0,0.005,52,0.737186,0.829942,0.843226,0.764621,1258.61,668752,0.0,0
486102.0,0.066,44,302.852,303.127,303.18,284.081,990.133,535989,8953.1,1
567910.0,0.159,47,516.173,516.633,516.742,484.145,998.115,539134,4253.24,1
477210.0,0.066,60,0.697807,0.78886,0.887863,0.751847,1083.72,575478,5275.76,0
0.0,0.054,3,0.70978,0.931393,1.04133,0.790499,1090.71,579203,0.0,0
421151.0,0.012,24,320.87,321.128,321.159,300.946,948.277,512820,34748.4,1
919699.0,0.002,11,212.294,212.551,212.617,199.183,993.499,537113,74251.3,1
444179.0,0.3,59,387.318,387.57,387.724,363.287,935.035,492679,2069.51,1
453710.0,0.3,26,219.911,220.15,220.211,206.311,969.633,507821,2220.39,1
294314.0,0.005,68,335.047,335.331,335.384,314.265,1012.33,545810,192510.0,1
0.0,0.012,80,0.676665,1.0054,1.10315,0.795797,1011.27,536837,0.0,0
536631.0,0.016,5,447.982,448.344,448.424,420.18,918.404,495432,34202.5,1
0.0,0.012,7,0.69017,0.784473,0.861041,0.723212,899.581,477269,0.0,0
922850.0,0.133,90,0.673366,0.841643,0.8677,0.738422,908.86,482218,2926.37,0
492535.0,0.029,55,0.680853,0.894507,0.949629,0.773098,1164.47,618543,1039.07,0
0.0,0.002,96,0.703147,0.957822,1.06773,0.807032,1110.42,589718,0.0,0
525407.0,0.012,30,136.854,137.112,137.144,128.439,972.545,526650,42772.7,1
249610.0,0.133,8,0.613007,0.833959,0.881533,0.708761,795.806,421923,3664.22,0
0.0,0.016,75,0.650614,0.787116,0.832724,0.706129,981.397,520905,0.0,0
0.0,0.066,88,0.661018,0.818773,0.848512,0.721232,933.342,495276,0.0,0
602463.0,0.002,36,482.108,482.423,482.487,452.162,984.258,530521,533376.0,1
0.0,0.133,97,0.733519,1.02415,1.10823,0.811842,943.202,500534,0.0,0
978933.0,0.009,27,0.738814,0.998428,1.04671,0.823743,1072.29,569380,1510.0,0
0.0,0.002,91,0.696291,0.84746,0.885811,0.775281,1390.27,738969,0.0,0
501119.0,0.066,62,212.294,212.551,212.617,199.183,993.499,537113,10277.1,1
0.0,0.066,63,0.765763,0.862735,0.988143,0.812636,1362.64,724237,0.0,0
428908.0,0.002,24,320.87,321.128,321.159,300.946,948.277,512820,258357.0,1
0.0,0.196,93,0.789483,1.03517,1.15893,0.857874,1172.13,622630,0.0,0
498304.0,0.002,56,447.982,448.344,448.424,420.18,918.404,495432,136187.0,1
0.0,0.005,32,0.640847,0.808355,0.834609,0.705667,775.429,411055,0.0,0
579635.0,0.012,15,326.229,326.501,326.604,305.989,943.456,509562,44806.7,1
436921.0,0.3,92,412.129,412.535,412.571,386.586,994.961,514079,2089.24,1
0.0,0.005,85,0.814196,1.08375,1.18895,0.885673,1377.25,732029,0.0,0
330848.0,0.133,10,0.665086,0.877091,0.925295,0.769629,1149.75,610693,2108.44,0
584158.0,0.009,95,247.294,247.579,247.631,232.0,1017.66,550237,48795.0,1
467816.0,0.009,32,411.683,411.967,412.116,386.144,941.402,508079,68115.1,1
996525.0,0.002,85,290.074,290.436,290.446,272.115,962.853,520579,547007.0,1
987641.0,0.133,91,0.696291,0.84746,0.885811,0.775281,1390.27,738969,1236.72,0
0.0,0.054,18,0.846427,1.20275,1.31332,0.937192,1484.9,789442,0.0,0
50765.0,0.159,98,0.686726,0.989598,1.09981,0.800546,1081.97,574545,530.823,0
545905.0,0.185,16,500.3,500.679,500.764,469.221,989.21,533283,3238.73,1
0.0,0.002,96,0.703147,0.957822,1.06773,0.807032,1110.42,589718,0.0,0
0.0,0.002,74,0.68318,0.869062,0.878572,0.769346,1183.56,628726,0.0,0
0.0,0.002,72,0.804439,1.2282,1.27143,0.897546,1103.4,585971,0.0,0
684911.0,0.005,85,290.074,290.436,290.446,272.115,962.853,520579,109858.0,1
0.0,0.002,58,0.715496,1.02715,1.07542,0.794708,914.602,485281,0.0,0
0.0,0.133,37,0.805766,1.22612,1.30296,0.902681,1118.73,594149,0.0,0
802358.0,0.005,94,259.703,259.988,260.059,243.63,969.755,523941,105748.0,1
512597.0,0.066,12,643.659,644.054,644.128,603.652,974.214,524237,11281.3,1
340332.0,0.196,77,0.66221,0.85636,0.914912,0.722909,680.909,360644,1932.73,0
0.0,0.002,94,0.807893,1.24709,1.3386,0.915717,1213.06,644458,0.0,0
524200.0,0.009,40,0.669203,1.01048,1.07695,0.799599,972.571,516198,5539.49,0
588881.0,0.066,17,214.815,215.014,215.06,201.515,1022.91,552665,7960.31,1
0.0,0.012,95,0.722448,1.00162,1.06269,0.789512,781.306,414190,0.0,0
0.0,0.016,36,0.666501,0.749411,0.835956,0.711303,960.144,509570,0.0,0
462188.0,0.3,77,353.606,353.952,353.957,331.696,988.015,518022,2225.73,1
0.0,0.016,38,0.712593,0.79259,0.897001,0.743848,1100.56,584460,0.0,0
563838.0,0.005,55,460.552,461.019,461.047,431.996,975.891,526357,147912.0,1
553987.0,0.159,33,0.702939,0.995297,1.1098,0.812939,1140.95,606000,2201.45,0
445193.0,0.016,20,213.225,213.534,213.556,200.067,968.333,523707,37314.6,1
