Miner Avg Block Size,Hash Rate,Iteration,25 percentile of Block Propagation Time,75 percentile of Block Propagation Time,90 percentile of Block Propagation Time,Miners Mean Block Propagation Time,Total average traffic/node,Mean Block Size_x,Miner Avg Block Gen Interval,Label
450580.0,0.3,84,526.066,526.46,526.669,493.43,981.3,507240,2029.6,1
315070.0,0.289,11,0.637869,0.84837,0.943721,0.730843,812.747,430958,1025.63,0
386224.0,0.012,92,412.129,412.535,412.571,386.586,994.961,537001,45971.5,1
502976.0,0.066,80,0.676665,1.0054,1.10315,0.795797,1011.27,536837,2328.25,0
36798.0,0.012,77,0.66221,0.85636,0.914912,0.722909,680.909,360644,5286.15,0
567143.0,0.133,92,412.129,412.535,412.571,386.586,994.961,537001,4884.86,1
0.0,0.002,99,0.593446,0.914479,0.934888,0.745328,677.304,358722,0.0,0
318172.0,0.289,43,0.650265,0.994336,1.07234,0.78698,880.802,467254,1455.0,0
610718.0,0.002,91,162.044,162.289,162.321,152.056,1008.24,546245,141232.0,1
657483.0,0.009,4,0.66929,0.897063,0.935389,0.757009,990.696,525864,5272.13,0
539526.0,0.066,46,343.936,344.273,344.315,322.608,965.201,520742,8786.63,1
563878.0,0.002,45,433.198,433.599,433.627,406.338,1008.83,544197,103549.0,1
610010.0,0.133,69,491.679,492.119,492.161,461.153,966.249,521747,5010.45,1
0.0,0.012,78,0.799863,1.27706,1.39159,0.943365,1343.94,714262,0.0,0
0.0,0.016,66,0.724818,0.967011,1.0161,0.822386,1237.3,657387,0.0,0
540318.0,0.133,42,0.636667,0.799201,0.827051,0.711326,859.692,455996,1489.93,0
554601.0,0.133,13,481.747,482.076,482.248,451.852,982.054,528906,4989.44,1
0.0,0.005,71,0.660473,0.755272,0.801273,0.705114,1037.94,551064,0.0,0
872922.0,0.002,67,500.3,500.679,500.764,469.221,989.21,533283,268264.0,1
0.0,0.029,51,0.756426,1.08716,1.18883,0.856325,1182.69,628259,0.0,0
0.0,0.012,84,0.82566,0.978922,1.03866,0.851845,1211.85,643812,0.0,0
538340.0,0.066,97,195.433,195.635,195.658,183.335,970.88,524277,10166.6,1
675873.0,0.012,50,390.773,391.064,391.143,366.505,964.881,520744,70454.7,1
0.0,0.012,48,0.738834,0.949851,0.982396,0.782377,888.553,471388,0.0,0
271032.0,0.009,42,339.741,340.03,340.054,318.677,979.093,527410,46429.4,1
563770.0,0.133,0,492.51,492.899,492.977,461.931,1001.38,539467,5812.45,1
597386.0,0.133,47,516.173,516.633,516.742,484.145,998.115,539134,5127.3,1
919699.0,0.002,62,212.294,212.551,212.617,199.183,993.499,537113,74251.3,1
535392.0,0.159,91,162.044,162.289,162.321,152.056,1008.24,546245,3909.35,1
433604.0,0.196,13,0.659584,0.728282,0.774308,0.693527,955.497,507091,1978.27,0
355658.0,0.012,84,526.066,526.46,526.669,493.43,981.3,528476,55906.3,1
402654.0,0.012,55,460.552,461.019,461.047,431.996,975.891,526357,35075.7,1
17335.0,0.016,56,0.708862,0.978361,1.0427,0.796726,1013.3,537918,5280.12,0
588847.0,0.054,82,630.126,630.556,630.642,590.985,943.505,507641,9217.78,1
4142.0,0.054,49,0.663345,0.95889,0.981899,0.7603,740.302,392321,62.3415,0
0.0,0.012,43,0.650265,0.994336,1.07234,0.78698,880.802,467254,0.0,0
421179.0,0.012,62,212.294,212.551,212.617,199.183,993.499,537113,41307.3,1
541942.0,0.159,11,212.294,212.551,212.617,199.183,993.499,537113,3589.44,1
549973.0,0.012,79,312.325,312.575,312.698,292.965,971.445,524984,41361.0,1
495631.0,0.133,57,366.84,367.196,367.214,344.106,944.674,509639,4357.98,1
0.0,0.012,64,0.749669,1.03024,1.17849,0.835917,1140.0,605493,0.0,0
526770.0,0.012,97,195.433,195.635,195.658,183.335,970.88,524277,34845.6,1
59984.0,0.159,25,0.759372,0.971695,1.06264,0.792786,839.343,445143,5618.08,0
368334.0,0.005,13,481.747,482.076,482.248,451.852,982.054,528906,91423.0,1
0.0,0.196,12,0.642219,0.884608,0.932311,0.753477,979.165,519715,0.0,0
455954.0,0.029,69,491.679,492.119,492.161,461.153,966.249,521747,19049.6,1
548990.0,0.009,84,526.066,526.46,526.669,493.43,981.3,528476,73184.1,1
0.0,0.016,19,0.628019,0.811891,0.859728,0.715855,966.596,513011,0.0,0
0.0,0.029,67,0.809653,1.14364,1.25813,0.886131,1239.21,658403,0.0,0
0.0,0.012,42,0.636667,0.799201,0.827051,0.711326,859.692,455996,0.0,0
0.0,0.066,5,0.776426,1.02503,1.04553,0.830488,1126.85,598481,0.0,0
484960.0,0.054,34,212.778,212.996,213.074,199.632,938.41,508032,9913.59,1
531433.0,0.159,9,0.764402,1.19979,1.29963,0.901142,1136.76,603763,2068.87,0
0.0,0.012,30,0.692586,0.994509,1.03875,0.787354,863.18,457856,0.0,0
467580.0,0.016,43,219.743,220.042,220.087,206.167,968.953,523681,30043.1,1
684059.0,0.012,51,492.51,492.899,492.977,461.931,1001.38,539467,45987.3,1
514108.0,0.016,84,526.066,526.46,526.669,493.43,981.3,528476,38979.3,1
586409.0,0.054,6,0.694293,0.844065,0.962721,0.777906,1226.12,651425,2383.06,0
0.0,0.012,15,0.660366,1.03343,1.104,0.792497,832.852,441681,0.0,0
0.0,0.016,84,0.82566,0.978922,1.03866,0.851845,1211.85,643812,0.0,0
556005.0,0.054,55,460.552,461.019,461.047,431.996,975.891,526357,11360.6,1
581581.0,0.012,71,381.73,381.967,382.031,358.018,1001.14,540248,50130.8,1
132448.0,0.029,80,0.676665,1.0054,1.10315,0.795797,1011.27,536837,2904.73,0
0.0,0.002,34,0.625517,0.860879,0.883507,0.742144,768.558,407391,0.0,0
607782.0,0.016,26,219.911,220.15,220.211,206.311,969.633,525642,51017.8,1
0.0,0.002,76,0.661773,0.921069,0.967572,0.752537,772.09,409274,0.0,0
0.0,0.002,39,0.789948,1.14678,1.25555,0.88325,1195.49,635086,0.0,0
527321.0,0.054,64,481.747,482.076,482.248,451.852,982.054,528906,10671.4,1
0.0,0.012,43,0.650265,0.994336,1.07234,0.78698,880.802,467254,0.0,0
545905.0,0.185,67,500.3,500.679,500.764,469.221,989.21,533283,3238.73,1
451576.0,0.005,98,353.119,353.426,353.464,331.21,926.811,501392,107271.0,1
804531.0,0.005,11,212.294,212.551,212.617,199.183,993.499,537113,74524.5,1
0.0,0.133,94,0.807893,1.24709,1.3386,0.915717,1213.06,644458,0.0,0
541811.0,0.133,79,312.325,312.575,312.698,292.965,971.445,524984,4226.67,1
438265.0,0.3,78,139.946,140.149,140.213,131.335,963.011,500168,2247.05,1
0.0,0.159,11,0.637869,0.84837,0.943721,0.730843,812.747,430958,0.0,0
0.0,0.016,63,0.765763,0.862735,0.988143,0.812636,1362.64,724237,0.0,0
501036.0,0.012,37,367.667,367.992,368.142,344.894,982.951,529164,31702.7,1
528924.0,0.185,9,259.097,259.361,259.451,243.053,997.652,539061,3346.97,1
0.0,0.012,6,0.694293,0.844065,0.962721,0.777906,1226.12,651425,0.0,0
536304.0,0.066,50,390.773,391.064,391.143,366.505,964.881,520744,9583.15,1
0.0,0.012,99,0.593446,0.914479,0.934888,0.745328,677.304,358722,0.0,0
528530.0,0.133,74,311.97,312.28,312.297,292.634,953.239,515035,4391.25,1
408525.0,0.005,79,312.325,312.575,312.698,292.965,971.445,524984,100388.0,1
0.0,0.002,38,0.712593,0.79259,0.897001,0.743848,1100.56,584460,0.0,0
399792.0,0.002,86,396.405,396.735,396.869,371.82,921.732,496638,170139.0,1
0.0,0.054,44,0.608292,0.908287,1.00163,0.765848,1065.25,565624,0.0,0
587136.0,0.054,68,335.047,335.331,335.384,314.265,1012.33,545810,12287.1,1
564947.0,0.029,14,461.6,461.978,462.02,432.939,962.396,520341,21602.9,1
0.0,0.029,97,0.733519,1.02415,1.10823,0.811842,943.202,500534,0.0,0
0.0,0.005,62,0.648697,0.834026,0.85644,0.734111,1051.38,558228,0.0,0
0.0,0.029,89,0.689497,0.991239,1.07558,0.782841,882.987,468419,0.0,0
994382.0,0.159,99,0.593446,0.914479,0.934888,0.745328,677.304,358722,3874.74,0
675308.0,0.159,75,0.650614,0.787116,0.832724,0.706129,981.397,520905,2075.68,0
650702.0,0.012,1,611.904,612.378,612.423,573.893,973.376,524621,44246.3,1
749739.0,0.009,71,0.660473,0.755272,0.801273,0.705114,1037.94,551064,4054.15,0
457276.0,0.3,81,338.107,338.402,338.471,317.153,967.889,510254,2172.65,1
688571.0,0.012,44,302.852,303.127,303.18,284.081,990.133,535989,66273.7,1
983889.0,0.002,77,353.606,353.952,353.957,331.696,988.015,532351,563060.0,1
725935.0,0.005,84,526.066,526.46,526.669,493.43,981.3,528476,99790.4,1
0.0,0.066,55,0.680853,0.894507,0.949629,0.773098,1164.47,618543,0.0,0
705322.0,0.012,85,290.074,290.436,290.446,272.115,962.853,520579,43560.6,1
569273.0,0.133,71,381.73,381.967,382.031,358.018,1001.14,540248,3889.91,1
410892.0,0.016,4,460.552,461.019,461.047,431.996,975.891,526357,37004.4,1
0.0,0.002,69,0.762012,1.05922,1.13596,0.82035,895.697,475198,0.0,0
503150.0,0.054,73,599.358,599.832,599.962,562.16,946.802,509492,10672.6,1
0.0,0.005,98,0.686726,0.989598,1.09981,0.800546,1081.97,574545,0.0,0
405033.0,0.012,82,630.126,630.556,630.642,590.985,943.505,507641,47127.4,1
499182.0,0.185,49,313.0,313.243,313.301,293.58,937.788,505990,3242.83,1
0.0,0.009,48,0.738834,0.949851,0.982396,0.782377,888.553,471388,0.0,0
0.0,0.016,87,0.67022,0.930045,0.971915,0.737162,621.95,329200,0.0,0
0.0,0.159,89,0.689497,0.991239,1.07558,0.782841,882.987,468419,0.0,0
715876.0,0.002,61,439.64,440.002,440.084,412.374,968.594,522386,91683.8,1
724470.0,0.012,50,390.773,391.064,391.143,366.505,964.881,520744,34412.6,1
0.0,0.066,83,0.6465,0.711692,0.730506,0.674851,780.962,414006,0.0,0
715586.0,0.159,23,0.816755,1.12341,1.17176,0.872941,1101.15,584773,1730.15,0
0.0,0.016,73,0.740077,1.13212,1.2236,0.857515,1043.87,554224,0.0,0
0.0,0.002,33,0.702939,0.995297,1.1098,0.812939,1140.95,606000,0.0,0
761220.0,0.289,83,0.6465,0.711692,0.730506,0.674851,780.962,414006,2725.87,0
0.0,0.054,29,0.767907,1.0625,1.16703,0.845678,1216.27,646172,0.0,0
630721.0,0.012,46,343.936,344.273,344.315,322.608,965.201,520742,84812.0,1
0.0,0.016,1,0.800122,1.04929,1.14366,0.843756,1065.44,565725,0.0,0
248748.0,0.002,72,287.286,287.602,287.655,269.489,989.706,534007,291148.0,1
533861.0,0.016,92,412.129,412.535,412.571,386.586,994.961,537001,49103.9,1
713086.0,0.159,72,0.804439,1.2282,1.27143,0.897546,1103.4,585971,1505.4,0
586559.0,0.185,31,434.656,435.07,435.111,407.711,1008.87,544165,3331.91,1
645286.0,0.005,58,496.351,496.698,496.744,465.526,994.148,537090,95807.1,1
550526.0,0.054,33,246.783,247.037,247.12,231.504,958.496,517321,11813.0,1
561420.0,0.002,67,500.3,500.679,500.764,469.221,989.21,533283,116336.0,1
872101.0,0.054,14,0.686319,0.95523,1.04635,0.785594,1068.69,567459,46.4074,0
532657.0,0.159,27,343.731,344.109,344.159,322.443,991.295,535282,3319.84,1
227149.0,0.289,82,0.769523,1.03616,1.06439,0.809163,822.224,436013,987.325,0
0.0,0.029,88,0.661018,0.818773,0.848512,0.721232,933.342,495276,0.0,0
540144.0,0.133,94,259.703,259.988,260.059,243.63,969.755,523941,4297.58,1
656735.0,0.016,3,452.465,452.835,452.894,424.385,989.392,532382,35165.3,1
694149.0,0.009,11,212.294,212.551,212.617,199.183,993.499,537113,110149.0,1
555921.0,0.054,90,253.414,253.693,253.735,237.726,993.679,537236,9655.68,1
0.0,0.133,15,0.660366,1.03343,1.104,0.792497,832.852,441681,0.0,0
446228.0,0.012,14,461.6,461.978,462.02,432.939,962.396,520341,37047.9,1
0.0,0.012,51,0.756426,1.08716,1.18883,0.856325,1182.69,628259,0.0,0
996045.0,0.016,92,0.712741,0.805857,0.877225,0.759304,1112.03,590575,3832.51,0
226782.0,0.002,76,514.48,514.868,514.962,482.53,957.06,515477,152691.0,1
0.0,0.029,46,0.751953,0.873435,0.972134,0.795413,1130.02,600173,0.0,0
57891.0,0.289,42,0.636667,0.799201,0.827051,0.711326,859.692,455996,3875.82,0
583746.0,0.054,6,366.84,367.196,367.214,344.106,944.674,509639,12481.6,1
0.0,0.002,50,0.663638,0.829317,0.902464,0.721454,876.294,464850,0.0,0
0.0,0.002,98,0.686726,0.989598,1.09981,0.800546,1081.97,574545,0.0,0
0.0,0.029,76,0.661773,0.921069,0.967572,0.752537,772.09,409274,0.0,0
0.0,0.016,15,0.660366,1.03343,1.104,0.792497,832.852,441681,0.0,0
747695.0,0.002,51,492.51,492.899,492.977,461.931,1001.38,539467,119157.0,1
0.0,0.029,90,0.673366,0.841643,0.8677,0.738422,908.86,482218,0.0,0
0.0,0.005,2,0.631353,0.708518,0.761349,0.665484,811.887,430499,0.0,0
0.0,0.054,83,0.6465,0.711692,0.730506,0.674851,780.962,414006,0.0,0
0.0,0.012,87,0.67022,0.930045,0.971915,0.737162,621.95,329200,0.0,0
514541.0,0.196,43,0.650265,0.994336,1.07234,0.78698,880.802,467254,919.639,0
0.0,0.016,86,0.668537,0.895589,0.927563,0.752981,691.321,366198,0.0,0
596827.0,0.133,95,247.294,247.579,247.631,232.0,1017.66,550237,5208.86,1
140619.0,0.054,97,0.733519,1.02415,1.10823,0.811842,943.202,500534,559.465,0
0.0,0.002,10,0.665086,0.877091,0.925295,0.769629,1149.75,610693,0.0,0
0.0,0.054,12,0.642219,0.884608,0.932311,0.753477,979.165,519715,0.0,0
536411.0,0.054,87,525.23,525.558,525.633,492.571,982.095,529463,10479.9,1
533931.0,0.159,76,0.661773,0.921069,0.967572,0.752537,772.09,409274,2061.49,0
605559.0,0.012,94,259.703,259.988,260.059,243.63,969.755,523941,49692.5,1
627567.0,0.054,95,247.294,247.579,247.631,232.0,1017.66,550237,12694.7,1
266492.0,0.012,82,630.126,630.556,630.642,590.985,943.505,507641,91749.2,1
577021.0,0.054,3,452.465,452.835,452.894,424.385,989.392,532382,9174.21,1
82900.0,0.005,40,0.669203,1.01048,1.07695,0.799599,972.571,516198,768.141,0
603860.0,0.016,76,514.48,514.868,514.962,482.53,957.06,515477,38474.8,1
833352.0,0.012,5,0.776426,1.02503,1.04553,0.830488,1126.85,598481,4203.95,0
533758.0,0.185,95,247.294,247.579,247.631,232.0,1017.66,550237,3305.75,1
390740.0,0.012,66,326.229,326.501,326.604,305.989,943.456,509562,30614.0,1
117874.0,0.002,43,219.743,220.042,220.087,206.167,968.953,523681,218215.0,1
0.0,0.002,34,0.625517,0.860879,0.883507,0.742144,768.558,407391,0.0,0
0.0,0.009,93,0.789483,1.03517,1.15893,0.857874,1172.13,622630,0.0,0
0.0,0.029,77,0.66221,0.85636,0.914912,0.722909,680.909,360644,0.0,0
0.0,0.029,4,0.66929,0.897063,0.935389,0.757009,990.696,525864,0.0,0
0.0,0.289,15,0.660366,1.03343,1.104,0.792497,832.852,441681,0.0,0
530050.0,0.185,4,460.552,461.019,461.047,431.996,975.891,526357,3156.63,1
347687.0,0.289,47,0.765354,0.982364,1.01682,0.791119,862.276,457373,775.835,0
450617.0,0.3,69,491.679,492.119,492.161,461.153,966.249,502618,1943.71,1
713547.0,0.005,29,273.36,273.632,273.662,256.429,988.902,532599,86258.4,1
223220.0,0.289,84,0.82566,0.978922,1.03866,0.851845,1211.85,643812,612.249,0
0.0,0.012,65,0.602118,0.737494,0.79176,0.671485,984.468,522543,0.0,0
0.0,0.029,53,0.6334,0.810344,0.844582,0.701385,669.747,354691,0.0,0
440300.0,0.3,56,447.982,448.344,448.424,420.18,918.404,483264,1840.41,1
506887.0,0.185,71,381.73,381.967,382.031,358.018,1001.14,540248,3349.77,1
510580.0,0.012,32,411.683,411.967,412.116,386.144,941.402,508079,40362.1,1
0.0,0.029,94,0.807893,1.24709,1.3386,0.915717,1213.06,644458,0.0,0
475802.0,0.016,86,396.405,396.735,396.869,371.82,921.732,496638,53099.2,1
0.0,0.012,17,0.730172,1.02362,1.07408,0.803334,847.811,449659,0.0,0
0.0,0.009,69,0.762012,1.05922,1.13596,0.82035,895.697,475198,0.0,0
0.0,0.005,23,0.816755,1.12341,1.17176,0.872941,1101.15,584773,0.0,0
892663.0,0.009,7,0.69017,0.784473,0.861041,0.723212,899.581,477269,4498.81,0
416961.0,0.3,87,525.23,525.558,525.633,492.571,982.095,507559,2017.23,1
442093.0,0.3,52,611.904,612.378,612.423,573.893,973.376,510208,1941.65,1
269471.0,0.002,28,0.64539,0.741664,0.750662,0.678196,680.406,360376,886.266,0
582998.0,0.012,57,366.84,367.196,367.214,344.106,944.674,509639,58062.8,1
435931.0,0.3,9,259.097,259.361,259.451,243.053,997.652,516394,2188.56,1
993808.0,0.002,60,259.097,259.361,259.451,243.053,997.652,539061,304207.0,1
518958.0,0.009,56,447.982,448.344,448.424,420.18,918.404,495432,58187.5,1
529432.0,0.159,76,514.48,514.868,514.962,482.53,957.06,515477,3507.56,1
0.0,0.066,74,0.68318,0.869062,0.878572,0.769346,1183.56,628726,0.0,0
438065.0,0.029,57,0.676917,0.986722,1.05401,0.775022,812.749,430959,3598.26,0
662195.0,0.196,66,0.724818,0.967011,1.0161,0.822386,1237.3,657387,1311.52,0
0.0,0.012,70,0.707423,0.921784,0.949004,0.787627,1114.43,591857,0.0,0
0.0,0.005,54,0.801176,1.15063,1.24127,0.887158,1178.13,625827,0.0,0
0.0,0.029,36,0.666501,0.749411,0.835956,0.711303,960.144,509570,0.0,0
0.0,0.005,86,0.668537,0.895589,0.927563,0.752981,691.321,366198,0.0,0
0.998,0.002,14,461.6,461.978,462.02,432.939,962.396,520341,0.0,1
496461.0,0.185,81,338.107,338.402,338.471,317.153,967.889,522208,3740.46,1
0.0,0.005,82,0.769523,1.03616,1.06439,0.809163,822.224,436013,0.0,0
553241.0,0.002,32,411.683,411.967,412.116,386.144,941.402,508079,120152.0,1
466684.0,0.012,23,294.5,294.804,294.821,276.272,982.101,530842,37916.7,1
553858.0,0.029,88,351.863,352.245,352.284,330.08,989.667,533813,17277.1,1
0.0,0.005,74,0.68318,0.869062,0.878572,0.769346,1183.56,628726,0.0,0
523136.0,0.289,30,0.692586,0.994509,1.03875,0.787354,863.18,457856,1050.91,0
531866.0,0.029,55,460.552,461.019,461.047,431.996,975.891,526357,29846.8,1
513478.0,0.029,64,481.747,482.076,482.248,451.852,982.054,528906,19112.5,1
547889.0,0.009,4,460.552,461.019,461.047,431.996,975.891,526357,87592.4,1
643646.0,0.029,63,643.659,644.054,644.128,603.652,974.214,524237,18630.5,1
0.0,0.002,64,0.749669,1.03024,1.17849,0.835917,1140.0,605493,0.0,0
509165.0,0.185,52,611.904,612.378,612.423,573.893,973.376,524621,3613.73,1
0.0,0.012,72,0.804439,1.2282,1.27143,0.897546,1103.4,585971,0.0,0
527471.0,0.133,76,514.48,514.868,514.962,482.53,957.06,515477,6456.18,1
0.0,0.066,26,0.652792,0.991517,1.00107,0.802776,1148.6,610082,0.0,0
748045.0,0.054,67,0.809653,1.14364,1.25813,0.886131,1239.21,658403,4525.38,0
446583.0,0.3,64,481.747,482.076,482.248,451.852,982.054,511643,2065.98,1
834563.0,0.005,80,652.137,652.538,652.628,611.597,995.159,536923,194667.0,1
0.0,0.012,50,0.663638,0.829317,0.902464,0.721454,876.294,464850,0.0,0
518565.0,0.185,85,290.074,290.436,290.446,272.115,962.853,520579,3093.94,1
0.0,0.009,78,0.799863,1.27706,1.39159,0.943365,1343.94,714262,0.0,0
341187.0,0.002,66,326.229,326.501,326.604,305.989,943.456,509562,186658.0,1
318516.0,0.005,3,452.465,452.835,452.894,424.385,989.392,532382,182442.0,1
626148.0,0.066,55,460.552,461.019,461.047,431.996,975.891,526357,10861.8,1
582813.0,0.066,38,478.84,479.234,479.289,449.112,969.937,522982,9241.07,1
717440.0,0.016,18,458.82,459.22,459.269,430.339,979.916,529206,28309.8,1
0.0,0.005,21,0.664209,0.971515,0.990242,0.791796,1126.21,598137,0.0,0
615189.0,0.016,19,348.617,348.966,349.028,327.01,1017.86,551127,25451.2,1
541422.0,0.002,54,452.465,452.835,452.894,424.385,989.392,532382,111380.0,1
0.0,0.009,92,0.712741,0.805857,0.877225,0.759304,1112.03,590575,0.0,0
826182.0,0.002,52,611.904,612.378,612.423,573.893,973.376,524621,250202.0,1
432004.0,0.3,34,212.778,212.996,213.074,199.632,938.41,486139,2024.21,1
537960.0,0.159,49,0.663345,0.95889,0.981899,0.7603,740.302,392321,1375.09,0
569715.0,0.029,98,353.119,353.426,353.464,331.21,926.811,501392,19370.2,1
0.0,0.005,44,0.608292,0.908287,1.00163,0.765848,1065.25,565624,0.0,0
505838.0,0.012,70,0.707423,0.921784,0.949004,0.787627,1114.43,591857,1798.59,0
329150.0,0.005,22,522.929,523.24,523.312,490.42,897.906,484890,72906.9,1
0.0,0.016,14,0.686319,0.95523,1.04635,0.785594,1068.69,567459,0.0,0
383151.0,0.009,73,599.358,599.832,599.962,562.16,946.802,509492,40575.8,1
539197.0,0.005,52,611.904,612.378,612.423,573.893,973.376,524621,79820.7,1
533012.0,0.012,11,212.294,212.551,212.617,199.183,993.499,537113,37312.3,1
656735.0,0.016,54,452.465,452.835,452.894,424.385,989.392,532382,35165.3,1
0.0,0.002,14,0.686319,0.95523,1.04635,0.785594,1068.69,567459,0.0,0
0.0,0.002,13,0.659584,0.728282,0.774308,0.693527,955.497,507091,0.0,0
452528.0,0.029,25,576.521,576.989,577.029,540.709,959.627,517337,18316.1,1
0.0,0.012,29,0.767907,1.0625,1.16703,0.845678,1216.27,646172,0.0,0
0.0,0.002,87,0.67022,0.930045,0.971915,0.737162,621.95,329200,0.0,0
194925.0,0.012,74,311.97,312.28,312.297,292.634,953.239,515035,138911.0,1
557088.0,0.133,48,348.843,349.115,349.154,327.194,960.232,518561,4729.92,1
901234.0,0.159,17,0.730172,1.02362,1.07408,0.803334,847.811,449659,2246.64,0
496551.0,0.133,31,434.656,435.07,435.111,407.711,1008.87,544165,5495.8,1
526473.0,0.133,16,500.3,500.679,500.764,469.221,989.21,533283,4491.32,1
0.0,0.159,2,0.631353,0.708518,0.761349,0.665484,811.887,430499,0.0,0
0.0,0.002,49,0.663345,0.95889,0.981899,0.7603,740.302,392321,0.0,0
440547.0,0.3,61,439.64,440.002,440.084,412.374,968.594,503734,2029.0,1
0.0,0.002,48,0.738834,0.949851,0.982396,0.782377,888.553,471388,0.0,0
638889.0,0.005,36,482.108,482.423,482.487,452.162,984.258,530521,85418.8,1
506104.0,0.054,81,338.107,338.402,338.471,317.153,967.889,522208,11244.5,1
846064.0,0.196,61,0.726917,1.01247,1.05379,0.793065,874.251,463760,41.2806,0
0.0,0.012,76,0.661773,0.921069,0.967572,0.752537,772.09,409274,0.0,0
444194.0,0.012,33,246.783,247.037,247.12,231.504,958.496,517321,51587.7,1
0.0,0.005,8,0.613007,0.833959,0.881533,0.708761,795.806,421923,0.0,0
415186.0,0.009,24,320.87,321.128,321.159,300.946,948.277,512820,67496.4,1
394361.0,0.012,2,625.239,625.729,625.853,586.427,1011.16,544223,37087.5,1
0.0,0.005,88,0.661018,0.818773,0.848512,0.721232,933.342,495276,0.0,0
483422.0,0.3,53,625.239,625.729,625.853,586.427,1011.16,533275,1884.06,1
487716.0,0.009,14,461.6,461.978,462.02,432.939,962.396,520341,71567.6,1
0.0,0.012,57,0.676917,0.986722,1.05401,0.775022,812.749,430959,0.0,0
445379.0,0.029,79,312.325,312.575,312.698,292.965,971.445,524984,24310.2,1
0.0,0.012,55,0.680853,0.894507,0.949629,0.773098,1164.47,618543,0.0,0
747825.0,0.012,20,0.592206,0.68474,0.740479,0.633862,851.205,412685,1687.03,0
535982.0,0.012,67,500.3,500.679,500.764,469.221,989.21,533283,36917.4,1
869408.0,0.159,24,0.669102,0.874683,0.951539,0.771794,1092.81,580323,2912.79,0
647552.0,0.012,87,525.23,525.558,525.633,492.571,982.095,529463,52737.4,1
721245.0,0.009,60,259.097,259.361,259.451,243.053,997.652,539061,86367.2,1
0.0,0.054,27,0.738814,0.998428,1.04671,0.823743,1072.29,569380,0.0,0
952698.0,0.002,19,348.617,348.966,349.028,327.01,1017.86,551127,233253.0,1
540920.0,0.133,58,496.351,496.698,496.744,465.526,994.148,537090,4679.84,1
811387.0,0.005,31,434.656,435.07,435.111,407.711,1008.87,544165,79775.2,1
584808.0,0.012,83,399.43,399.78,399.827,374.659,1007.24,543340,39528.3,1
0.0,0.012,7,0.69017,0.784473,0.861041,0.723212,899.581,477269,0.0,0
440260.0,0.133,81,0.666985,0.870523,0.93077,0.729491,856.106,454083,2481.21,0
449835.0,0.009,43,219.743,220.042,220.087,206.167,968.953,523681,99223.7,1
534489.0,0.289,5,0.776426,1.02503,1.04553,0.830488,1126.85,598481,990.32,0
99523.0,0.133,95,0.722448,1.00162,1.06269,0.789512,781.306,414190,458.992,0
473651.0,0.159,53,0.6334,0.810344,0.844582,0.701385,669.747,354691,2521.39,0
420438.0,0.005,74,311.97,312.28,312.297,292.634,953.239,515035,86253.2,1
934925.0,0.289,24,0.669102,0.874683,0.951539,0.771794,1092.81,580323,3229.92,0
0.0,0.005,28,0.64539,0.741664,0.750662,0.678196,680.406,360376,0.0,0
0.0,0.005,5,0.776426,1.02503,1.04553,0.830488,1126.85,598481,0.0,0
553112.0,0.009,20,213.225,213.534,213.556,200.067,968.333,523707,85657.1,1
415929.0,0.159,80,0.676665,1.0054,1.10315,0.795797,1011.27,536837,1830.19,0
429044.0,0.012,32,411.683,411.967,412.116,386.144,941.402,508079,46924.0,1
0.0,0.012,21,0.664209,0.971515,0.990242,0.791796,1126.21,598137,0.0,0
541777.0,0.159,30,136.854,137.112,137.144,128.439,972.545,526650,3588.68,1
0.0,0.066,35,0.686305,0.829621,0.867383,0.744973,960.024,509506,0.0,0
0.0,0.009,68,0.619247,0.71473,0.726405,0.656419,727.016,385235,0.0,0
443968.0,0.3,79,312.325,312.575,312.698,292.965,971.445,504060,2198.0,1
438519.0,0.3,74,311.97,312.28,312.297,292.634,953.239,501980,1966.13,1
728157.0,0.159,91,0.696291,0.84746,0.885811,0.775281,1390.27,738969,5629.6,0
552390.0,0.289,71,0.660473,0.755272,0.801273,0.705114,1037.94,551064,2023.54,0
993560.0,0.005,37,367.667,367.992,368.142,344.894,982.951,529164,115752.0,1
552380.0,0.133,37,367.667,367.992,368.142,344.894,982.951,529164,5038.13,1
541422.0,0.002,3,452.465,452.835,452.894,424.385,989.392,532382,111380.0,1
0.0,0.009,50,0.663638,0.829317,0.902464,0.721454,876.294,464850,0.0,0
0.0,0.009,25,0.759372,0.971695,1.06264,0.792786,839.343,445143,0.0,0
530711.0,0.289,69,0.762012,1.05922,1.13596,0.82035,895.697,475198,1190.98,0
0.0,0.002,91,0.696291,0.84746,0.885811,0.775281,1390.27,738969,0.0,0
946524.0,0.002,25,576.521,576.989,577.029,540.709,959.627,517337,227091.0,1
0.0,0.012,96,0.703147,0.957822,1.06773,0.807032,1110.42,589718,0.0,0
0.0,0.012,53,0.6334,0.810344,0.844582,0.701385,669.747,354691,0.0,0
0.0,0.002,65,0.602118,0.737494,0.79176,0.671485,984.468,522543,0.0,0
0.0,0.054,5,0.776426,1.02503,1.04553,0.830488,1126.85,598481,0.0,0
0.0,0.016,95,0.722448,1.00162,1.06269,0.789512,781.306,414190,0.0,0
454155.0,0.002,61,439.64,440.002,440.084,412.374,968.594,522386,191329.0,1
0.0,0.005,25,0.759372,0.971695,1.06264,0.792786,839.343,445143,0.0,0
