Mean Block Receive Time_x,Mean Block Propagation Time_x,Mean Block Size_x,Miner Generated Blocks,Miner Avg Block Gen Interval,Miner Avg Block Size,Hash Rate,INV Received Bytes,INV Sent Bytes,GET_HEADERS Received Bytes,GET_HEADERS Sent Bytes,Headers Received Bytes,Headers Sent Bytes,GET_DATA Received Bytes,GET_DATA Sent Bytes,BLOCK Received Bytes,BLOCK Sent Bytes,Iteration,Mean Block Receive Time_y,Mean Block Propagation Time_y,Mean Block Size_y,The average INV,The average GET_HEADERS Bytes,The average Headers Bytes,The average GET_DATA Sent Bytes,The average BLOCK Bytes,25 percentile of Block Propagation Time,75 percentile of Block Propagation Time,90 percentile of Block Propagation Time,Miners Mean Block Propagation Time,Total average traffic due to INV messages,Total average traffic due to GET_HEADERS messages,Total average traffic due to HEADERS messages,Total average traffic due to GET_DATA messages,Total average traffic due to BLOCK messages,Total average traffic/node,average Bandwidth Per Node,Label
864.449,240.978,529832,3,184484.0,701205.0,0.002,1342844,1263470,7290,104004,116319,7875,5850,85224,365657784,31558275,40,848.934,221.753,528085,1264400.0,97959.4,109541.0,80263.1,344777000,240.687,240.975,241.022,225.792,2528800.0,195919.0,219083.0,160526.0,689553000,981.101,692657000,1
586.291,0.762423,575478,0,0.0,0.0,0.016,17550,16380,0,1458,1575,0,0,1170,5180112,0,60,586.289,0.751847,575478,16453.1,1366.87,1476.56,1096.88,4856360,0.697807,0.78886,0.887863,0.751847,32906.2,2733.75,2953.12,2193.75,9712710,1083.72,9753500,0
615.546,0.441762,732029,3,1285.23,729606.0,0.289,11700,16770,7290,972,1050,7875,5850,780,4399981,32836335,85,615.62,0.885673,732029,16453.1,1366.87,1476.56,1096.88,6177250,0.814196,1.08375,1.18895,0.885673,32906.2,2733.75,2953.12,2193.75,12354500,1377.25,12395300,0
372.063,0.495273,537918,3,1984.33,572139.0,0.196,25350,29510,7290,2106,2275,7875,5850,1690,6891446,25750305,56,372.127,0.796726,537918,29250.0,2430.0,2625.0,1950.0,8070120,0.708862,0.978361,1.0427,0.796726,58500.0,4860.0,5250.0,3900.0,16140200,1013.3,16212800,0
616.736,0.513889,509584,270,2200.51,443702.0,0.3,1366950,1334530,26730,113562,122675,112710,58710,91130,374989919,575270145,37,755.236,339.743,527666,1421680.0,108135.0,122052.0,89103.7,387507000,367.667,367.992,368.142,344.894,2843370.0,216270.0,244104.0,178207.0,775015000,982.951,778497000,1
582.841,0.513769,430499,3,1942.8,578676.0,0.133,13650,18590,7290,1134,1225,7875,5850,910,2569598,26044455,2,582.891,0.665484,430499,18281.3,1518.75,1640.62,1218.75,4036780,0.631353,0.708518,0.761349,0.665484,36562.5,3037.5,3281.25,2437.5,8073550,811.887,8118870,0
757.084,381.965,540248,2,21109.3,620944.0,0.002,1533356,1441700,4860,115668,131106,5250,3900,95556,426698628,18631020,71,744.625,352.143,538811,1441180.0,108742.0,123240.0,89827.5,401194000,381.73,381.967,382.031,358.018,2882350.0,217485.0,246480.0,179655.0,802389000,1001.14,805915000,1
766.877,312.31,515035,2,182136.0,693718.0,0.002,1514702,1423500,4860,115506,130202,5250,3900,95102,401433815,20814255,74,753.212,287.435,514001,1423690.0,108591.0,122392.0,89401.9,377645000,311.97,312.28,312.297,292.634,2847380.0,217181.0,244785.0,178804.0,755290000,953.239,758778000,1
471.954,1.03433,584773,0,0.0,0.0,0.002,21450,20020,0,1782,1925,0,0,1430,6433491,0,23,471.93,0.872941,584773,20109.4,1670.62,1804.69,1340.62,6031400,0.816755,1.12341,1.17176,0.872941,40218.8,3341.25,3609.38,2681.25,12062800,1101.15,12112600,0
796.873,352.284,533813,19,31351.8,548096.0,0.012,1418494,1367470,46170,106434,120969,49875,37050,88074,390005294,156233085,88,783.946,324.658,532384,1364570.0,102668.0,116526.0,84885.0,375395000,351.863,352.245,352.284,330.08,2729140.0,205335.0,233051.0,169770.0,750789000,989.667,754126000,1
799.728,460.885,526357,14,31441.1,473488.0,0.012,1427116,1366820,34020,105300,120716,36750,27300,87596,388197589,99451335,55,786.253,424.758,525438,1363510.0,100845.0,115468.0,83827.5,370151000,460.552,461.019,461.047,431.996,2727030.0,201690.0,230936.0,167655.0,740302000,975.891,743629000,1
908.682,220.11,525642,3,173851.0,580345.0,0.005,1276286,1199770,7290,101250,111886,7875,5850,82366,344713354,26119575,26,889.045,201.868,524168,1202000.0,95377.5,105385.0,77583.8,324801000,219.911,220.15,220.211,206.311,2404010.0,190755.0,210771.0,155168.0,649602000,969.633,652563000,1
580.107,1.10763,594149,0,0.0,0.0,0.002,19500,18200,0,1620,1750,0,0,1300,5942387,0,37,580.093,0.902681,594149,18281.3,1518.75,1640.62,1218.75,5570990,0.805766,1.22612,1.30296,0.902681,36562.5,3037.5,3281.25,2437.5,11142000,1118.73,11187300,0
531.07,0.5724,421923,0,0.0,0.0,0.066,21450,20020,0,1782,1925,0,0,1430,4642139,0,8,531.022,0.708761,421923,20109.4,1670.63,1804.69,1340.62,4352010,0.613007,0.833959,0.881533,0.708761,40218.8,3341.25,3609.38,2681.25,8704010,795.806,8753860,0
521.501,0.811945,409274,0,0.0,0.0,0.133,15600,14560,0,1296,1400,0,0,1040,3274913,0,76,521.477,0.752537,409274,14625.0,1215.0,1312.5,975.0,3070230,0.661773,0.921069,0.967572,0.752537,29250.0,2430.0,2625.0,1950.0,6140460,772.09,6176720,0
820.614,260.059,523941,10,58900.0,379830.0,0.012,1399488,1329900,24300,108864,121488,26250,19500,89088,378739086,56988060,94,805.344,239.1,522660,1330300.0,103579.0,115536.0,84738.8,358630000,259.703,259.988,260.059,243.63,2660600.0,207158.0,231071.0,169478.0,717259000,969.755,720528000,1
743.345,625.621,544223,15,37922.7,683072.0,0.012,1529784,1467050,36450,109512,127534,39375,29250,91984,427914541,153711405,53,732.797,578.14,543394,1461590.0,104946.0,122024.0,88063.1,410777000,625.239,625.729,625.853,586.427,2923190.0,209891.0,244048.0,176126.0,821554000,1011.16,825107000,1
738.797,452.287,532382,57,9792.67,553065.0,0.066,1463038,1485250,138510,106434,122913,149625,111150,88938,400828392,472947165,54,728.113,418.251,531169,1475800.0,108439.0,124583.0,90326.3,405336000,452.465,452.835,452.894,424.385,2951600.0,216878.0,249165.0,180652.0,810672000,989.392,814270000,1
638.874,0.474124,495880,286,2094.79,456694.0,0.3,1271400,1244810,26730,105624,114100,111495,58170,84760,334924368,565226265,57,806.074,338.138,508556,1330370.0,100693.0,113937.0,83098.1,349318000,366.84,367.196,367.214,344.106,2660730.0,201386.0,227874.0,166196.0,698636000,944.674,701893000,1
738.796,452.89,532382,3,150627.0,761827.0,0.002,1568338,1478230,7290,115182,132363,7875,5850,95958,430072452,34286265,3,728.113,418.251,531169,1475800.0,108439.0,124583.0,90326.3,405336000,452.465,452.835,452.894,424.385,2951600.0,216878.0,249165.0,180652.0,810672000,989.392,814270000,1
774.624,356.733,548039,9,65961.5,613392.0,0.012,1485358,1409850,21870,112914,127483,23625,17550,93058,418724617,82820055,93,761.968,328.902,546791,1408980.0,107224.0,120992.0,88338.8,397731000,356.473,356.804,356.855,334.358,2817950.0,214448.0,241984.0,176678.0,795461000,1016.43,798912000,1
794.561,458.657,529206,148,4006.34,541136.0,0.159,1170374,1387880,359640,85050,98274,388500,288600,71094,317922044,1201520670,18,780.796,422.905,528119,1367790.0,102212.0,116413.0,84688.1,373147000,458.82,459.22,459.269,430.339,2735580.0,204424.0,232826.0,169376.0,746294000,979.916,749636000,1
586.101,1.15948,436013,0,0.0,0.0,0.002,19500,18200,0,1620,1750,0,0,1300,4361026,0,82,586.037,0.809163,436013,18281.3,1518.75,1640.62,1218.75,4088460,0.769523,1.03616,1.06439,0.809163,36562.5,3037.5,3281.25,2437.5,8176920,822.224,8222240,0
776.792,219.743,523681,32,17847.9,588874.0,0.029,1437008,1407380,77760,112752,125283,84000,62400,92028,384977047,282702690,43,762.895,202.504,523058,1405700.0,110565.0,122703.0,90176.3,378585000,219.743,220.042,220.087,206.167,2811390.0,221130.0,245406.0,180352.0,757170000,968.953,760628000,1
586.592,0.500814,395836,1,5713.0,316674.0,0.066,17550,18330,2430,1458,1575,2625,1950,1170,3642501,4751460,0,586.638,0.718881,395836,18281.3,1518.75,1640.62,1218.75,3711810,0.691152,0.85408,0.904384,0.718881,36562.5,3037.5,3281.25,2437.5,7423620,746.894,7468940,0
538.148,0.865096,574545,0,0.0,0.0,0.002,21450,20020,0,1782,1925,0,0,1430,6320980,0,98,538.132,0.800546,574545,20109.4,1670.62,1804.69,1340.62,5925920,0.686726,0.989598,1.09981,0.800546,40218.8,3341.25,3609.37,2681.25,11851800,1081.97,11901700,0
761.996,396.931,496638,2,297718.0,373139.0,0.002,1522666,1432600,4860,113238,129291,5250,3900,93966,390170415,11196870,86,749.666,365.821,495943,1431160.0,106464.0,121538.0,88336.9,366485000,396.405,396.735,396.869,371.82,2862310.0,212929.0,243077.0,176674.0,732969000,921.732,736464000,1
625.624,0.694272,738969,1,3172.47,206269.0,0.012,15600,16510,2430,1296,1400,2625,1950,1040,6445171,3095385,91,625.615,0.775281,738969,16453.1,1366.87,1476.56,1096.88,6235810,0.696291,0.84746,0.885811,0.775281,32906.2,2733.75,2953.12,2193.75,12471600,1390.27,12512400,0
580.142,1.36952,594149,0,0.0,0.0,0.012,19500,18200,0,1620,1750,0,0,1300,5942387,0,37,580.093,0.902681,594149,18281.3,1518.75,1640.62,1218.75,5570990,0.805766,1.22612,1.30296,0.902681,36562.5,3037.5,3281.25,2437.5,11142000,1118.73,11187300,0
595.974,0.587548,455996,4,1489.93,540318.0,0.133,11700,18720,9720,972,1050,10500,7800,780,2399225,32424450,42,596.031,0.711326,455996,18281.3,1518.75,1640.62,1218.75,4275800,0.636667,0.799201,0.827051,0.711326,36562.5,3037.5,3281.25,2437.5,8551600,859.692,8596920,0
775.611,525.033,529463,176,3406.02,526114.0,0.185,1156724,1429740,427680,83916,97049,462000,343200,70184,316725502,1389177750,87,762.901,484.519,527758,1406180.0,105401.0,119858.0,87247.5,383754000,525.23,525.558,525.633,492.571,2812360.0,210802.0,239717.0,174495.0,767508000,982.095,770945000,1
690.331,0.71807,454083,0,0.0,0.0,0.016,11700,10920,0,972,1050,0,0,780,2725037,0,81,690.334,0.729491,454083,10968.7,911.25,984.375,731.25,2554720,0.666985,0.870523,0.93077,0.729491,21937.5,1822.5,1968.75,1462.5,5109440,856.106,5136640,0
741.949,0.693405,507091,0,0.0,0.0,0.009,15600,14560,0,1296,1400,0,0,1040,4057451,0,13,741.971,0.693527,507091,14625.0,1215.0,1312.5,975.0,3803860,0.659584,0.728282,0.774308,0.693527,29250.0,2430.0,2625.0,1950.0,7607720,955.497,7643980,0
543.012,0.916874,457373,0,0.0,0.0,0.005,21450,20020,0,1782,1925,0,0,1430,5032098,0,47,542.994,0.791119,457373,20109.4,1670.62,1804.69,1340.62,4717590,0.765354,0.982364,1.01682,0.791119,40218.8,3341.25,3609.38,2681.25,9435180,862.276,9485030,0
757.083,381.607,540248,54,10989.5,668753.0,0.066,1431956,1448460,131220,107244,122006,141750,105300,88796,391823192,541762560,71,744.625,352.143,538811,1441180.0,108742.0,123240.0,89827.5,401194000,381.73,381.967,382.031,358.018,2882350.0,217485.0,246480.0,179655.0,802389000,1001.14,805915000,1
621.227,0.653759,520905,1,2075.68,675308.0,0.159,13650,14690,2430,1134,1225,2625,1950,910,3492561,10130970,75,621.279,0.706129,520905,14625.0,1215.0,1312.5,975.0,3907460,0.650614,0.787116,0.832724,0.706129,29250.0,2430.0,2625.0,1950.0,7814920,981.397,7851180,0
826.598,412.542,537001,2,177620.0,500226.0,0.002,1398994,1316120,4860,104814,119219,5250,3900,86774,387309609,15009465,92,812.659,380.0,535202,1315210.0,98566.9,112096.0,81594.4,364041000,412.129,412.535,412.571,386.586,2630430.0,197134.0,224192.0,163189.0,728082000,994.961,731297000,1
432.231,1.06264,445143,0,0.0,0.0,0.012,25350,23660,0,2106,2275,0,0,1690,5788024,0,25,432.215,0.792786,445143,23765.6,1974.38,2132.81,1584.38,5426270,0.759372,0.971695,1.06264,0.792786,47531.2,3948.75,4265.62,3168.75,10852500,839.343,10911500,0
840.719,0.810344,354691,1,1072.3,110537.0,0.054,9750,11050,2430,810,875,2625,1950,650,2018061,1659405,53,840.634,0.701385,354691,10968.8,911.25,984.375,731.25,1995640,0.6334,0.810344,0.844582,0.701385,21937.5,1822.5,1968.75,1462.5,3991290,669.747,4018480,0
930.667,0.258094,603763,2,2068.87,531433.0,0.159,7800,11180,4860,648,700,5250,3900,520,2560074,15945690,9,930.738,0.901142,603763,10968.8,911.25,984.375,731.25,3396680,0.764402,1.19979,1.29963,0.901142,21937.5,1822.5,1968.75,1462.5,6793350,1136.76,6820540,0
621.28,0.648923,520905,1,3385.69,45748.0,0.009,13650,14690,2430,1134,1225,2625,1950,910,4122121,687570,75,621.279,0.706129,520905,14625.0,1215.0,1312.5,975.0,3907460,0.650614,0.787116,0.832724,0.706129,29250.0,2430.0,2625.0,1950.0,7814920,981.397,7851180,0
518.291,0.827723,519715,1,3769.43,749420.0,0.012,19500,20150,2430,1620,1750,2625,1950,1300,4968340,11242650,12,518.245,0.753477,519715,20109.4,1670.62,1804.69,1340.62,5360480,0.642219,0.884608,0.932311,0.753477,40218.8,3341.25,3609.38,2681.25,10721000,979.165,10770800,0
743.345,625.841,544223,123,4856.99,580270.0,0.133,1319184,1481090,298890,92016,108634,322875,239850,77944,366777682,1070764290,53,732.797,578.14,543394,1461590.0,104946.0,122024.0,88063.1,410777000,625.239,625.729,625.853,586.427,2923190.0,209891.0,244048.0,176126.0,821554000,1011.16,825107000,1
693.843,0.871875,366198,0,0.0,0.0,0.133,15600,14560,0,1296,1400,0,0,1040,2930300,0,86,693.898,0.752981,366198,14625.0,1215.0,1312.5,975.0,2747160,0.668537,0.895589,0.927563,0.752981,29250.0,2430.0,2625.0,1950.0,5494310,691.321,5530570,0
457.913,0.496347,569380,3,1358.65,397397.0,0.159,19500,24050,7290,1620,1750,7875,5850,1300,6210649,17886915,27,457.951,0.823743,569380,23765.6,1974.38,2132.81,1584.38,6940420,0.738814,0.998428,1.04671,0.823743,47531.2,3948.75,4265.62,3168.75,13880800,1072.29,13939700,0
609.544,0.665109,441681,0,0.0,0.0,0.009,11700,10920,0,972,1050,0,0,780,2650625,0,15,609.557,0.792497,441681,10968.8,911.25,984.375,731.25,2484960,0.660366,1.03343,1.104,0.792497,21937.5,1822.5,1968.75,1462.5,4969920,832.852,4997110,0
819.777,0.712663,558228,0,0.0,0.0,0.002,13650,12740,0,1134,1225,0,0,910,3908224,0,62,819.816,0.734111,558228,12796.9,1063.12,1148.44,853.125,3663960,0.648697,0.834026,0.85644,0.734111,25593.8,2126.25,2296.88,1706.25,7327920,1051.38,7359640,0
586.635,0.691592,395836,0,0.0,0.0,0.009,19500,18200,0,1620,1750,0,0,1300,3959265,0,0,586.638,0.718881,395836,18281.3,1518.75,1640.62,1218.75,3711810,0.691152,0.85408,0.904384,0.718881,36562.5,3037.5,3281.25,2437.5,7423620,746.894,7468940,0
559.687,0.583122,522543,3,1780.98,408941.0,0.054,13650,18590,7290,1134,1225,7875,5850,910,3999235,18406380,65,559.698,0.671485,522543,18281.3,1518.75,1640.62,1218.75,4899680,0.602118,0.737494,0.79176,0.671485,36562.5,3037.5,3281.25,2437.5,9799360,984.468,9844680,0
531.075,0.493488,421923,3,1612.95,403316.0,0.196,15600,20410,7290,1296,1400,7875,5850,1040,3431922,18153255,8,531.022,0.708761,421923,20109.4,1670.63,1804.69,1340.62,4352010,0.613007,0.833959,0.881533,0.708761,40218.8,3341.25,3609.38,2681.25,8704010,795.806,8753860,0
805.69,476.933,511268,1,131499.0,748745.0,0.002,1439568,1352390,2430,107568,122518,2625,1950,89128,379182900,11232525,96,791.342,439.095,510810,1351420.0,100997.0,115025.0,83679.4,356186000,476.688,477.085,477.105,447.091,2702850.0,201994.0,230049.0,167359.0,712372000,946.659,715674000,1
615.581,0.901859,516198,0,0.0,0.0,0.133,17550,16380,0,1458,1575,0,0,1170,4646589,0,40,615.562,0.799599,516198,16453.1,1366.87,1476.56,1096.88,4356180,0.669203,1.01048,1.07695,0.799599,32906.2,2733.75,2953.12,2193.75,8712350,972.571,8753140,0
471.886,0.3755,584773,2,2223.6,486379.0,0.289,17550,20280,4860,1458,1575,5250,3900,1170,5460553,14594070,23,471.93,0.872941,584773,20109.4,1670.62,1804.69,1340.62,6031400,0.816755,1.12341,1.17176,0.872941,40218.8,3341.25,3609.38,2681.25,12062800,1101.15,12112600,0
580.089,0.805766,594149,0,0.0,0.0,0.009,19500,18200,0,1620,1750,0,0,1300,5942387,0,37,580.093,0.902681,594149,18281.3,1518.75,1640.62,1218.75,5570990,0.805766,1.22612,1.30296,0.902681,36562.5,3037.5,3281.25,2437.5,11142000,1118.73,11187300,0
781.227,416.718,523676,5,110194.0,415934.0,0.005,1478004,1396590,12150,109836,125454,13125,9750,91164,399641126,31201785,35,768.822,384.324,522506,1394770.0,103731.0,118433.0,86075.6,376614000,416.324,416.718,416.749,390.509,2789540.0,207461.0,236867.0,172151.0,753227000,971.288,756633000,1
582.899,0.672109,430499,0,0.0,0.0,0.029,19500,18200,0,1620,1750,0,0,1300,4305895,0,2,582.891,0.665484,430499,18281.3,1518.75,1640.62,1218.75,4036780,0.631353,0.708518,0.761349,0.665484,36562.5,3037.5,3281.25,2437.5,8073550,811.887,8118870,0
1153.61,0.605032,495276,2,1604.85,554907.0,0.133,5850,9360,4860,486,525,5250,3900,390,1366834,16649910,88,1153.58,0.721232,495276,9140.63,759.375,820.312,609.375,2322030,0.661018,0.818773,0.848512,0.721232,18281.2,1518.75,1640.62,1218.75,4644050,933.342,4666710,0
415.768,0.681111,467254,0,0.0,0.0,0.029,27300,25480,0,2268,2450,0,0,1820,6542819,0,43,415.77,0.78698,467254,25593.8,2126.25,2296.88,1706.25,6133890,0.650265,0.994336,1.07234,0.78698,51187.5,4252.5,4593.75,3412.5,12267800,880.802,12331200,0
757.084,382.031,540248,8,61396.3,561942.0,0.005,1521656,1442480,19440,114696,130056,21000,15600,94776,423444440,67443840,71,744.625,352.143,538811,1441180.0,108742.0,123240.0,89827.5,401194000,381.73,381.967,382.031,358.018,2882350.0,217485.0,246480.0,179655.0,802389000,1001.14,805915000,1
811.681,496.226,537090,65,8541.0,535647.0,0.066,1306522,1351610,157950,98982,111947,170625,126750,81662,361610123,522343425,7,796.685,456.956,536198,1343690.0,102668.0,115614.0,84480.0,371656000,496.351,496.698,496.744,465.526,2687380.0,205335.0,231229.0,168960.0,743312000,994.148,746605000,1
531.018,0.6386,421923,0,0.0,0.0,0.029,21450,20020,0,1782,1925,0,0,1430,4642139,0,8,531.022,0.708761,421923,20109.4,1670.63,1804.69,1340.62,4352010,0.613007,0.833959,0.881533,0.708761,40218.8,3341.25,3609.38,2681.25,8704010,795.806,8753860,0
515.183,0.755272,551064,1,2712.94,992896.0,0.159,19500,20150,2430,1620,1750,2625,1950,1300,5069703,14894790,71,515.13,0.705114,551064,20109.4,1670.62,1804.69,1340.62,5683770,0.660473,0.755272,0.801273,0.705114,40218.8,3341.25,3609.38,2681.25,11367500,1037.94,11417400,0
627.072,0.45472,525922,308,1945.08,479647.0,0.3,1263600,1253100,34020,104976,113400,141240,73740,84240,355110100,723328905,47,788.268,475.893,538097,1359860.0,100541.0,115140.0,83583.8,378124000,516.173,516.633,516.742,484.145,2719720.0,201083.0,230280.0,167168.0,756248000,998.115,759566000,1
559.744,0.79176,522543,0,0.0,0.0,0.066,19500,18200,0,1620,1750,0,0,1300,5226327,0,65,559.698,0.671485,522543,18281.3,1518.75,1640.62,1218.75,4899680,0.602118,0.737494,0.79176,0.671485,36562.5,3037.5,3281.25,2437.5,9799360,984.468,9844680,0
606.609,0.552686,389539,1,4820.23,34320.0,0.012,15600,16510,2430,1296,1400,2625,1950,1040,3472247,516150,31,606.582,0.642436,389539,16453.1,1366.87,1476.56,1096.88,3287490,0.596539,0.702816,0.749286,0.642436,32906.2,2733.75,2953.12,2193.75,6574980,735.085,6615770,0
798.721,439.712,522386,10,58233.1,337971.0,0.016,1437712,1368120,24300,107568,122437,26250,19500,89092,388991642,50709150,10,785.319,405.474,520927,1366140.0,102364.0,116425.0,84742.5,367849000,439.64,440.002,440.084,412.374,2732270.0,204727.0,232851.0,169485.0,735698000,968.594,739037000,1
769.658,390.983,520744,10,49949.8,329586.0,0.012,1490832,1417260,24300,112752,127632,26250,19500,93072,401905953,49451340,50,756.746,360.384,520566,1415940.0,107224.0,121296.0,88473.8,379878000,390.773,391.064,391.143,366.505,2831870.0,214448.0,242591.0,176948.0,759755000,964.881,763221000,1
432.231,0.816803,445143,2,922.679,513562.0,0.133,21450,23920,4860,1782,1925,5250,3900,1430,4760720,15409560,25,432.215,0.792786,445143,23765.6,1974.38,2132.81,1584.38,5426270,0.759372,0.971695,1.06264,0.792786,47531.2,3948.75,4265.62,3168.75,10852500,839.343,10911500,0
1267.64,1.10848,585971,0,0.0,0.0,0.002,7800,7280,0,648,700,0,0,520,2344243,0,72,1267.6,0.897546,585971,7312.5,607.5,656.25,487.5,2197730,0.804439,1.2282,1.27143,0.897546,14625.0,1215.0,1312.5,975.0,4395460,1103.4,4413580,0
796.746,506.562,495645,4,136532.0,294654.0,0.005,1453406,1370980,9720,109026,123931,10500,7800,90226,372102776,17684670,28,783.707,466.981,495498,1369880.0,102819.0,116842.0,85074.4,349952000,506.143,506.546,506.575,474.715,2739760.0,205639.0,233683.0,170149.0,699903000,919.284,703253000,1
527.793,1.33597,635086,0,0.0,0.0,0.002,21450,20020,0,1782,1925,0,0,1430,6986936,0,39,527.739,0.88325,635086,20109.4,1670.62,1804.69,1340.62,6550250,0.789948,1.14678,1.25555,0.88325,40218.8,3341.25,3609.38,2681.25,13100500,1195.49,13150400,0
851.698,461.811,520341,2,181022.0,499597.0,0.002,1356658,1276080,4860,102222,115933,5250,3900,84478,363816856,14990610,14,835.951,424.89,519049,1275520.0,96136.9,109015.0,79441.9,342015000,461.6,461.978,462.02,432.939,2551050.0,192274.0,218031.0,158884.0,684030000,962.396,687151000,1
495.516,0.548987,464850,1,519.605,393068.0,0.066,19500,20150,2430,1620,1750,2625,1950,1300,4721182,5897370,50,495.466,0.721454,464850,20109.4,1670.62,1804.69,1340.62,4794690,0.663638,0.829317,0.902464,0.721454,40218.8,3341.25,3609.38,2681.25,9589390,876.294,9639240,0
930.74,0.851092,603763,0,0.0,0.0,0.009,11700,10920,0,972,1050,0,0,780,3623120,0,9,930.738,0.901142,603763,10968.8,911.25,984.375,731.25,3396680,0.764402,1.19979,1.29963,0.901142,21937.5,1822.5,1968.75,1462.5,6793350,1136.76,6820540,0
820.614,259.85,523941,138,4297.58,540144.0,0.133,1149888,1346540,335340,88128,99088,362250,269100,72448,307985943,1118285205,94,805.344,239.1,522660,1330300.0,103579.0,115536.0,84738.8,358630000,259.703,259.988,260.059,243.63,2660600.0,207158.0,231071.0,169478.0,717259000,969.755,720528000,1
476.54,1.20576,565725,0,0.0,0.0,0.002,13650,12740,0,1134,1225,0,0,910,3960707,0,1,476.477,0.843756,565725,12796.9,1063.12,1148.44,853.125,3713160,0.800122,1.04929,1.14366,0.843756,25593.8,2126.25,2296.88,1706.25,7426330,1065.44,7458050,0
840.548,0.527981,354691,1,4400.29,26985.0,0.196,9750,11050,2430,810,875,2625,1950,650,2101613,406125,53,840.634,0.701385,354691,10968.8,911.25,984.375,731.25,1995640,0.6334,0.810344,0.844582,0.701385,21937.5,1822.5,1968.75,1462.5,3991290,669.747,4018480,0
799.727,460.452,526357,55,10861.8,626148.0,0.066,1347166,1372150,133650,98658,113541,144375,107250,82266,360384578,516646500,55,786.253,424.758,525438,1363510.0,100845.0,115468.0,83827.5,370151000,460.552,461.019,461.047,431.996,2727030.0,201690.0,230936.0,167655.0,740302000,975.891,743629000,1
820.373,367.214,509639,46,12481.6,583746.0,0.054,1329358,1336400,111780,99954,113483,120750,89700,82658,345749652,402847005,6,806.074,338.138,508556,1330370.0,100693.0,113937.0,83098.1,349318000,366.84,367.196,367.214,344.106,2660730.0,201386.0,227874.0,166196.0,698636000,944.674,701893000,1
670.457,0.537745,506479,243,2466.96,427745.0,0.3,1271400,1217780,14580,105624,114100,59490,31140,84760,348826647,226209285,97,848.965,180.09,522868,1265550.0,99933.8,110687.0,81408.8,341163000,195.433,195.635,195.658,183.335,2531090.0,199868.0,221374.0,162818.0,682326000,970.88,685441000,1
580.613,0.62827,591857,1,4902.26,239220.0,0.196,15600,16510,2430,1296,1400,2625,1950,1040,5088210,3589650,70,580.66,0.787627,591857,16453.1,1366.87,1476.56,1096.88,4994550,0.707423,0.921784,0.949004,0.787627,32906.2,2733.75,2953.12,2193.75,9989100,1114.43,10029900,0
484.803,0.703179,360376,0,0.0,0.0,0.002,23400,21840,0,1944,2100,0,0,1560,4325597,0,28,484.788,0.678196,360376,21937.5,1822.5,1968.75,1462.5,4055250,0.64539,0.741664,0.750662,0.678196,43875.0,3645.0,3937.5,2925.0,8110490,680.406,8164880,0
483.526,0.878465,407391,0,0.0,0.0,0.012,23400,21840,0,1944,2100,0,0,1560,4889770,0,34,483.516,0.742144,407391,21937.5,1822.5,1968.75,1462.5,4584160,0.625517,0.860879,0.883507,0.742144,43875.0,3645.0,3937.5,2925.0,9168320,768.558,9222700,0
625.55,0.752027,738969,2,1847.17,676512.0,0.289,13650,16640,4860,1134,1225,5250,3900,910,5298326,20298060,91,625.615,0.775281,738969,16453.1,1366.87,1476.56,1096.88,6235810,0.696291,0.84746,0.885811,0.775281,32906.2,2733.75,2953.12,2193.75,12471600,1390.27,12512400,0
515.106,0.686391,551064,0,0.0,0.0,0.012,21450,20020,0,1782,1925,0,0,1430,6062689,0,71,515.13,0.705114,551064,20109.4,1670.62,1804.69,1340.62,5683770,0.660473,0.755272,0.801273,0.705114,40218.8,3341.25,3609.38,2681.25,11367500,1037.94,11417400,0
521.503,0.911396,409274,0,0.0,0.0,0.005,15600,14560,0,1296,1400,0,0,1040,3274913,0,76,521.477,0.752537,409274,14625.0,1215.0,1312.5,975.0,3070230,0.661773,0.921069,0.967572,0.752537,29250.0,2430.0,2625.0,1950.0,6140460,772.09,6176720,0
582.724,0.888786,580323,0,0.0,0.0,0.005,19500,18200,0,1620,1750,0,0,1300,5804125,0,24,582.663,0.771794,580322,18281.3,1518.75,1640.62,1218.75,5441370,0.669102,0.874683,0.951539,0.771794,36562.5,3037.5,3281.25,2437.5,10882700,1092.81,10928100,0
794.365,435.088,544165,109,5495.8,496551.0,0.133,1252274,1388270,264870,91854,105624,286125,212550,76554,356771402,812008170,31,781.261,401.022,542916,1373270.0,102668.0,116905.0,85053.8,385224000,434.656,435.07,435.111,407.711,2746540.0,205335.0,233811.0,170108.0,770447000,1008.87,773803000,1
618.706,0.488824,492679,288,2069.51,444179.0,0.3,1316250,1286670,26730,109350,118125,111495,58170,87750,346449828,513743685,59,777.005,357.117,503872,1372410.0,104186.0,117711.0,85901.2,356906000,387.318,387.57,387.724,363.287,2744830.0,208373.0,235421.0,171802.0,713811000,935.035,717172000,1
532.459,0.959966,536837,0,0.0,0.0,0.005,21450,20020,0,1782,1925,0,0,1430,5906192,0,80,532.498,0.795797,536837,20109.4,1670.62,1804.69,1340.62,5537060,0.676665,1.0054,1.10315,0.795797,40218.8,3341.25,3609.38,2681.25,11074100,1011.27,11124000,0
757.084,382.135,540248,11,50130.8,581581.0,0.012,1515806,1442870,26730,114210,129531,28875,21450,94386,421542315,95975715,71,744.625,352.143,538811,1441180.0,108742.0,123240.0,89827.5,401194000,381.73,381.967,382.031,358.018,2882350.0,217485.0,246480.0,179655.0,802389000,1001.14,805915000,1
