Mean Block Receive Time_x,Mean Block Propagation Time_x,Mean Block Size_x,Miner Generated Blocks,Miner Avg Block Gen Interval,Miner Avg Block Size,Hash Rate,INV Received Bytes,INV Sent Bytes,GET_HEADERS Received Bytes,GET_HEADERS Sent Bytes,Headers Received Bytes,Headers Sent Bytes,GET_DATA Received Bytes,GET_DATA Sent Bytes,BLOCK Received Bytes,BLOCK Sent Bytes,Iteration,Mean Block Receive Time_y,Mean Block Propagation Time_y,Mean Block Size_y,The average INV,The average GET_HEADERS Bytes,The average Headers Bytes,The average GET_DATA Sent Bytes,The average BLOCK Bytes,25 percentile of Block Propagation Time,75 percentile of Block Propagation Time,90 percentile of Block Propagation Time,Miners Mean Block Propagation Time,Total average traffic due to INV messages,Total average traffic due to GET_HEADERS messages,Total average traffic due to HEADERS messages,Total average traffic due to GET_DATA messages,Total average traffic due to BLOCK messages,Total average traffic/node,average Bandwidth Per Node,Label
725.156,0.571008,643812,1,2583.35,945740.0,0.196,13650,14690,2430,1134,1225,2625,1950,910,4205387,14187450,84,725.091,0.851845,643812,14625.0,1215.0,1312.5,975.0,4829270,0.82566,0.978922,1.03866,0.851845,29250.0,2430.0,2625.0,1950.0,9658530,1211.85,9694790,0
590.845,0.755393,509506,0,0.0,0.0,0.005,19500,18200,0,1620,1750,0,0,1300,5095956,0,35,590.822,0.744973,509506,18281.3,1518.75,1640.62,1218.75,4777460,0.686305,0.829621,0.867383,0.744973,36562.5,3037.5,3281.25,2437.5,9554920,960.024,9600240,0
518.23,0.67468,519715,1,3920.47,162042.0,0.029,19500,20150,2430,1620,1750,2625,1950,1300,5555718,2431980,12,518.245,0.753477,519715,20109.4,1670.62,1804.69,1340.62,5360480,0.642219,0.884608,0.932311,0.753477,40218.8,3341.25,3609.38,2681.25,10721000,979.165,10770800,0
690.21,0.504879,454083,1,4141.26,141297.0,0.289,9750,11050,2430,810,875,2625,1950,650,2583650,2120805,81,690.334,0.729491,454083,10968.7,911.25,984.375,731.25,2554720,0.666985,0.870523,0.93077,0.729491,21937.5,1822.5,1968.75,1462.5,5109440,856.106,5136640,0
781.982,212.55,537113,0,0.0,2.07956e-312,0.005,1483620,1388660,0,116316,129295,0,0,94960,409881885,0,62,767.931,195.592,534915,1390890.0,109046.0,121214.0,89025.0,384264000,212.294,212.551,212.617,199.183,2781790.0,218092.0,242428.0,178050.0,768529000,993.499,771949000,1
590.91,0.771682,449659,0,0.0,0.0,0.029,15600,14560,0,1296,1400,0,0,1040,3597993,0,17,590.921,0.803334,449659,14625.0,1215.0,1312.5,975.0,3373120,0.730172,1.02362,1.07408,0.803334,29250.0,2430.0,2625.0,1950.0,6746240,847.811,6782490,0
761.996,396.632,496638,13,41697.3,493570.0,0.012,1501216,1434030,31590,111456,127366,34125,25350,92536,384499299,96263610,86,749.666,365.821,495943,1431160.0,106464.0,121538.0,88336.9,366485000,396.405,396.735,396.869,371.82,2862310.0,212929.0,243077.0,176674.0,732969000,921.732,736464000,1
1578.84,1.04455,673913,0,0.0,0.0,0.066,5850,5460,0,486,525,0,0,390,2022010,0,41,1578.98,0.7468,673913,5484.38,455.625,492.187,365.625,1895630,0.568162,0.986496,1.03271,0.7468,10968.8,911.25,984.375,731.25,3791270,1268.29,3804860,0
1267.57,0.804439,585971,0,0.0,0.0,0.016,7800,7280,0,648,700,0,0,520,2344243,0,72,1267.6,0.897546,585971,7312.5,607.5,656.25,487.5,2197730,0.804439,1.2282,1.27143,0.897546,14625.0,1215.0,1312.5,975.0,4395460,1103.4,4413580,0
870.379,321.088,512820,1,38111.2,623227.0,0.002,1337088,1254110,2430,103680,115888,2625,1950,84928,352767416,9349755,24,853.649,295.18,512707,1255350.0,97351.9,108809.0,79741.9,331304000,320.87,321.128,321.159,300.946,2510700.0,194704.0,217618.0,159484.0,662608000,948.277,665690000,1
811.679,496.679,537090,7,77229.2,644695.0,0.012,1419622,1344070,17010,108378,122097,18375,13650,89202,391919520,67702470,7,796.685,456.956,536198,1343690.0,102668.0,115614.0,84480.0,371656000,496.351,496.698,496.744,465.526,2687380.0,205335.0,231229.0,168960.0,743312000,994.148,746605000,1
283.052,0.692549,477269,1,4498.81,892663.0,0.009,31200,31070,2430,2592,2800,2625,1950,2080,7222355,13391295,7,283.048,0.723212,477269,31078.1,2581.88,2789.06,2071.88,7607910,0.69017,0.784473,0.861041,0.723212,62156.2,5163.75,5578.13,4143.75,15215800,899.581,15292900,0
461.318,1.0007,389327,0,0.0,0.0,0.012,25350,23660,0,2106,2275,0,0,1690,5062423,0,22,461.312,0.774796,389327,23765.6,1974.38,2132.81,1584.38,4746020,0.68801,1.0007,1.03476,0.774796,47531.2,3948.75,4265.62,3168.75,9492040,734.689,9550960,0
810.434,326.071,509562,184,3251.92,510478.0,0.185,1076986,1368900,447120,80838,91861,483000,358800,66886,282682953,1409167650,66,796.16,300.615,508738,1346050.0,103731.0,116307.0,85130.6,353088000,326.229,326.501,326.604,305.989,2692100.0,207461.0,232614.0,170261.0,706176000,943.456,709479000,1
348.305,0.804338,610693,0,0.0,0.0,0.005,33150,30940,0,2754,2975,0,0,2210,10383309,0,10,348.279,0.769629,610693,31078.1,2581.88,2789.06,2071.88,9734350,0.665086,0.877091,0.925295,0.769629,62156.2,5163.75,5578.13,4143.75,19468700,1149.75,19545700,0
781.226,416.745,523676,6,84889.3,734320.0,0.005,1476054,1396720,14580,109674,125279,15750,11700,91034,397314788,66096855,35,768.822,384.324,522506,1394770.0,103731.0,118433.0,86075.6,376614000,416.324,416.718,416.749,390.509,2789540.0,207461.0,236867.0,172151.0,753227000,971.288,756633000,1
793.468,290.446,520579,1,547007.0,996525.0,0.002,1464660,1374230,2430,112428,126310,2625,1950,92380,392103342,14949225,85,778.403,266.959,518725,1374950.0,105553.0,118580.0,86728.1,368531000,290.074,290.436,290.446,272.115,2749890.0,211106.0,237159.0,173456.0,737062000,962.853,740434000,1
789.682,482.248,528906,1,484193.0,345468.0,0.002,1470016,1381510,2430,108864,124566,2625,1950,90456,401154836,5183370,64,777.534,444.909,527578,1379970.0,102212.0,116945.0,84924.4,376407000,481.747,482.076,482.248,451.852,2759940.0,204424.0,233889.0,169849.0,752813000,982.054,756181000,1
830.402,520.536,530218,169,3542.33,539000.0,0.185,1069538,1334190,410670,77598,89738,443625,329550,64898,291239628,1366592340,21,816.479,480.236,528404,1311640.0,98415.0,111856.0,81438.8,358449000,520.737,521.18,521.209,488.418,2623290.0,196830.0,223712.0,162878.0,716898000,982.408,720105000,1
586.064,1.06439,436013,0,0.0,0.0,0.012,19500,18200,0,1620,1750,0,0,1300,4361026,0,82,586.037,0.809163,436013,18281.3,1518.75,1640.62,1218.75,4088460,0.769523,1.03616,1.06439,0.809163,36562.5,3037.5,3281.25,2437.5,8176920,822.224,8222240,0
490.738,1.11959,625827,0,0.0,0.0,0.005,23400,21840,0,1944,2100,0,0,1560,7510999,0,54,490.727,0.887158,625827,21937.5,1822.5,1968.75,1462.5,7041560,0.801176,1.15063,1.24127,0.887158,43875.0,3645.0,3937.5,2925.0,14083100,1178.13,14137500,0
495.444,0.84839,464850,0,0.0,0.0,0.012,21450,20020,0,1782,1925,0,0,1430,5114340,0,50,495.466,0.721454,464850,20109.4,1670.62,1804.69,1340.62,4794690,0.663638,0.829317,0.902464,0.721454,40218.8,3341.25,3609.38,2681.25,9589390,876.294,9639240,0
743.345,625.729,544223,44,13165.4,607503.0,0.054,1473234,1470820,106920,104814,122459,115500,85800,88214,411427888,401011200,2,732.797,578.14,543394,1461590.0,104946.0,122024.0,88063.1,410777000,625.239,625.729,625.853,586.427,2923190.0,209891.0,244048.0,176126.0,821554000,1011.16,825107000,1
830.403,521.192,530218,5,70485.6,727709.0,0.005,1389338,1312870,12150,104166,118438,13125,9750,86218,378706790,54584910,21,816.479,480.236,528404,1311640.0,98415.0,111856.0,81438.8,358449000,520.737,521.18,521.209,488.418,2623290.0,196830.0,223712.0,162878.0,716898000,982.408,720105000,1
606.496,0.745603,389539,1,5458.46,236523.0,0.159,15600,16510,2430,1296,1400,2625,1950,1040,3270044,3549195,31,606.582,0.642436,389539,16453.1,1366.87,1476.56,1096.88,3287490,0.596539,0.702816,0.749286,0.642436,32906.2,2733.75,2953.12,2193.75,6574980,735.085,6615770,0
790.483,387.702,504824,8,68361.4,641576.0,0.012,1448308,1373320,19440,109836,124158,21000,15600,90588,375566083,76999860,8,777.005,357.117,503872,1372410.0,104186.0,117711.0,85901.2,356906000,387.318,387.57,387.724,363.287,2744830.0,208373.0,235421.0,171802.0,713811000,935.035,717172000,1
580.682,0.707423,591857,2,1530.47,790701.0,0.133,13650,16640,4860,1134,1225,5250,3900,910,3745938,23723730,70,580.66,0.787627,591857,16453.1,1366.87,1476.56,1096.88,4994550,0.707423,0.921784,0.949004,0.787627,32906.2,2733.75,2953.12,2193.75,9989100,1114.43,10029900,0
532.454,0.954781,536837,0,0.0,0.0,0.005,21450,20020,0,1782,1925,0,0,1430,5906192,0,80,532.498,0.795797,536837,20109.4,1670.62,1804.69,1340.62,5537060,0.676665,1.0054,1.10315,0.795797,40218.8,3341.25,3609.38,2681.25,11074100,1011.27,11124000,0
817.863,162.057,546245,19,27566.5,691390.0,0.016,1389480,1336530,46170,110808,122130,49875,37050,90000,387322556,197071845,91,801.356,148.996,545006,1337370.0,106768.0,117614.0,86690.6,375432000,162.044,162.289,162.321,152.056,2674740.0,213536.0,235228.0,173381.0,750864000,1008.24,754161000,1
412.734,0.990093,414190,0,0.0,0.0,0.012,25350,23660,0,2106,2275,0,0,1690,5385636,0,95,412.706,0.789512,414190,23765.6,1974.38,2132.81,1584.38,5049030,0.722448,1.00162,1.06269,0.789512,47531.2,3948.75,4265.62,3168.75,10098100,781.306,10157000,0
454.578,0.949851,471388,1,2246.15,249788.0,0.054,23400,23790,2430,1944,2100,2625,1950,1560,5879335,3748170,48,454.561,0.782377,471388,23765.6,1974.38,2132.81,1584.38,5746140,0.738834,0.949851,0.982396,0.782377,47531.2,3948.75,4265.62,3168.75,11492300,888.553,11551200,0
817.204,287.548,534007,7,72834.3,544156.0,0.005,1412386,1336790,17010,108702,121961,18375,13650,89246,388212209,57145830,72,803.569,265.013,532586,1336910.0,102971.0,115487.0,84521.3,367521000,287.286,287.602,287.655,269.489,2673820.0,205942.0,230974.0,169042.0,735041000,989.706,738321000,1
769.012,253.379,538681,4,98771.1,869248.0,0.005,1508594,1420120,9720,117774,131194,10500,7800,96274,416759776,52160250,75,753.297,232.641,536471,1421620.0,111021.0,123651.0,90744.4,393972000,253.117,253.418,253.498,237.472,2843240.0,222041.0,247301.0,181489.0,787945000,994.27,791439000,1
798.721,439.892,522386,17,34361.9,531955.0,0.012,1424062,1369030,41310,106434,121212,44625,33150,88182,383327493,135671385,61,785.319,405.474,520927,1366140.0,102364.0,116425.0,84742.5,367849000,439.64,440.002,440.084,412.374,2732270.0,204727.0,232851.0,169485.0,735698000,968.594,739037000,1
840.681,0.844582,354691,0,0.0,0.0,0.012,11700,10920,0,972,1050,0,0,780,2128688,0,53,840.634,0.701385,354691,10968.8,911.25,984.375,731.25,1995640,0.6334,0.810344,0.844582,0.701385,21937.5,1822.5,1968.75,1462.5,3991290,669.747,4018480,0
348.283,0.783083,610693,2,2108.44,330848.0,0.133,29250,31200,4860,2430,2625,5250,3900,1950,9721432,9928155,10,348.279,0.769629,610693,31078.1,2581.88,2789.06,2071.88,9734350,0.665086,0.877091,0.925295,0.769629,62156.2,5163.75,5578.13,4143.75,19468700,1149.75,19545700,0
818.497,343.971,520742,6,70677.9,459027.0,0.009,1411446,1334840,14580,107082,121021,15750,11700,88306,379009427,41320515,46,804.362,317.055,519520,1334200.0,101301.0,114442.0,83518.1,357904000,343.936,344.273,344.315,322.608,2668400.0,202601.0,228883.0,167036.0,715808000,965.201,719075000,1
766.714,367.991,529164,18,31702.7,501036.0,0.012,1481364,1423760,43740,112428,127039,47250,35100,92704,404321002,135303900,37,755.236,339.743,527666,1421680.0,108135.0,122052.0,89103.7,387507000,367.667,367.992,368.142,344.894,2843370.0,216270.0,244104.0,178207.0,775015000,982.951,778497000,1
773.617,334.883,545810,65,9166.18,539434.0,0.066,1377732,1418950,157950,103356,117482,170625,126750,85532,387996659,526035510,68,761.217,309.242,544183,1410450.0,106768.0,120803.0,88108.1,396624000,335.047,335.331,335.384,314.265,2820900.0,213536.0,241607.0,176216.0,793248000,1012.33,796700000,1
891.48,353.202,501392,126,4729.62,482541.0,0.133,1060188,1239420,306180,80676,91038,330750,245700,66468,276180363,912172485,98,873.575,324.588,500123,1224270.0,94770.0,106020.0,77670.0,315930000,353.119,353.426,353.464,331.21,2448540.0,189540.0,212040.0,155340.0,631860000,926.811,634865000,1
848.38,253.485,537236,124,4837.13,510261.0,0.133,1132338,1302860,301320,86670,97513,325500,241800,71278,316601798,949252485,90,833.031,233.449,535320,1288250.0,100086.0,111762.0,81935.6,356142000,253.414,253.693,253.735,237.726,2576510.0,200171.0,223524.0,163871.0,712285000,993.679,715449000,1
774.624,356.653,548039,4,77269.1,608914.0,0.002,1495108,1409200,9720,113724,128358,10500,7800,93708,421809937,36540255,93,761.968,328.902,546791,1408980.0,107224.0,120992.0,88338.8,397731000,356.473,356.804,356.855,334.358,2817950.0,214448.0,241984.0,176678.0,795461000,1016.43,798912000,1
479.285,0.678555,525864,1,5272.13,657483.0,0.009,19500,20150,2430,1620,1750,2625,1950,1300,5127924,9863595,4,479.342,0.757009,525864,20109.4,1670.63,1804.69,1340.62,5423900,0.66929,0.897063,0.935389,0.757009,40218.8,3341.25,3609.37,2681.25,10847800,990.696,10897700,0
799.728,460.604,526357,15,37004.4,410892.0,0.016,1425166,1366950,36450,105138,120541,39375,29250,87466,388662945,92470995,55,786.253,424.758,525438,1363510.0,100845.0,115468.0,83827.5,370151000,460.552,461.019,461.047,431.996,2727030.0,201690.0,230936.0,167655.0,740302000,975.891,743629000,1
775.699,0.851892,714262,0,0.0,0.0,0.009,13650,12740,0,1134,1225,0,0,910,5000467,0,78,775.705,0.943365,714262,12796.9,1063.12,1148.44,853.125,4687940,0.799863,1.27706,1.39159,0.943365,25593.8,2126.25,2296.88,1706.25,9375880,1343.94,9407600,0
622.334,0.550557,530544,265,2255.69,460016.0,0.3,1359150,1299680,14580,112914,121975,59490,31140,90610,388445948,300555090,17,795.788,197.8,550899,1347810.0,106768.0,118070.0,86893.1,382953000,214.815,215.014,215.06,201.515,2695620.0,213536.0,236139.0,173786.0,765906000,1022.91,769225000,1
864.449,240.975,529832,12,46854.8,417219.0,0.012,1325294,1264640,29160,102546,114744,31500,23400,84054,362753963,75115590,40,848.934,221.753,528085,1264400.0,97959.4,109541.0,80263.1,344777000,240.687,240.975,241.022,225.792,2528800.0,195919.0,219083.0,160526.0,689553000,981.101,692657000,1
539.939,0.34693,430959,4,1349.85,435341.0,0.196,11700,18720,9720,972,1050,10500,7800,780,2568766,26125875,57,540.02,0.775022,430959,18281.3,1518.75,1640.62,1218.75,4041090,0.676917,0.986722,1.05401,0.775022,36562.5,3037.5,3281.25,2437.5,8082170,812.749,8127490,0
735.411,0.720627,482218,0,0.0,0.0,0.029,15600,14560,0,1296,1400,0,0,1040,3858468,0,90,735.415,0.738422,482218,14625.0,1215.0,1312.5,975.0,3617310,0.673366,0.841643,0.8677,0.738422,29250.0,2430.0,2625.0,1950.0,7234630,908.86,7270880,0
572.38,0.898977,646172,0,0.0,0.0,0.002,19500,18200,0,1620,1750,0,0,1300,6462621,0,29,572.367,0.845678,646172,18281.2,1518.75,1640.62,1218.75,6058710,0.767907,1.0625,1.16703,0.845678,36562.5,3037.5,3281.25,2437.5,12117400,1216.27,12162700,0
771.125,500.079,533283,155,3855.21,586786.0,0.159,1204158,1434290,376650,85698,100108,406875,302250,72118,323456919,1364487375,67,759.177,461.954,532354,1412260.0,103882.0,119281.0,86501.2,388521000,500.3,500.679,500.764,469.221,2824520.0,207765.0,238562.0,173002.0,777043000,989.21,780486000,1
810.523,652.184,536923,10,57883.6,578013.0,0.009,1414194,1348100,24300,102222,118444,26250,19500,85594,391599392,86715405,80,797.349,601.708,535380,1344090.0,97351.9,112682.0,81463.1,372544000,652.137,652.538,652.628,611.597,2688180.0,194704.0,225364.0,162926.0,745088000,995.159,748359000,1
769.658,391.004,520744,9,63199.7,444577.0,0.005,1492782,1417130,21870,112914,127807,23625,17550,93202,401200704,60030075,50,756.746,360.384,520566,1415940.0,107224.0,121296.0,88473.8,379878000,390.773,391.064,391.143,366.505,2831870.0,214448.0,242591.0,176948.0,759755000,964.881,763221000,1
743.624,630.347,507641,9,47127.4,405033.0,0.012,1543152,1468090,21870,110160,128477,23625,17550,92612,405574360,54691605,82,732.945,582.511,506861,1463160.0,104642.0,121924.0,87920.6,383644000,630.126,630.556,630.642,590.985,2926320.0,209284.0,243848.0,175841.0,767288000,943.505,770844000,1
423.187,0.848046,392321,0,0.0,0.0,0.012,25350,23660,0,2106,2275,0,0,1690,5101341,0,49,423.183,0.7603,392321,23765.6,1974.38,2132.81,1584.38,4782510,0.663345,0.95889,0.981899,0.7603,47531.2,3948.75,4265.62,3168.75,9565010,740.302,9623930,0
452.12,0.910642,651425,0,0.0,0.0,0.012,23400,21840,0,1944,2100,0,0,1560,7818175,0,6,452.075,0.777906,651425,21937.5,1822.5,1968.75,1462.5,7329540,0.694293,0.844065,0.962721,0.777906,43875.0,3645.0,3937.5,2925.0,14659100,1226.12,14713500,0
769.658,391.025,520744,138,4310.19,540378.0,0.133,1241232,1433900,335340,92016,105232,362250,269100,76432,330618110,1118768985,50,756.746,360.384,520566,1415940.0,107224.0,121296.0,88473.8,379878000,390.773,391.064,391.143,366.505,2831870.0,214448.0,242591.0,176948.0,759755000,964.881,763221000,1
771.126,500.626,533283,2,268264.0,872922.0,0.002,1502508,1414400,4860,110484,126883,5250,3900,92008,412676720,26190360,16,759.177,461.954,532354,1412260.0,103882.0,119281.0,86501.2,388521000,500.3,500.679,500.764,469.221,2824520.0,207765.0,238562.0,173002.0,777043000,989.21,780486000,1
757.899,448.286,495432,135,4432.73,520231.0,0.133,1268508,1455350,328050,91044,105883,354375,263250,76408,321210461,1053649395,5,745.131,413.137,494480,1436020.0,105857.0,121414.0,88085.6,366988000,447.982,448.344,448.424,420.18,2872050.0,211714.0,242828.0,176171.0,733976000,918.404,737479000,1
441.189,0.967529,554224,0,0.0,0.0,0.133,23400,21840,0,1944,2100,0,0,1560,6651768,0,73,441.175,0.857515,554224,21937.5,1822.5,1968.75,1462.5,6236030,0.740077,1.13212,1.2236,0.857515,43875.0,3645.0,3937.5,2925.0,12472100,1043.87,12526400,0
451.11,0.257125,644458,4,1127.78,724532.0,0.196,11700,18720,9720,972,1050,10500,7800,780,3546994,43477305,94,451.212,0.915717,644458,18281.3,1518.75,1640.62,1218.75,6042640,0.807893,1.24709,1.3386,0.915717,36562.5,3037.5,3281.25,2437.5,12085300,1213.06,12130600,0
580.61,0.596919,591857,0,0.0,0.0,0.066,17550,16380,0,1458,1575,0,0,1170,5327520,0,70,580.66,0.787627,591857,16453.1,1366.87,1476.56,1096.88,4994550,0.707423,0.921784,0.949004,0.787627,32906.2,2733.75,2953.12,2193.75,9989100,1114.43,10029900,0
774.624,356.858,548039,7,82384.2,478145.0,0.012,1489258,1409590,17010,113238,127833,18375,13650,93318,420898308,50214690,93,761.968,328.902,546791,1408980.0,107224.0,120992.0,88338.8,397731000,356.473,356.804,356.855,334.358,2817950.0,214448.0,241984.0,176678.0,795461000,1016.43,798912000,1
771.126,500.349,533283,3,139432.0,705392.0,0.009,1500558,1414530,7290,110322,126708,7875,5850,91878,412306298,31746690,16,759.177,461.954,532354,1412260.0,103882.0,119281.0,86501.2,388521000,500.3,500.679,500.764,469.221,2824520.0,207765.0,238562.0,173002.0,777043000,989.21,780486000,1
1153.58,0.75672,495276,0,0.0,0.0,0.009,9750,9100,0,810,875,0,0,650,2476828,0,88,1153.58,0.721232,495276,9140.63,759.375,820.312,609.375,2322030,0.661018,0.818773,0.848512,0.721232,18281.2,1518.75,1640.62,1218.75,4644050,933.342,4666710,0
516.627,0.705966,760126,0,0.0,0.0,0.009,21450,20020,0,1782,1925,0,0,1430,8362374,0,79,516.627,0.881037,760126,20109.4,1670.62,1804.69,1340.62,7839730,0.686959,1.12129,1.20197,0.881037,40218.8,3341.25,3609.38,2681.25,15679500,1429.94,15729300,0
799.31,492.234,539467,152,3889.84,565734.0,0.159,1156348,1382940,369360,83268,96673,399000,296400,69808,318115678,1290078015,51,787.027,454.775,537893,1361950.0,101149.0,115568.0,83970.0,378863000,492.51,492.899,492.977,461.931,2723900.0,202298.0,231137.0,167940.0,757727000,1001.38,761052000,1
793.468,290.074,520579,12,45787.1,540217.0,0.016,1443210,1375660,29160,110646,124385,31500,23400,90950,386616278,97255185,85,778.403,266.959,518725,1374950.0,105553.0,118580.0,86728.1,368531000,290.074,290.436,290.446,272.115,2749890.0,211106.0,237159.0,173456.0,737062000,962.853,740434000,1
751.396,599.74,509492,13,41544.4,433177.0,0.012,1519846,1454050,31590,108378,126471,34125,25350,91146,401003691,84487035,73,740.991,554.404,508703,1448620.0,103579.0,120699.0,87033.7,381221000,599.358,599.832,599.962,562.16,2897240.0,207158.0,241399.0,174068.0,762443000,946.802,765963000,1
574.251,0.794781,579203,0,0.0,0.0,0.002,19500,18200,0,1620,1750,0,0,1300,5792926,0,3,574.231,0.790499,579203,18281.3,1518.75,1640.62,1218.75,5430870,0.70978,0.931393,1.04133,0.790499,36562.5,3037.5,3281.25,2437.5,10861700,1090.71,10907100,0
518.93,1.08638,658403,0,0.0,0.0,0.005,17550,16380,0,1458,1575,0,0,1170,5926441,0,67,518.881,0.886131,658403,16453.1,1366.87,1476.56,1096.88,5556040,0.809653,1.14364,1.25813,0.886131,32906.2,2733.75,2953.12,2193.75,11112100,1239.21,11152900,0
781.982,212.371,537113,22,27120.5,481028.0,0.029,1440720,1391520,53460,112752,125445,57750,42900,92100,399297289,158768940,62,767.931,195.592,534915,1390890.0,109046.0,121214.0,89025.0,384264000,212.294,212.551,212.617,199.183,2781790.0,218092.0,242428.0,178050.0,768529000,993.499,771949000,1
518.312,0.79259,584460,1,1747.71,325436.0,0.012,15600,16510,2430,1296,1400,2625,1950,1040,4935428,4882890,38,518.285,0.743848,584460,16453.1,1366.87,1476.56,1096.88,4932140,0.712593,0.79259,0.897001,0.743848,32906.2,2733.75,2953.12,2193.75,9864290,1100.56,9905080,0
790.995,273.199,532599,170,3494.54,573619.0,0.185,1141524,1401660,413100,86508,97824,446250,331500,71364,306243258,1462956945,29,779.109,252.589,531427,1380960.0,106920.0,119601.0,87622.5,378538000,273.36,273.632,273.662,256.429,2761920.0,213840.0,239201.0,175245.0,757076000,988.902,760466000,1
515.097,0.602951,551064,4,1416.52,383275.0,0.133,13650,20540,9720,1134,1225,10500,7800,910,4529229,23001900,71,515.13,0.705114,551064,20109.4,1670.62,1804.69,1340.62,5683770,0.660473,0.755272,0.801273,0.705114,40218.8,3341.25,3609.38,2681.25,11367500,1037.94,11417400,0
840.522,0.475223,354691,1,3832.02,781188.0,0.289,9750,11050,2430,810,875,2625,1950,650,1347410,11719170,53,840.634,0.701385,354691,10968.8,911.25,984.375,731.25,1995640,0.6334,0.810344,0.844582,0.701385,21937.5,1822.5,1968.75,1462.5,3991290,669.747,4018480,0
798.721,439.696,522386,35,15895.2,539445.0,0.029,1388962,1371370,85050,103518,118062,91875,68250,85842,373488539,283255695,10,785.319,405.474,520927,1366140.0,102364.0,116425.0,84742.5,367849000,439.64,440.002,440.084,412.374,2732270.0,204727.0,232851.0,169485.0,735698000,968.594,739037000,1
580.68,0.845753,591857,0,0.0,0.0,0.005,17550,16380,0,1458,1575,0,0,1170,5327520,0,70,580.66,0.787627,591857,16453.1,1366.87,1476.56,1096.88,4994550,0.707423,0.921784,0.949004,0.787627,32906.2,2733.75,2953.12,2193.75,9989100,1114.43,10029900,0
479.34,0.912841,525864,0,0.0,0.0,0.012,21450,20020,0,1782,1925,0,0,1430,5785497,0,4,479.342,0.757009,525864,20109.4,1670.63,1804.69,1340.62,5423900,0.66929,0.897063,0.935389,0.757009,40218.8,3341.25,3609.37,2681.25,10847800,990.696,10897700,0
722.653,0.956849,662333,0,0.0,0.0,0.005,15600,14560,0,1296,1400,0,0,1040,5299383,0,45,722.629,0.841513,662333,14625.0,1215.0,1312.5,975.0,4968170,0.797023,0.997639,1.11507,0.841513,29250.0,2430.0,2625.0,1950.0,9936340,1246.57,9972600,0
743.345,625.573,544223,6,95569.8,413168.0,0.005,1547334,1465880,14580,110970,129109,15750,11700,93154,435682422,37193190,2,732.797,578.14,543394,1461590.0,104946.0,122024.0,88063.1,410777000,625.239,625.729,625.853,586.427,2923190.0,209891.0,244048.0,176126.0,821554000,1011.16,825107000,1
615.576,1.07695,516198,0,0.0,0.0,0.012,17550,16380,0,1458,1575,0,0,1170,4646589,0,40,615.562,0.799599,516198,16453.1,1366.87,1476.56,1096.88,4356180,0.669203,1.01048,1.07695,0.799599,32906.2,2733.75,2953.12,2193.75,8712350,972.571,8753140,0
515.109,0.737709,551064,0,0.0,0.0,0.005,21450,20020,0,1782,1925,0,0,1430,6062689,0,71,515.13,0.705114,551064,20109.4,1670.62,1804.69,1340.62,5683770,0.660473,0.755272,0.801273,0.705114,40218.8,3341.25,3609.38,2681.25,11367500,1037.94,11417400,0
851.698,461.895,520341,46,12569.9,534530.0,0.054,1270858,1281800,111780,95094,108233,120750,89700,78758,340223688,368888130,65,835.951,424.89,519049,1275520.0,96136.9,109015.0,79441.9,342015000,461.6,461.978,462.02,432.939,2551050.0,192274.0,218031.0,158884.0,684030000,962.396,687151000,1
776.792,220.008,523681,2,220188.0,685620.0,0.005,1495508,1403480,4860,117612,130533,5250,3900,95928,402452473,20571300,43,762.895,202.504,523058,1405700.0,110565.0,122703.0,90176.3,378585000,219.743,220.042,220.087,206.167,2811390.0,221130.0,245406.0,180352.0,757170000,968.953,760628000,1
794.364,434.723,544165,28,20533.2,584345.0,0.029,1410224,1377740,68040,104976,119799,73500,54600,87084,394541090,245462850,31,781.261,401.022,542916,1373270.0,102668.0,116905.0,85053.8,385224000,434.656,435.07,435.111,407.711,2746540.0,205335.0,233811.0,170108.0,770447000,1008.87,773803000,1
790.481,387.524,504824,14,40573.2,529014.0,0.012,1436608,1374100,34020,108864,123108,36750,27300,89808,373291956,111111765,59,777.005,357.117,503872,1372410.0,104186.0,117711.0,85901.2,356906000,387.318,387.57,387.724,363.287,2744830.0,208373.0,235421.0,171802.0,713811000,935.035,717172000,1
799.729,460.892,526357,11,45698.3,649845.0,0.012,1432966,1366430,26730,105786,121241,28875,21450,87986,387678393,107239275,55,786.253,424.758,525438,1363510.0,100845.0,115468.0,83827.5,370151000,460.552,461.019,461.047,431.996,2727030.0,201690.0,230936.0,167655.0,740302000,975.891,743629000,1
567.324,0.915273,468419,0,0.0,0.0,0.005,9750,9100,0,810,875,0,0,650,2342546,0,89,567.284,0.782841,468419,9140.63,759.375,820.312,609.375,2196140,0.689497,0.991239,1.07558,0.782841,18281.2,1518.75,1640.62,1218.75,4392270,882.987,4414930,0
820.614,259.865,523941,4,105748.0,802358.0,0.005,1411188,1329120,9720,109836,122538,10500,7800,89868,379328497,48146895,94,805.344,239.1,522660,1330300.0,103579.0,115536.0,84738.8,358630000,259.703,259.988,260.059,243.63,2660600.0,207158.0,231071.0,169478.0,717259000,969.755,720528000,1
615.555,0.496617,732029,2,1203.13,485668.0,0.066,13650,16640,4860,1134,1225,5250,3900,910,5617554,14572740,85,615.62,0.885673,732029,16453.1,1366.87,1476.56,1096.88,6177250,0.814196,1.08375,1.18895,0.885673,32906.2,2733.75,2953.12,2193.75,12354500,1377.25,12395300,0
