Miner Avg Block Size,Hash Rate,25 percentile of Block Propagation Time,75 percentile of Block Propagation Time,90 percentile of Block Propagation Time,Miners Mean Block Propagation Time,Total average traffic/node,Mean Block Size_x,Miner Avg Block Gen Interval,Label
0,0.002,0.608292,0.908287,1.00163,0.765848,1065.25,565624,0,0
0,0.002,0.608292,0.908287,1.00163,0.765848,1065.25,565624,0,0
542863,0.289,0.797023,0.997639,1.11507,0.841513,1246.57,662333,1926.74,0
700909,0.196,0.797023,0.997639,1.11507,0.841513,1246.57,662333,423.913,0
684784,0.159,0.797023,0.997639,1.11507,0.841513,1246.57,662333,1902.49,0
0,0.133,0.797023,0.997639,1.11507,0.841513,1246.57,662333,0,0
0,0.066,0.797023,0.997639,1.11507,0.841513,1246.57,662333,0,0
799799,0.054,0.797023,0.997639,1.11507,0.841513,1246.57,662333,1141.93,0
0,0.029,0.797023,0.997639,1.11507,0.841513,1246.57,662333,0,0
0,0.016,0.797023,0.997639,1.11507,0.841513,1246.57,662333,0,0
0,0.012,0.797023,0.997639,1.11507,0.841513,1246.57,662333,0,0
0,0.012,0.797023,0.997639,1.11507,0.841513,1246.57,662333,0,0
0,0.012,0.797023,0.997639,1.11507,0.841513,1246.57,662333,0,0
0,0.009,0.797023,0.997639,1.11507,0.841513,1246.57,662333,0,0
0,0.005,0.797023,0.997639,1.11507,0.841513,1246.57,662333,0,0
0,0.005,0.797023,0.997639,1.11507,0.841513,1246.57,662333,0,0
0,0.002,0.797023,0.997639,1.11507,0.841513,1246.57,662333,0,0
0,0.002,0.797023,0.997639,1.11507,0.841513,1246.57,662333,0,0
468149,0.289,0.751953,0.873435,0.972134,0.795413,1130.02,600173,1434.35,0
375490,0.196,0.751953,0.873435,0.972134,0.795413,1130.02,600173,4044.22,0
662502,0.159,0.751953,0.873435,0.972134,0.795413,1130.02,600173,252.113,0
747053,0.133,0.751953,0.873435,0.972134,0.795413,1130.02,600173,1483.44,0
0,0.066,0.751953,0.873435,0.972134,0.795413,1130.02,600173,0,0
998771,0.054,0.751953,0.873435,0.972134,0.795413,1130.02,600173,1510.74,0
0,0.029,0.751953,0.873435,0.972134,0.795413,1130.02,600173,0,0
0,0.016,0.751953,0.873435,0.972134,0.795413,1130.02,600173,0,0
0,0.012,0.751953,0.873435,0.972134,0.795413,1130.02,600173,0,0
0,0.012,0.751953,0.873435,0.972134,0.795413,1130.02,600173,0,0
745142,0.012,0.751953,0.873435,0.972134,0.795413,1130.02,600173,5759.58,0
0,0.009,0.751953,0.873435,0.972134,0.795413,1130.02,600173,0,0
0,0.005,0.751953,0.873435,0.972134,0.795413,1130.02,600173,0,0
0,0.005,0.751953,0.873435,0.972134,0.795413,1130.02,600173,0,0
0,0.002,0.751953,0.873435,0.972134,0.795413,1130.02,600173,0,0
0,0.002,0.751953,0.873435,0.972134,0.795413,1130.02,600173,0,0
347687,0.289,0.765354,0.982364,1.01682,0.791119,862.276,457373,775.835,0
370742,0.196,0.765354,0.982364,1.01682,0.791119,862.276,457373,1493.05,0
946964,0.159,0.765354,0.982364,1.01682,0.791119,862.276,457373,702.694,0
625357,0.133,0.765354,0.982364,1.01682,0.791119,862.276,457373,1316.99,0
307402,0.066,0.765354,0.982364,1.01682,0.791119,862.276,457373,1936.5,0
0,0.054,0.765354,0.982364,1.01682,0.791119,862.276,457373,0,0
0,0.029,0.765354,0.982364,1.01682,0.791119,862.276,457373,0,0
0,0.016,0.765354,0.982364,1.01682,0.791119,862.276,457373,0,0
0,0.012,0.765354,0.982364,1.01682,0.791119,862.276,457373,0,0
0,0.012,0.765354,0.982364,1.01682,0.791119,862.276,457373,0,0
0,0.012,0.765354,0.982364,1.01682,0.791119,862.276,457373,0,0
0,0.009,0.765354,0.982364,1.01682,0.791119,862.276,457373,0,0
0,0.005,0.765354,0.982364,1.01682,0.791119,862.276,457373,0,0
0,0.005,0.765354,0.982364,1.01682,0.791119,862.276,457373,0,0
0,0.002,0.765354,0.982364,1.01682,0.791119,862.276,457373,0,0
0,0.002,0.765354,0.982364,1.01682,0.791119,862.276,457373,0,0
310062,0.289,0.738834,0.949851,0.982396,0.782377,888.553,471388,1969.49,0
414401,0.196,0.738834,0.949851,0.982396,0.782377,888.553,471388,1874.83,0
557908,0.159,0.738834,0.949851,0.982396,0.782377,888.553,471388,1300.49,0
991271,0.133,0.738834,0.949851,0.982396,0.782377,888.553,471388,725.12,0
0,0.066,0.738834,0.949851,0.982396,0.782377,888.553,471388,0,0
249788,0.054,0.738834,0.949851,0.982396,0.782377,888.553,471388,2246.15,0
0,0.029,0.738834,0.949851,0.982396,0.782377,888.553,471388,0,0
0,0.016,0.738834,0.949851,0.982396,0.782377,888.553,471388,0,0
0,0.012,0.738834,0.949851,0.982396,0.782377,888.553,471388,0,0
0,0.012,0.738834,0.949851,0.982396,0.782377,888.553,471388,0,0
481964,0.012,0.738834,0.949851,0.982396,0.782377,888.553,471388,1322.2,0
0,0.009,0.738834,0.949851,0.982396,0.782377,888.553,471388,0,0
0,0.005,0.738834,0.949851,0.982396,0.782377,888.553,471388,0,0
0,0.005,0.738834,0.949851,0.982396,0.782377,888.553,471388,0,0
0,0.002,0.738834,0.949851,0.982396,0.782377,888.553,471388,0,0
0,0.002,0.738834,0.949851,0.982396,0.782377,888.553,471388,0,0
201614,0.289,0.663345,0.95889,0.981899,0.7603,740.302,392321,1776.46,0
124329,0.196,0.663345,0.95889,0.981899,0.7603,740.302,392321,1225.27,0
537960,0.159,0.663345,0.95889,0.981899,0.7603,740.302,392321,1375.09,0
347555,0.133,0.663345,0.95889,0.981899,0.7603,740.302,392321,3.17293,0
749123,0.066,0.663345,0.95889,0.981899,0.7603,740.302,392321,2170.82,0
4142,0.054,0.663345,0.95889,0.981899,0.7603,740.302,392321,62.3415,0
994010,0.029,0.663345,0.95889,0.981899,0.7603,740.302,392321,3647.97,0
0,0.016,0.663345,0.95889,0.981899,0.7603,740.302,392321,0,0
0,0.012,0.663345,0.95889,0.981899,0.7603,740.302,392321,0,0
0,0.012,0.663345,0.95889,0.981899,0.7603,740.302,392321,0,0
0,0.012,0.663345,0.95889,0.981899,0.7603,740.302,392321,0,0
0,0.009,0.663345,0.95889,0.981899,0.7603,740.302,392321,0,0
0,0.005,0.663345,0.95889,0.981899,0.7603,740.302,392321,0,0
0,0.005,0.663345,0.95889,0.981899,0.7603,740.302,392321,0,0
0,0.002,0.663345,0.95889,0.981899,0.7603,740.302,392321,0,0
0,0.002,0.663345,0.95889,0.981899,0.7603,740.302,392321,0,0
603130,0.289,0.663638,0.829317,0.902464,0.721454,876.294,464850,1242.44,0
991172,0.196,0.663638,0.829317,0.902464,0.721454,876.294,464850,2038.03,0
297232,0.159,0.663638,0.829317,0.902464,0.721454,876.294,464850,2258.9,0
358291,0.133,0.663638,0.829317,0.902464,0.721454,876.294,464850,1816.58,0
393068,0.066,0.663638,0.829317,0.902464,0.721454,876.294,464850,519.605,0
250384,0.054,0.663638,0.829317,0.902464,0.721454,876.294,464850,2384.43,0
0,0.029,0.663638,0.829317,0.902464,0.721454,876.294,464850,0,0
0,0.016,0.663638,0.829317,0.902464,0.721454,876.294,464850,0,0
0,0.012,0.663638,0.829317,0.902464,0.721454,876.294,464850,0,0
0,0.012,0.663638,0.829317,0.902464,0.721454,876.294,464850,0,0
0,0.012,0.663638,0.829317,0.902464,0.721454,876.294,464850,0,0
0,0.009,0.663638,0.829317,0.902464,0.721454,876.294,464850,0,0
0,0.005,0.663638,0.829317,0.902464,0.721454,876.294,464850,0,0
0,0.005,0.663638,0.829317,0.902464,0.721454,876.294,464850,0,0
0,0.002,0.663638,0.829317,0.902464,0.721454,876.294,464850,0,0
0,0.002,0.663638,0.829317,0.902464,0.721454,876.294,464850,0,0
735070,0.289,0.756426,1.08716,1.18883,0.856325,1182.69,628259,1132.44,0
894853,0.196,0.756426,1.08716,1.18883,0.856325,1182.69,628259,1975.61,0
373496,0.159,0.756426,1.08716,1.18883,0.856325,1182.69,628259,1949.2,0
343484,0.133,0.756426,1.08716,1.18883,0.856325,1182.69,628259,1684.63,0
0,0.066,0.756426,1.08716,1.18883,0.856325,1182.69,628259,0,0
0,0.054,0.756426,1.08716,1.18883,0.856325,1182.69,628259,0,0
0,0.029,0.756426,1.08716,1.18883,0.856325,1182.69,628259,0,0
0,0.016,0.756426,1.08716,1.18883,0.856325,1182.69,628259,0,0
0,0.012,0.756426,1.08716,1.18883,0.856325,1182.69,628259,0,0
0,0.012,0.756426,1.08716,1.18883,0.856325,1182.69,628259,0,0
0,0.012,0.756426,1.08716,1.18883,0.856325,1182.69,628259,0,0
0,0.009,0.756426,1.08716,1.18883,0.856325,1182.69,628259,0,0
0,0.005,0.756426,1.08716,1.18883,0.856325,1182.69,628259,0,0
0,0.005,0.756426,1.08716,1.18883,0.856325,1182.69,628259,0,0
0,0.002,0.756426,1.08716,1.18883,0.856325,1182.69,628259,0,0
0,0.002,0.756426,1.08716,1.18883,0.856325,1182.69,628259,0,0
460864,0.289,0.737186,0.829942,0.843226,0.764621,1258.61,668752,1404.77,0
923756,0.196,0.737186,0.829942,0.843226,0.764621,1258.61,668752,3407.13,0
1770,0.159,0.737186,0.829942,0.843226,0.764621,1258.61,668752,5838.67,0
890474,0.133,0.737186,0.829942,0.843226,0.764621,1258.61,668752,1033.15,0
691844,0.066,0.737186,0.829942,0.843226,0.764621,1258.61,668752,1054.19,0
762185,0.054,0.737186,0.829942,0.843226,0.764621,1258.61,668752,5069.51,0
932333,0.029,0.737186,0.829942,0.843226,0.764621,1258.61,668752,3450.19,0
0,0.016,0.737186,0.829942,0.843226,0.764621,1258.61,668752,0,0
901322,0.012,0.737186,0.829942,0.843226,0.764621,1258.61,668752,1117.47,0
195572,0.012,0.737186,0.829942,0.843226,0.764621,1258.61,668752,4700.38,0
0,0.012,0.737186,0.829942,0.843226,0.764621,1258.61,668752,0,0
0,0.009,0.737186,0.829942,0.843226,0.764621,1258.61,668752,0,0
0,0.005,0.737186,0.829942,0.843226,0.764621,1258.61,668752,0,0
0,0.005,0.737186,0.829942,0.843226,0.764621,1258.61,668752,0,0
0,0.002,0.737186,0.829942,0.843226,0.764621,1258.61,668752,0,0
0,0.002,0.737186,0.829942,0.843226,0.764621,1258.61,668752,0,0
781188,0.289,0.6334,0.810344,0.844582,0.701385,669.747,354691,3832.02,0
26985,0.196,0.6334,0.810344,0.844582,0.701385,669.747,354691,4400.29,0
473651,0.159,0.6334,0.810344,0.844582,0.701385,669.747,354691,2521.39,0
262136,0.133,0.6334,0.810344,0.844582,0.701385,669.747,354691,4324.73,0
0,0.066,0.6334,0.810344,0.844582,0.701385,669.747,354691,0,0
110537,0.054,0.6334,0.810344,0.844582,0.701385,669.747,354691,1072.3,0
0,0.029,0.6334,0.810344,0.844582,0.701385,669.747,354691,0,0
0,0.016,0.6334,0.810344,0.844582,0.701385,669.747,354691,0,0
0,0.012,0.6334,0.810344,0.844582,0.701385,669.747,354691,0,0
0,0.012,0.6334,0.810344,0.844582,0.701385,669.747,354691,0,0
0,0.012,0.6334,0.810344,0.844582,0.701385,669.747,354691,0,0
0,0.009,0.6334,0.810344,0.844582,0.701385,669.747,354691,0,0
0,0.005,0.6334,0.810344,0.844582,0.701385,669.747,354691,0,0
0,0.005,0.6334,0.810344,0.844582,0.701385,669.747,354691,0,0
0,0.002,0.6334,0.810344,0.844582,0.701385,669.747,354691,0,0
0,0.002,0.6334,0.810344,0.844582,0.701385,669.747,354691,0,0
803083,0.289,0.801176,1.15063,1.24127,0.887158,1178.13,625827,1142.32,0
605238,0.196,0.801176,1.15063,1.24127,0.887158,1178.13,625827,1130.98,0
375798,0.159,0.801176,1.15063,1.24127,0.887158,1178.13,625827,1962.56,0
749242,0.133,0.801176,1.15063,1.24127,0.887158,1178.13,625827,5234.62,0
0,0.066,0.801176,1.15063,1.24127,0.887158,1178.13,625827,0,0
0,0.054,0.801176,1.15063,1.24127,0.887158,1178.13,625827,0,0
0,0.029,0.801176,1.15063,1.24127,0.887158,1178.13,625827,0,0
0,0.016,0.801176,1.15063,1.24127,0.887158,1178.13,625827,0,0
0,0.012,0.801176,1.15063,1.24127,0.887158,1178.13,625827,0,0
0,0.012,0.801176,1.15063,1.24127,0.887158,1178.13,625827,0,0
0,0.012,0.801176,1.15063,1.24127,0.887158,1178.13,625827,0,0
0,0.009,0.801176,1.15063,1.24127,0.887158,1178.13,625827,0,0
0,0.005,0.801176,1.15063,1.24127,0.887158,1178.13,625827,0,0
0,0.005,0.801176,1.15063,1.24127,0.887158,1178.13,625827,0,0
0,0.002,0.801176,1.15063,1.24127,0.887158,1178.13,625827,0,0
0,0.002,0.801176,1.15063,1.24127,0.887158,1178.13,625827,0,0
701064,0.289,0.680853,0.894507,0.949629,0.773098,1164.47,618543,209.09,0
506947,0.196,0.680853,0.894507,0.949629,0.773098,1164.47,618543,1544.38,0
0,0.159,0.680853,0.894507,0.949629,0.773098,1164.47,618543,0,0
710621,0.133,0.680853,0.894507,0.949629,0.773098,1164.47,618543,1144.59,0
0,0.066,0.680853,0.894507,0.949629,0.773098,1164.47,618543,0,0
0,0.054,0.680853,0.894507,0.949629,0.773098,1164.47,618543,0,0
492535,0.029,0.680853,0.894507,0.949629,0.773098,1164.47,618543,1039.07,0
0,0.016,0.680853,0.894507,0.949629,0.773098,1164.47,618543,0,0
0,0.012,0.680853,0.894507,0.949629,0.773098,1164.47,618543,0,0
0,0.012,0.680853,0.894507,0.949629,0.773098,1164.47,618543,0,0
0,0.012,0.680853,0.894507,0.949629,0.773098,1164.47,618543,0,0
0,0.009,0.680853,0.894507,0.949629,0.773098,1164.47,618543,0,0
0,0.005,0.680853,0.894507,0.949629,0.773098,1164.47,618543,0,0
0,0.005,0.680853,0.894507,0.949629,0.773098,1164.47,618543,0,0
0,0.002,0.680853,0.894507,0.949629,0.773098,1164.47,618543,0,0
0,0.002,0.680853,0.894507,0.949629,0.773098,1164.47,618543,0,0
573861,0.289,0.708862,0.978361,1.0427,0.796726,1013.3,537918,700.302,0
572139,0.196,0.708862,0.978361,1.0427,0.796726,1013.3,537918,1984.33,0
627085,0.159,0.708862,0.978361,1.0427,0.796726,1013.3,537918,1773.17,0
174872,0.133,0.708862,0.978361,1.0427,0.796726,1013.3,537918,2046.7,0
826068,0.066,0.708862,0.978361,1.0427,0.796726,1013.3,537918,2182.35,0
0,0.054,0.708862,0.978361,1.0427,0.796726,1013.3,537918,0,0
0,0.029,0.708862,0.978361,1.0427,0.796726,1013.3,537918,0,0
17335,0.016,0.708862,0.978361,1.0427,0.796726,1013.3,537918,5280.12,0
0,0.012,0.708862,0.978361,1.0427,0.796726,1013.3,537918,0,0
0,0.012,0.708862,0.978361,1.0427,0.796726,1013.3,537918,0,0
0,0.012,0.708862,0.978361,1.0427,0.796726,1013.3,537918,0,0
0,0.009,0.708862,0.978361,1.0427,0.796726,1013.3,537918,0,0
946569,0.005,0.708862,0.978361,1.0427,0.796726,1013.3,537918,4527.95,0
0,0.005,0.708862,0.978361,1.0427,0.796726,1013.3,537918,0,0
0,0.002,0.708862,0.978361,1.0427,0.796726,1013.3,537918,0,0
0,0.002,0.708862,0.978361,1.0427,0.796726,1013.3,537918,0,0
649380,0.289,0.676917,0.986722,1.05401,0.775022,812.749,430959,1894.82,0
435341,0.196,0.676917,0.986722,1.05401,0.775022,812.749,430959,1349.85,0
213276,0.159,0.676917,0.986722,1.05401,0.775022,812.749,430959,941.682,0
44700,0.133,0.676917,0.986722,1.05401,0.775022,812.749,430959,857.18,0
573426,0.066,0.676917,0.986722,1.05401,0.775022,812.749,430959,2431.55,0
0,0.054,0.676917,0.986722,1.05401,0.775022,812.749,430959,0,0
438065,0.029,0.676917,0.986722,1.05401,0.775022,812.749,430959,3598.26,0
0,0.016,0.676917,0.986722,1.05401,0.775022,812.749,430959,0,0
0,0.012,0.676917,0.986722,1.05401,0.775022,812.749,430959,0,0
0,0.012,0.676917,0.986722,1.05401,0.775022,812.749,430959,0,0
0,0.012,0.676917,0.986722,1.05401,0.775022,812.749,430959,0,0
0,0.009,0.676917,0.986722,1.05401,0.775022,812.749,430959,0,0
0,0.005,0.676917,0.986722,1.05401,0.775022,812.749,430959,0,0
0,0.005,0.676917,0.986722,1.05401,0.775022,812.749,430959,0,0
0,0.002,0.676917,0.986722,1.05401,0.775022,812.749,430959,0,0
0,0.002,0.676917,0.986722,1.05401,0.775022,812.749,430959,0,0
945193,0.289,0.715496,1.02715,1.07542,0.794708,914.602,485281,4717.7,0
428027,0.196,0.715496,1.02715,1.07542,0.794708,914.602,485281,680.33,0
676623,0.159,0.715496,1.02715,1.07542,0.794708,914.602,485281,1414.69,0
100393,0.133,0.715496,1.02715,1.07542,0.794708,914.602,485281,960.46,0
947327,0.066,0.715496,1.02715,1.07542,0.794708,914.602,485281,4025.62,0
0,0.054,0.715496,1.02715,1.07542,0.794708,914.602,485281,0,0
0,0.029,0.715496,1.02715,1.07542,0.794708,914.602,485281,0,0
0,0.016,0.715496,1.02715,1.07542,0.794708,914.602,485281,0,0
0,0.012,0.715496,1.02715,1.07542,0.794708,914.602,485281,0,0
0,0.012,0.715496,1.02715,1.07542,0.794708,914.602,485281,0,0
0,0.012,0.715496,1.02715,1.07542,0.794708,914.602,485281,0,0
0,0.009,0.715496,1.02715,1.07542,0.794708,914.602,485281,0,0
0,0.005,0.715496,1.02715,1.07542,0.794708,914.602,485281,0,0
0,0.005,0.715496,1.02715,1.07542,0.794708,914.602,485281,0,0
0,0.002,0.715496,1.02715,1.07542,0.794708,914.602,485281,0,0
0,0.002,0.715496,1.02715,1.07542,0.794708,914.602,485281,0,0
405162,0.289,0.647971,1.17288,1.20052,0.893706,1453.71,772806,1803.92,0
994415,0.196,0.647971,1.17288,1.20052,0.893706,1453.71,772806,1320.15,0
858773,0.159,0.647971,1.17288,1.20052,0.893706,1453.71,772806,2988.43,0
0,0.133,0.647971,1.17288,1.20052,0.893706,1453.71,772806,0,0
0,0.066,0.647971,1.17288,1.20052,0.893706,1453.71,772806,0,0
0,0.054,0.647971,1.17288,1.20052,0.893706,1453.71,772806,0,0
669172,0.029,0.647971,1.17288,1.20052,0.893706,1453.71,772806,2895.57,0
996573,0.016,0.647971,1.17288,1.20052,0.893706,1453.71,772806,215.625,0
0,0.012,0.647971,1.17288,1.20052,0.893706,1453.71,772806,0,0
0,0.012,0.647971,1.17288,1.20052,0.893706,1453.71,772806,0,0
0,0.012,0.647971,1.17288,1.20052,0.893706,1453.71,772806,0,0
0,0.009,0.647971,1.17288,1.20052,0.893706,1453.71,772806,0,0
0,0.005,0.647971,1.17288,1.20052,0.893706,1453.71,772806,0,0
0,0.005,0.647971,1.17288,1.20052,0.893706,1453.71,772806,0,0
0,0.002,0.647971,1.17288,1.20052,0.893706,1453.71,772806,0,0
0,0.002,0.647971,1.17288,1.20052,0.893706,1453.71,772806,0,0
762985,0.289,0.697807,0.78886,0.887863,0.751847,1083.72,575478,5199.06,0
537526,0.196,0.697807,0.78886,0.887863,0.751847,1083.72,575478,1742.44,0
170128,0.159,0.697807,0.78886,0.887863,0.751847,1083.72,575478,3054.29,0
566312,0.133,0.697807,0.78886,0.887863,0.751847,1083.72,575478,1435.02,0
477210,0.066,0.697807,0.78886,0.887863,0.751847,1083.72,575478,5275.76,0
994992,0.054,0.697807,0.78886,0.887863,0.751847,1083.72,575478,4259.36,0
0,0.029,0.697807,0.78886,0.887863,0.751847,1083.72,575478,0,0
0,0.016,0.697807,0.78886,0.887863,0.751847,1083.72,575478,0,0
0,0.012,0.697807,0.78886,0.887863,0.751847,1083.72,575478,0,0
0,0.012,0.697807,0.78886,0.887863,0.751847,1083.72,575478,0,0
0,0.012,0.697807,0.78886,0.887863,0.751847,1083.72,575478,0,0
0,0.009,0.697807,0.78886,0.887863,0.751847,1083.72,575478,0,0
0,0.005,0.697807,0.78886,0.887863,0.751847,1083.72,575478,0,0
0,0.005,0.697807,0.78886,0.887863,0.751847,1083.72,575478,0,0
0,0.002,0.697807,0.78886,0.887863,0.751847,1083.72,575478,0,0
0,0.002,0.697807,0.78886,0.887863,0.751847,1083.72,575478,0,0
384046,0.289,0.726917,1.01247,1.05379,0.793065,874.251,463760,3499.57,0
846064,0.196,0.726917,1.01247,1.05379,0.793065,874.251,463760,41.2806,0
609517,0.159,0.726917,1.01247,1.05379,0.793065,874.251,463760,2250.64,0
51977,0.133,0.726917,1.01247,1.05379,0.793065,874.251,463760,1375.32,0
281439,0.066,0.726917,1.01247,1.05379,0.793065,874.251,463760,1575.25,0
0,0.054,0.726917,1.01247,1.05379,0.793065,874.251,463760,0,0
0,0.029,0.726917,1.01247,1.05379,0.793065,874.251,463760,0,0
0,0.016,0.726917,1.01247,1.05379,0.793065,874.251,463760,0,0
0,0.012,0.726917,1.01247,1.05379,0.793065,874.251,463760,0,0
0,0.012,0.726917,1.01247,1.05379,0.793065,874.251,463760,0,0
0,0.012,0.726917,1.01247,1.05379,0.793065,874.251,463760,0,0
0,0.009,0.726917,1.01247,1.05379,0.793065,874.251,463760,0,0
0,0.005,0.726917,1.01247,1.05379,0.793065,874.251,463760,0,0
0,0.005,0.726917,1.01247,1.05379,0.793065,874.251,463760,0,0
0,0.002,0.726917,1.01247,1.05379,0.793065,874.251,463760,0,0
0,0.002,0.726917,1.01247,1.05379,0.793065,874.251,463760,0,0
749613,0.289,0.648697,0.834026,0.85644,0.734111,1051.38,558228,1871.65,0
500916,0.196,0.648697,0.834026,0.85644,0.734111,1051.38,558228,1013.19,0
747395,0.159,0.648697,0.834026,0.85644,0.734111,1051.38,558228,5319.22,0
469584,0.133,0.648697,0.834026,0.85644,0.734111,1051.38,558228,1912.77,0
0,0.066,0.648697,0.834026,0.85644,0.734111,1051.38,558228,0,0
0,0.054,0.648697,0.834026,0.85644,0.734111,1051.38,558228,0,0
0,0.029,0.648697,0.834026,0.85644,0.734111,1051.38,558228,0,0
0,0.016,0.648697,0.834026,0.85644,0.734111,1051.38,558228,0,0
0,0.012,0.648697,0.834026,0.85644,0.734111,1051.38,558228,0,0
0,0.012,0.648697,0.834026,0.85644,0.734111,1051.38,558228,0,0
0,0.012,0.648697,0.834026,0.85644,0.734111,1051.38,558228,0,0
0,0.009,0.648697,0.834026,0.85644,0.734111,1051.38,558228,0,0
0,0.005,0.648697,0.834026,0.85644,0.734111,1051.38,558228,0,0
0,0.005,0.648697,0.834026,0.85644,0.734111,1051.38,558228,0,0
0,0.002,0.648697,0.834026,0.85644,0.734111,1051.38,558228,0,0
0,0.002,0.648697,0.834026,0.85644,0.734111,1051.38,558228,0,0
528430,0.289,0.765763,0.862735,0.988143,0.812636,1362.64,724237,1646.73,0
577025,0.196,0.765763,0.862735,0.988143,0.812636,1362.64,724237,707.806,0
999619,0.159,0.765763,0.862735,0.988143,0.812636,1362.64,724237,2765.46,0
931830,0.133,0.765763,0.862735,0.988143,0.812636,1362.64,724237,2579.68,0
0,0.066,0.765763,0.862735,0.988143,0.812636,1362.64,724237,0,0
752162,0.054,0.765763,0.862735,0.988143,0.812636,1362.64,724237,2311.2,0
0,0.029,0.765763,0.862735,0.988143,0.812636,1362.64,724237,0,0
0,0.016,0.765763,0.862735,0.988143,0.812636,1362.64,724237,0,0
0,0.012,0.765763,0.862735,0.988143,0.812636,1362.64,724237,0,0
0,0.012,0.765763,0.862735,0.988143,0.812636,1362.64,724237,0,0
0,0.012,0.765763,0.862735,0.988143,0.812636,1362.64,724237,0,0
0,0.009,0.765763,0.862735,0.988143,0.812636,1362.64,724237,0,0
0,0.005,0.765763,0.862735,0.988143,0.812636,1362.64,724237,0,0
0,0.005,0.765763,0.862735,0.988143,0.812636,1362.64,724237,0,0
0,0.002,0.765763,0.862735,0.988143,0.812636,1362.64,724237,0,0
0,0.002,0.765763,0.862735,0.988143,0.812636,1362.64,724237,0,0
657405,0.289,0.749669,1.03024,1.17849,0.835917,1140,605493,878.755,0
389712,0.196,0.749669,1.03024,1.17849,0.835917,1140,605493,3626.63,0
0,0.159,0.749669,1.03024,1.17849,0.835917,1140,605493,0,0
0,0.133,0.749669,1.03024,1.17849,0.835917,1140,605493,0,0
0,0.066,0.749669,1.03024,1.17849,0.835917,1140,605493,0,0
557648,0.054,0.749669,1.03024,1.17849,0.835917,1140,605493,2530.11,0
0,0.029,0.749669,1.03024,1.17849,0.835917,1140,605493,0,0
0,0.016,0.749669,1.03024,1.17849,0.835917,1140,605493,0,0
0,0.012,0.749669,1.03024,1.17849,0.835917,1140,605493,0,0
0,0.012,0.749669,1.03024,1.17849,0.835917,1140,605493,0,0
0,0.012,0.749669,1.03024,1.17849,0.835917,1140,605493,0,0
0,0.009,0.749669,1.03024,1.17849,0.835917,1140,605493,0,0
0,0.005,0.749669,1.03024,1.17849,0.835917,1140,605493,0,0
0,0.005,0.749669,1.03024,1.17849,0.835917,1140,605493,0,0
0,0.002,0.749669,1.03024,1.17849,0.835917,1140,605493,0,0
0,0.002,0.749669,1.03024,1.17849,0.835917,1140,605493,0,0
497040,0.289,0.602118,0.737494,0.79176,0.671485,984.468,522543,2025.76,0
534678,0.196,0.602118,0.737494,0.79176,0.671485,984.468,522543,2570.7,0
0,0.159,0.602118,0.737494,0.79176,0.671485,984.468,522543,0,0
645056,0.133,0.602118,0.737494,0.79176,0.671485,984.468,522543,1865.45,0
0,0.066,0.602118,0.737494,0.79176,0.671485,984.468,522543,0,0
408941,0.054,0.602118,0.737494,0.79176,0.671485,984.468,522543,1780.98,0
0,0.029,0.602118,0.737494,0.79176,0.671485,984.468,522543,0,0
0,0.016,0.602118,0.737494,0.79176,0.671485,984.468,522543,0,0
0,0.012,0.602118,0.737494,0.79176,0.671485,984.468,522543,0,0
0,0.012,0.602118,0.737494,0.79176,0.671485,984.468,522543,0,0
0,0.012,0.602118,0.737494,0.79176,0.671485,984.468,522543,0,0
0,0.009,0.602118,0.737494,0.79176,0.671485,984.468,522543,0,0
0,0.005,0.602118,0.737494,0.79176,0.671485,984.468,522543,0,0
0,0.005,0.602118,0.737494,0.79176,0.671485,984.468,522543,0,0
0,0.002,0.602118,0.737494,0.79176,0.671485,984.468,522543,0,0
0,0.002,0.602118,0.737494,0.79176,0.671485,984.468,522543,0,0
313732,0.289,0.724818,0.967011,1.0161,0.822386,1237.3,657387,1193.87,0
662195,0.196,0.724818,0.967011,1.0161,0.822386,1237.3,657387,1311.52,0
0,0.159,0.724818,0.967011,1.0161,0.822386,1237.3,657387,0,0
880078,0.133,0.724818,0.967011,1.0161,0.822386,1237.3,657387,1343.49,0
0,0.066,0.724818,0.967011,1.0161,0.822386,1237.3,657387,0,0
0,0.054,0.724818,0.967011,1.0161,0.822386,1237.3,657387,0,0
0,0.029,0.724818,0.967011,1.0161,0.822386,1237.3,657387,0,0
0,0.016,0.724818,0.967011,1.0161,0.822386,1237.3,657387,0,0
0,0.012,0.724818,0.967011,1.0161,0.822386,1237.3,657387,0,0
0,0.012,0.724818,0.967011,1.0161,0.822386,1237.3,657387,0,0
0,0.012,0.724818,0.967011,1.0161,0.822386,1237.3,657387,0,0
0,0.009,0.724818,0.967011,1.0161,0.822386,1237.3,657387,0,0
0,0.005,0.724818,0.967011,1.0161,0.822386,1237.3,657387,0,0
0,0.005,0.724818,0.967011,1.0161,0.822386,1237.3,657387,0,0
0,0.002,0.724818,0.967011,1.0161,0.822386,1237.3,657387,0,0
0,0.002,0.724818,0.967011,1.0161,0.822386,1237.3,657387,0,0
705838,0.289,0.809653,1.14364,1.25813,0.886131,1239.21,658403,1556.3,0
939726,0.196,0.809653,1.14364,1.25813,0.886131,1239.21,658403,1449.77,0
426502,0.159,0.809653,1.14364,1.25813,0.886131,1239.21,658403,261.929,0
0,0.133,0.809653,1.14364,1.25813,0.886131,1239.21,658403,0,0
